data_point,region,vac_interval_group,age_group,vaccine,vac_count
2021.11_11-11-2022,Кемеровская область,21_195_days,18-59,CoviVac,5371
2021.11_11-11-2022,Кемеровская область,21_195_days,18-59,EpiVacCorona,5949
2021.11_11-11-2022,Кемеровская область,21_195_days,18-59,SputnikLite,21322
2021.11_11-11-2022,Кемеровская область,21_195_days,18-59,SputnikV,507345
2021.11_11-11-2022,Кемеровская область,21_195_days,60+,AllVaccines,170625
2021.11_11-11-2022,Кемеровская область,21_195_days,60+,CoviVac,1046
2021.11_11-11-2022,Кемеровская область,21_195_days,60+,EpiVacCorona,3337
2021.11_11-11-2022,Кемеровская область,21_195_days,60+,SputnikLite,20580
2021.11_11-11-2022,Кемеровская область,21_195_days,60+,SputnikV,145662
2021.11_11-11-2022,Кировская область,21_195_days,18+,AllVaccines,321570
2021.11_11-11-2022,Кировская область,21_195_days,18+,CoviVac,2512
2021.11_11-11-2022,Кировская область,21_195_days,18+,EpiVacCorona,5263
2021.11_11-11-2022,Кировская область,21_195_days,18+,SputnikLite,81474
2021.11_11-11-2022,Кировская область,21_195_days,18+,SputnikV,232321
2021.11_11-11-2022,Кировская область,21_195_days,18-59,AllVaccines,201273
2021.11_11-11-2022,Кировская область,21_195_days,18-59,CoviVac,2282
2021.11_11-11-2022,Кировская область,21_195_days,18-59,EpiVacCorona,3574
2021.11_11-11-2022,Кировская область,21_195_days,18-59,SputnikLite,54901
2021.11_11-11-2022,Кировская область,21_195_days,18-59,SputnikV,140516
2021.11_11-11-2022,Кировская область,21_195_days,60+,AllVaccines,120297
2021.11_11-11-2022,Кировская область,21_195_days,60+,CoviVac,230
2021.11_11-11-2022,Кировская область,21_195_days,60+,EpiVacCorona,1689
2021.11_11-11-2022,Кировская область,21_195_days,60+,SputnikLite,26573
2021.11_11-11-2022,Кировская область,21_195_days,60+,SputnikV,91805
2021.11_11-11-2022,Костромская область,21_195_days,18+,AllVaccines,160615
2021.11_11-11-2022,Костромская область,21_195_days,18+,CoviVac,1516
2021.11_11-11-2022,Костромская область,21_195_days,18+,EpiVacCorona,797
2021.11_11-11-2022,Костромская область,21_195_days,18+,SputnikLite,35777
2021.11_11-11-2022,Костромская область,21_195_days,18+,SputnikV,122525
2021.11_11-11-2022,Костромская область,21_195_days,18-59,AllVaccines,112925
2021.11_11-11-2022,Костромская область,21_195_days,18-59,CoviVac,1363
2021.11_11-11-2022,Костромская область,21_195_days,18-59,EpiVacCorona,413
2021.11_11-11-2022,Костромская область,21_195_days,18-59,SputnikLite,24625
2021.11_11-11-2022,Костромская область,21_195_days,18-59,SputnikV,86524
2021.11_11-11-2022,Костромская область,21_195_days,60+,AllVaccines,47690
2021.11_11-11-2022,Костромская область,21_195_days,60+,CoviVac,153
2021.11_11-11-2022,Костромская область,21_195_days,60+,EpiVacCorona,384
2021.11_11-11-2022,Костромская область,21_195_days,60+,SputnikLite,11152
2021.11_11-11-2022,Костромская область,21_195_days,60+,SputnikV,36001
2021.11_11-11-2022,Краснодарский край,21_195_days,18+,AllVaccines,1786598
2021.11_11-11-2022,Краснодарский край,21_195_days,18+,CoviVac,18513
2021.11_11-11-2022,Краснодарский край,21_195_days,18+,EpiVacCorona,64346
2021.11_11-11-2022,Краснодарский край,21_195_days,18+,SputnikLite,100777
2021.11_11-11-2022,Краснодарский край,21_195_days,18+,SputnikV,1602962
2021.11_11-11-2022,Краснодарский край,21_195_days,18-59,AllVaccines,1338919
2021.11_11-11-2022,Краснодарский край,21_195_days,18-59,CoviVac,15048
2021.11_11-11-2022,Краснодарский край,21_195_days,18-59,EpiVacCorona,42295
2021.11_11-11-2022,Краснодарский край,21_195_days,18-59,SputnikLite,45336
2021.11_11-11-2022,Краснодарский край,21_195_days,18-59,SputnikV,1236240
2021.11_11-11-2022,Краснодарский край,21_195_days,60+,AllVaccines,447679
2021.11_11-11-2022,Краснодарский край,21_195_days,60+,CoviVac,3465
2021.11_11-11-2022,Краснодарский край,21_195_days,60+,EpiVacCorona,22051
2021.11_11-11-2022,Краснодарский край,21_195_days,60+,SputnikLite,55441
2021.11_11-11-2022,Краснодарский край,21_195_days,60+,SputnikV,366722
2021.11_11-11-2022,Красноярский край,21_195_days,18+,AllVaccines,774786
2021.11_11-11-2022,Красноярский край,21_195_days,18+,CoviVac,9306
2021.11_11-11-2022,Красноярский край,21_195_days,18+,EpiVacCorona,26402
2021.11_11-11-2022,Красноярский край,21_195_days,18+,SputnikLite,175478
2021.11_11-11-2022,Красноярский край,21_195_days,18+,SputnikV,563600
2021.11_11-11-2022,Красноярский край,21_195_days,18-59,AllVaccines,591056
2021.11_11-11-2022,Красноярский край,21_195_days,18-59,CoviVac,8337
2021.11_11-11-2022,Красноярский край,21_195_days,18-59,EpiVacCorona,17145
2021.11_11-11-2022,Красноярский край,21_195_days,18-59,SputnikLite,143236
2021.11_11-11-2022,Красноярский край,21_195_days,18-59,SputnikV,422338
2021.11_11-11-2022,Красноярский край,21_195_days,60+,AllVaccines,183730
2021.11_11-11-2022,Красноярский край,21_195_days,60+,CoviVac,969
