data_point,region,vac_interval_group,age_group,vaccine,vac_count
2021.11_11-11-2022,Московская область,75_90_days,18+,EpiVacCorona,3830
2021.11_11-11-2022,Московская область,75_90_days,18+,SputnikLite,18305
2021.11_11-11-2022,Московская область,75_90_days,18+,SputnikV,252114
2021.11_11-11-2022,Московская область,75_90_days,18-59,AllVaccines,228828
2021.11_11-11-2022,Московская область,75_90_days,18-59,CoviVac,4344
2021.11_11-11-2022,Московская область,75_90_days,18-59,EpiVacCorona,2604
2021.11_11-11-2022,Московская область,75_90_days,18-59,SputnikLite,12088
2021.11_11-11-2022,Московская область,75_90_days,18-59,SputnikV,209792
2021.11_11-11-2022,Московская область,75_90_days,60+,AllVaccines,50802
2021.11_11-11-2022,Московская область,75_90_days,60+,CoviVac,1037
2021.11_11-11-2022,Московская область,75_90_days,60+,EpiVacCorona,1226
2021.11_11-11-2022,Московская область,75_90_days,60+,SputnikLite,6217
2021.11_11-11-2022,Московская область,75_90_days,60+,SputnikV,42322
2021.11_11-11-2022,Московская область,90_105_days,18+,AllVaccines,541867
2021.11_11-11-2022,Московская область,90_105_days,18+,CoviVac,3706
2021.11_11-11-2022,Московская область,90_105_days,18+,EpiVacCorona,1421
2021.11_11-11-2022,Московская область,90_105_days,18+,SputnikLite,8478
2021.11_11-11-2022,Московская область,90_105_days,18+,SputnikV,528262
2021.11_11-11-2022,Московская область,90_105_days,18-59,AllVaccines,472059
2021.11_11-11-2022,Московская область,90_105_days,18-59,CoviVac,3081
2021.11_11-11-2022,Московская область,90_105_days,18-59,EpiVacCorona,1017
2021.11_11-11-2022,Московская область,90_105_days,18-59,SputnikLite,6159
2021.11_11-11-2022,Московская область,90_105_days,18-59,SputnikV,461802
2021.11_11-11-2022,Московская область,90_105_days,60+,AllVaccines,69808
2021.11_11-11-2022,Московская область,90_105_days,60+,CoviVac,625
2021.11_11-11-2022,Московская область,90_105_days,60+,EpiVacCorona,404
2021.11_11-11-2022,Московская область,90_105_days,60+,SputnikLite,2319
2021.11_11-11-2022,Московская область,90_105_days,60+,SputnikV,66460
2021.11_11-11-2022,РФ,105_165_days,18+,AllVaccines,15645403
2021.11_11-11-2022,РФ,105_165_days,18+,CoviVac,282422
2021.11_11-11-2022,РФ,105_165_days,18+,EpiVacCorona,870240
2021.11_11-11-2022,РФ,105_165_days,18+,SputnikLite,317246
2021.11_11-11-2022,РФ,105_165_days,18+,SputnikV,14175495
2021.11_11-11-2022,РФ,105_165_days,18-59,AllVaccines,12215555
2021.11_11-11-2022,РФ,105_165_days,18-59,CoviVac,245364
2021.11_11-11-2022,РФ,105_165_days,18-59,EpiVacCorona,589810
2021.11_11-11-2022,РФ,105_165_days,18-59,SputnikLite,300058
2021.11_11-11-2022,РФ,105_165_days,18-59,SputnikV,11080323
2021.11_11-11-2022,РФ,105_165_days,60+,AllVaccines,3429848
2021.11_11-11-2022,РФ,105_165_days,60+,CoviVac,37058
2021.11_11-11-2022,РФ,105_165_days,60+,EpiVacCorona,280430
2021.11_11-11-2022,РФ,105_165_days,60+,SputnikLite,17188
2021.11_11-11-2022,РФ,105_165_days,60+,SputnikV,3095172
2021.11_11-11-2022,РФ,165_195_days,18+,AllVaccines,4606101
2021.11_11-11-2022,РФ,165_195_days,18+,CoviVac,21352
2021.11_11-11-2022,РФ,165_195_days,18+,EpiVacCorona,206844
2021.11_11-11-2022,РФ,165_195_days,18+,SputnikLite,830
2021.11_11-11-2022,РФ,165_195_days,18+,SputnikV,4377075
2021.11_11-11-2022,РФ,165_195_days,18-59,AllVaccines,2592180
2021.11_11-11-2022,РФ,165_195_days,18-59,CoviVac,16111
2021.11_11-11-2022,РФ,165_195_days,18-59,EpiVacCorona,110959
2021.11_11-11-2022,РФ,165_195_days,18-59,SputnikLite,284
2021.11_11-11-2022,РФ,165_195_days,18-59,SputnikV,2464826
2021.11_11-11-2022,РФ,165_195_days,60+,AllVaccines,2013921
2021.11_11-11-2022,РФ,165_195_days,60+,CoviVac,5241
2021.11_11-11-2022,РФ,165_195_days,60+,EpiVacCorona,95885
2021.11_11-11-2022,РФ,165_195_days,60+,SputnikLite,546
2021.11_11-11-2022,РФ,165_195_days,60+,SputnikV,1912249
2021.11_11-11-2022,РФ,21_45_days,18+,AllVaccines,4346425
2021.11_11-11-2022,РФ,21_45_days,18+,CoviVac,41690
2021.11_11-11-2022,РФ,21_45_days,18+,EpiVacCorona,32277
2021.11_11-11-2022,РФ,21_45_days,18+,SputnikLite,2752850
2021.11_11-11-2022,РФ,21_45_days,18+,SputnikV,1519608
2021.11_11-11-2022,РФ,21_45_days,18-59,AllVaccines,2941709
2021.11_11-11-2022,РФ,21_45_days,18-59,CoviVac,33314
2021.11_11-11-2022,РФ,21_45_days,18-59,EpiVacCorona,20681
2021.11_11-11-2022,РФ,21_45_days,18-59,SputnikLite,1815273
2021.11_11-11-2022,РФ,21_45_days,18-59,SputnikV,1072441
2021.11_11-11-2022,РФ,21_45_days,60+,AllVaccines,1404716
2021.11_11-11-2022,РФ,21_45_days,60+,CoviVac,8376
2021.11_11-11-2022,РФ,21_45_days,60+,EpiVacCorona,11596
2021.11_11-11-2022,РФ,21_45_days,60+,SputnikLite,937577
2021.11_11-11-2022,РФ,21_45_days,60+,SputnikV,447167
2021.11_11-11-2022,РФ,45_75_days,18+,AllVaccines,5410044
2021.11_11-11-2022,РФ,45_75_days,18+,CoviVac,74073
2021.11_11-11-2022,РФ,45_75_days,18+,EpiVacCorona,87509
2021.11_11-11-2022,РФ,45_75_days,18+,SputnikLite,1890822
2021.11_11-11-2022,РФ,45_75_days,18+,SputnikV,3357640
2021.11_11-11-2022,РФ,45_75_days,18-59,AllVaccines,3889431
2021.11_11-11-2022,РФ,45_75_days,18-59,CoviVac,63055
2021.11_11-11-2022,РФ,45_75_days,18-59,EpiVacCorona,60480
2021.11_11-11-2022,РФ,45_75_days,18-59,SputnikLite,1219911
2021.11_11-11-2022,РФ,45_75_days,18-59,SputnikV,2545985
2021.11_11-11-2022,РФ,45_75_days,60+,AllVaccines,1520613
2021.11_11-11-2022,РФ,45_75_days,60+,CoviVac,11018
2021.11_11-11-2022,РФ,45_75_days,60+,EpiVacCorona,27029
2021.11_11-11-2022,РФ,45_75_days,60+,SputnikLite,670911
2021.11_11-11-2022,РФ,45_75_days,60+,SputnikV,811655
2021.11_11-11-2022,РФ,75_90_days,18+,AllVaccines,4680833
2021.11_11-11-2022,РФ,75_90_days,18+,CoviVac,49290
2021.11_11-11-2022,РФ,75_90_days,18+,EpiVacCorona,149329
2021.11_11-11-2022,РФ,75_90_days,18+,SputnikLite,1078642
2021.11_11-11-2022,РФ,75_90_days,18+,SputnikV,3403572
2021.11_11-11-2022,РФ,75_90_days,18-59,AllVaccines,3866794
2021.11_11-11-2022,РФ,75_90_days,18-59,CoviVac,43292
2021.11_11-11-2022,РФ,75_90_days,18-59,EpiVacCorona,113567
2021.11_11-11-2022,РФ,75_90_days,18-59,SputnikLite,903462
2021.11_11-11-2022,РФ,75_90_days,18-59,SputnikV,2806473
2021.11_11-11-2022,РФ,75_90_days,60+,AllVaccines,814039
2021.11_11-11-2022,РФ,75_90_days,60+,CoviVac,5998
2021.11_11-11-2022,РФ,75_90_days,60+,EpiVacCorona,35762
2021.11_11-11-2022,РФ,75_90_days,60+,SputnikLite,175180
2021.11_11-11-2022,РФ,75_90_days,60+,SputnikV,597099
2021.11_11-11-2022,РФ,90_105_days,18+,AllVaccines,6365151
2021.11_11-11-2022,РФ,90_105_days,18+,CoviVac,75360
2021.11_11-11-2022,РФ,90_105_days,18+,EpiVacCorona,75720
2021.11_11-11-2022,РФ,90_105_days,18+,SputnikLite,807191
2021.11_11-11-2022,РФ,90_105_days,18+,SputnikV,5406880
2021.11_11-11-2022,РФ,90_105_days,18-59,AllVaccines,5424164
2021.11_11-11-2022,РФ,90_105_days,18-59,CoviVac,66419
2021.11_11-11-2022,РФ,90_105_days,18-59,EpiVacCorona,60642
2021.11_11-11-2022,РФ,90_105_days,18-59,SputnikLite,735537
2021.11_11-11-2022,РФ,90_105_days,18-59,SputnikV,4561566
2021.11_11-11-2022,РФ,90_105_days,60+,AllVaccines,940987
2021.11_11-11-2022,РФ,90_105_days,60+,CoviVac,8941
2021.11_11-11-2022,РФ,90_105_days,60+,EpiVacCorona,15078
2021.11_11-11-2022,РФ,90_105_days,60+,SputnikLite,71654
2021.11_11-11-2022,РФ,90_105_days,60+,SputnikV,845314
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18+,AllVaccines,444997
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18+,CoviVac,19459
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18+,EpiVacCorona,14446
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18+,SputnikLite,4231
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18+,SputnikV,406861
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18-59,AllVaccines,351975
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18-59,CoviVac,18448
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18-59,EpiVacCorona,7843
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18-59,SputnikLite,4072
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,18-59,SputnikV,321612
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,60+,AllVaccines,93022
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,60+,CoviVac,1011
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,60+,EpiVacCorona,6603
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,60+,SputnikLite,159
2021.11_11-11-2022,г. Санкт-Петербург,105_165_days,60+,SputnikV,85249
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18+,AllVaccines,141164
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18+,CoviVac,40
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18+,EpiVacCorona,11189
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18+,SputnikLite,29
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18+,SputnikV,129906
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18-59,AllVaccines,81589
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18-59,CoviVac,35
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18-59,EpiVacCorona,5053
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18-59,SputnikLite,7
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,18-59,SputnikV,76494
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,60+,AllVaccines,59575
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,60+,CoviVac,5
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,60+,EpiVacCorona,6136
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,60+,SputnikLite,22
2021.11_11-11-2022,г. Санкт-Петербург,165_195_days,60+,SputnikV,53412
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18+,AllVaccines,215022
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18+,CoviVac,4075
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18+,EpiVacCorona,189
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18+,SputnikLite,142030
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18+,SputnikV,68728
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18-59,AllVaccines,155186
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18-59,CoviVac,3812
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18-59,EpiVacCorona,119
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18-59,SputnikLite,102211
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,18-59,SputnikV,49044
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,60+,AllVaccines,59836
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,60+,CoviVac,263
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,60+,EpiVacCorona,70
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,60+,SputnikLite,39819
2021.11_11-11-2022,г. Санкт-Петербург,21_45_days,60+,SputnikV,19684
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18+,AllVaccines,265870
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18+,CoviVac,7723
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18+,EpiVacCorona,921
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18+,SputnikLite,130779
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18+,SputnikV,126447
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18-59,AllVaccines,195981
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18-59,CoviVac,7348
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18-59,EpiVacCorona,628
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18-59,SputnikLite,98734
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,18-59,SputnikV,89271
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,60+,AllVaccines,69889
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,60+,CoviVac,375
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,60+,EpiVacCorona,293
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,60+,SputnikLite,32045
2021.11_11-11-2022,г. Санкт-Петербург,45_75_days,60+,SputnikV,37176
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18+,AllVaccines,188820
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18+,CoviVac,2046
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18+,EpiVacCorona,879
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18+,SputnikLite,71774
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18+,SputnikV,114121
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18-59,AllVaccines,156168
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18-59,CoviVac,1959
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18-59,EpiVacCorona,622
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18-59,SputnikLite,64216
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,18-59,SputnikV,89371
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,60+,AllVaccines,32652
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,60+,CoviVac,87
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,60+,EpiVacCorona,257
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,60+,SputnikLite,7558
2021.11_11-11-2022,г. Санкт-Петербург,75_90_days,60+,SputnikV,24750
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18+,AllVaccines,268900
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18+,CoviVac,4222
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18+,EpiVacCorona,884
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18+,SputnikLite,66933
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18+,SputnikV,196861
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18-59,AllVaccines,234619
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18-59,CoviVac,4052
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18-59,EpiVacCorona,644
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18-59,SputnikLite,65150
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,18-59,SputnikV,164773
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,60+,AllVaccines,34281
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,60+,CoviVac,170
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,60+,EpiVacCorona,240
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,60+,SputnikLite,1783
2021.11_11-11-2022,г. Санкт-Петербург,90_105_days,60+,SputnikV,32088
2021.12_13-10-2022,Московская область,105_165_days,18+,AllVaccines,1056198
2021.12_13-10-2022,Московская область,105_165_days,18+,CoviVac,13372
2021.12_13-10-2022,Московская область,105_165_days,18+,EpiVacCorona,9626
2021.12_13-10-2022,Московская область,105_165_days,18+,SputnikLite,84024
2021.12_13-10-2022,Московская область,105_165_days,18+,SputnikV,949176
2021.12_13-10-2022,Московская область,105_165_days,18-59,AllVaccines,867822
2021.12_13-10-2022,Московская область,105_165_days,18-59,CoviVac,10709
2021.12_13-10-2022,Московская область,105_165_days,18-59,EpiVacCorona,6368
2021.12_13-10-2022,Московская область,105_165_days,18-59,SputnikLite,48214
2021.12_13-10-2022,Московская область,105_165_days,18-59,SputnikV,802531
2021.12_13-10-2022,Московская область,105_165_days,60+,AllVaccines,188376
2021.12_13-10-2022,Московская область,105_165_days,60+,CoviVac,2663
2021.12_13-10-2022,Московская область,105_165_days,60+,EpiVacCorona,3258
2021.12_13-10-2022,Московская область,105_165_days,60+,SputnikLite,35810
2021.12_13-10-2022,Московская область,105_165_days,60+,SputnikV,146645
2021.12_13-10-2022,Московская область,165_195_days,18+,AllVaccines,1226817
2021.12_13-10-2022,Московская область,165_195_days,18+,CoviVac,14387
2021.12_13-10-2022,Московская область,165_195_days,18+,EpiVacCorona,17979
2021.12_13-10-2022,Московская область,165_195_days,18+,SputnikLite,2940
2021.12_13-10-2022,Московская область,165_195_days,18+,SputnikV,1191511
2021.12_13-10-2022,Московская область,165_195_days,18-59,AllVaccines,1074546
2021.12_13-10-2022,Московская область,165_195_days,18-59,CoviVac,12295
2021.12_13-10-2022,Московская область,165_195_days,18-59,EpiVacCorona,14118
2021.12_13-10-2022,Московская область,165_195_days,18-59,SputnikLite,2666
2021.12_13-10-2022,Московская область,165_195_days,18-59,SputnikV,1045467
2021.12_13-10-2022,Московская область,165_195_days,60+,AllVaccines,152271
2021.12_13-10-2022,Московская область,165_195_days,60+,CoviVac,2092
2021.12_13-10-2022,Московская область,165_195_days,60+,EpiVacCorona,3861
2021.12_13-10-2022,Московская область,165_195_days,60+,SputnikLite,274
2021.12_13-10-2022,Московская область,165_195_days,60+,SputnikV,146044
2021.12_13-10-2022,Московская область,21_45_days,18+,AllVaccines,381947
2021.12_13-10-2022,Московская область,21_45_days,18+,CoviVac,5209
2021.12_13-10-2022,Московская область,21_45_days,18+,EpiVacCorona,7748
2021.12_13-10-2022,Московская область,21_45_days,18+,SputnikLite,96871
2021.12_13-10-2022,Московская область,21_45_days,18+,SputnikV,272119
2021.12_13-10-2022,Московская область,21_45_days,18-59,AllVaccines,254651
2021.12_13-10-2022,Московская область,21_45_days,18-59,CoviVac,3756
2021.12_13-10-2022,Московская область,21_45_days,18-59,EpiVacCorona,4273
2021.12_13-10-2022,Московская область,21_45_days,18-59,SputnikLite,51969
2021.12_13-10-2022,Московская область,21_45_days,18-59,SputnikV,194653
2021.12_13-10-2022,Московская область,21_45_days,60+,AllVaccines,127296
2021.12_13-10-2022,Московская область,21_45_days,60+,CoviVac,1453
2021.12_13-10-2022,Московская область,21_45_days,60+,EpiVacCorona,3475
2021.12_13-10-2022,Московская область,21_45_days,60+,SputnikLite,44902
2021.12_13-10-2022,Московская область,21_45_days,60+,SputnikV,77466
2021.12_13-10-2022,Московская область,45_75_days,18+,AllVaccines,485283
2021.12_13-10-2022,Московская область,45_75_days,18+,CoviVac,5230
2021.12_13-10-2022,Московская область,45_75_days,18+,EpiVacCorona,9509
2021.12_13-10-2022,Московская область,45_75_days,18+,SputnikLite,137552
2021.12_13-10-2022,Московская область,45_75_days,18+,SputnikV,332992
2021.12_13-10-2022,Московская область,45_75_days,18-59,AllVaccines,319557
2021.12_13-10-2022,Московская область,45_75_days,18-59,CoviVac,3648
2021.12_13-10-2022,Московская область,45_75_days,18-59,EpiVacCorona,5203
2021.12_13-10-2022,Московская область,45_75_days,18-59,SputnikLite,72292
2021.12_13-10-2022,Московская область,45_75_days,18-59,SputnikV,238414
2021.12_13-10-2022,Московская область,45_75_days,60+,AllVaccines,165726
2021.12_13-10-2022,Московская область,45_75_days,60+,CoviVac,1582
2021.12_13-10-2022,Московская область,45_75_days,60+,EpiVacCorona,4306
2021.12_13-10-2022,Московская область,45_75_days,60+,SputnikLite,65260
2021.12_13-10-2022,Московская область,45_75_days,60+,SputnikV,94578
2021.12_13-10-2022,Московская область,75_90_days,18+,AllVaccines,166605
2021.12_13-10-2022,Московская область,75_90_days,18+,CoviVac,1899
2021.12_13-10-2022,Московская область,75_90_days,18+,EpiVacCorona,1294
2021.12_13-10-2022,Московская область,75_90_days,18+,SputnikLite,87840
2021.12_13-10-2022,Московская область,75_90_days,18+,SputnikV,75572
2021.12_13-10-2022,Московская область,75_90_days,18-59,AllVaccines,105065
2021.12_13-10-2022,Московская область,75_90_days,18-59,CoviVac,1361
2021.12_13-10-2022,Московская область,75_90_days,18-59,EpiVacCorona,765
2021.12_13-10-2022,Московская область,75_90_days,18-59,SputnikLite,44984
2021.12_13-10-2022,Московская область,75_90_days,18-59,SputnikV,57955
2021.12_13-10-2022,Московская область,75_90_days,60+,AllVaccines,61540
2021.12_13-10-2022,Московская область,75_90_days,60+,CoviVac,538
2021.12_13-10-2022,Московская область,75_90_days,60+,EpiVacCorona,529
2021.12_13-10-2022,Московская область,75_90_days,60+,SputnikLite,42856
2021.12_13-10-2022,Московская область,75_90_days,60+,SputnikV,17617
2021.12_13-10-2022,Московская область,90_105_days,18+,AllVaccines,102502
2021.12_13-10-2022,Московская область,90_105_days,18+,CoviVac,1816
2021.12_13-10-2022,Московская область,90_105_days,18+,EpiVacCorona,876
2021.12_13-10-2022,Московская область,90_105_days,18+,SputnikLite,42417
2021.12_13-10-2022,Московская область,90_105_days,18+,SputnikV,57393
2021.12_13-10-2022,Московская область,90_105_days,18-59,AllVaccines,67371
2021.12_13-10-2022,Московская область,90_105_days,18-59,CoviVac,1328
2021.12_13-10-2022,Московская область,90_105_days,18-59,EpiVacCorona,494
2021.12_13-10-2022,Московская область,90_105_days,18-59,SputnikLite,20521
2021.12_13-10-2022,Московская область,90_105_days,18-59,SputnikV,45028
2021.12_13-10-2022,Московская область,90_105_days,60+,AllVaccines,35131
2021.12_13-10-2022,Московская область,90_105_days,60+,CoviVac,488
2021.12_13-10-2022,Московская область,90_105_days,60+,EpiVacCorona,382
2021.12_13-10-2022,Московская область,90_105_days,60+,SputnikLite,21896
2021.12_13-10-2022,Московская область,90_105_days,60+,SputnikV,12365
2021.12_13-10-2022,РФ,105_165_days,18+,AllVaccines,16057630
2021.12_13-10-2022,РФ,105_165_days,18+,CoviVac,192613
2021.12_13-10-2022,РФ,105_165_days,18+,EpiVacCorona,308662
2021.12_13-10-2022,РФ,105_165_days,18+,SputnikLite,3818202
2021.12_13-10-2022,РФ,105_165_days,18+,SputnikV,11738153
2021.12_13-10-2022,РФ,105_165_days,18-59,AllVaccines,12810845
2021.12_13-10-2022,РФ,105_165_days,18-59,CoviVac,167211
2021.12_13-10-2022,РФ,105_165_days,18-59,EpiVacCorona,231093
