data_point,region,vac_interval_group,age_group,vaccine,vac_count
2022.08.B_16-09-2022,Московская область,45_75_days,60-69,SputnikLite,2103
2022.08.B_16-09-2022,Московская область,45_75_days,60-69,SputnikV,6112
2022.08.B_16-09-2022,Московская область,45_75_days,70-79,AllVaccines,5633
2022.08.B_16-09-2022,Московская область,45_75_days,70-79,CoviVac,39
2022.08.B_16-09-2022,Московская область,45_75_days,70-79,EpiVacCorona,535
2022.08.B_16-09-2022,Московская область,45_75_days,70-79,SputnikLite,1437
2022.08.B_16-09-2022,Московская область,45_75_days,70-79,SputnikV,3622
2022.08.B_16-09-2022,Московская область,45_75_days,80+,AllVaccines,2700
2022.08.B_16-09-2022,Московская область,45_75_days,80+,CoviVac,8
2022.08.B_16-09-2022,Московская область,45_75_days,80+,EpiVacCorona,343
2022.08.B_16-09-2022,Московская область,45_75_days,80+,SputnikLite,628
2022.08.B_16-09-2022,Московская область,45_75_days,80+,SputnikV,1721
2022.08.B_16-09-2022,Московская область,75_90_days,20-29,AllVaccines,2773
2022.08.B_16-09-2022,Московская область,75_90_days,20-29,CoviVac,28
2022.08.B_16-09-2022,Московская область,75_90_days,20-29,EpiVacCorona,134
2022.08.B_16-09-2022,Московская область,75_90_days,20-29,SputnikLite,1045
2022.08.B_16-09-2022,Московская область,75_90_days,20-29,SputnikV,1566
2022.08.B_16-09-2022,Московская область,75_90_days,30-39,AllVaccines,4539
2022.08.B_16-09-2022,Московская область,75_90_days,30-39,CoviVac,22
2022.08.B_16-09-2022,Московская область,75_90_days,30-39,EpiVacCorona,238
2022.08.B_16-09-2022,Московская область,75_90_days,30-39,SputnikLite,1757
2022.08.B_16-09-2022,Московская область,75_90_days,30-39,SputnikV,2522
2022.08.B_16-09-2022,Московская область,75_90_days,40-49,AllVaccines,4647
2022.08.B_16-09-2022,Московская область,75_90_days,40-49,CoviVac,34
2022.08.B_16-09-2022,Московская область,75_90_days,40-49,EpiVacCorona,278
2022.08.B_16-09-2022,Московская область,75_90_days,40-49,SputnikLite,1948
2022.08.B_16-09-2022,Московская область,75_90_days,40-49,SputnikV,2387
2022.08.B_16-09-2022,Московская область,75_90_days,50-59,AllVaccines,3926
2022.08.B_16-09-2022,Московская область,75_90_days,50-59,CoviVac,33
2022.08.B_16-09-2022,Московская область,75_90_days,50-59,EpiVacCorona,233
2022.08.B_16-09-2022,Московская область,75_90_days,50-59,SputnikLite,1764
2022.08.B_16-09-2022,Московская область,75_90_days,50-59,SputnikV,1896
2022.08.B_16-09-2022,Московская область,75_90_days,60-69,AllVaccines,4320
2022.08.B_16-09-2022,Московская область,75_90_days,60-69,CoviVac,28
2022.08.B_16-09-2022,Московская область,75_90_days,60-69,EpiVacCorona,233
2022.08.B_16-09-2022,Московская область,75_90_days,60-69,SputnikLite,2211
2022.08.B_16-09-2022,Московская область,75_90_days,60-69,SputnikV,1848
2022.08.B_16-09-2022,Московская область,75_90_days,70-79,AllVaccines,2899
2022.08.B_16-09-2022,Московская область,75_90_days,70-79,CoviVac,41
2022.08.B_16-09-2022,Московская область,75_90_days,70-79,EpiVacCorona,158
2022.08.B_16-09-2022,Московская область,75_90_days,70-79,SputnikLite,1467
2022.08.B_16-09-2022,Московская область,75_90_days,70-79,SputnikV,1233
2022.08.B_16-09-2022,Московская область,75_90_days,80+,AllVaccines,1492
2022.08.B_16-09-2022,Московская область,75_90_days,80+,CoviVac,4
2022.08.B_16-09-2022,Московская область,75_90_days,80+,EpiVacCorona,116
2022.08.B_16-09-2022,Московская область,75_90_days,80+,SputnikLite,688
2022.08.B_16-09-2022,Московская область,75_90_days,80+,SputnikV,684
2022.08.B_16-09-2022,Московская область,90_105_days,20-29,AllVaccines,2630
2022.08.B_16-09-2022,Московская область,90_105_days,20-29,CoviVac,23
2022.08.B_16-09-2022,Московская область,90_105_days,20-29,EpiVacCorona,134
2022.08.B_16-09-2022,Московская область,90_105_days,20-29,SputnikLite,833
2022.08.B_16-09-2022,Московская область,90_105_days,20-29,SputnikV,1640
2022.08.B_16-09-2022,Московская область,90_105_days,30-39,AllVaccines,4613
2022.08.B_16-09-2022,Московская область,90_105_days,30-39,CoviVac,34
2022.08.B_16-09-2022,Московская область,90_105_days,30-39,EpiVacCorona,251
2022.08.B_16-09-2022,Московская область,90_105_days,30-39,SputnikLite,1471
2022.08.B_16-09-2022,Московская область,90_105_days,30-39,SputnikV,2857
2022.08.B_16-09-2022,Московская область,90_105_days,40-49,AllVaccines,4449
2022.08.B_16-09-2022,Московская область,90_105_days,40-49,CoviVac,31
2022.08.B_16-09-2022,Московская область,90_105_days,40-49,EpiVacCorona,271
2022.08.B_16-09-2022,Московская область,90_105_days,40-49,SputnikLite,1597
2022.08.B_16-09-2022,Московская область,90_105_days,40-49,SputnikV,2550
2022.08.B_16-09-2022,Московская область,90_105_days,50-59,AllVaccines,3831
2022.08.B_16-09-2022,Московская область,90_105_days,50-59,CoviVac,27
2022.08.B_16-09-2022,Московская область,90_105_days,50-59,EpiVacCorona,201
2022.08.B_16-09-2022,Московская область,90_105_days,50-59,SputnikLite,1499
2022.08.B_16-09-2022,Московская область,90_105_days,50-59,SputnikV,2104
2022.08.B_16-09-2022,Московская область,90_105_days,60-69,AllVaccines,4304
2022.08.B_16-09-2022,Московская область,90_105_days,60-69,CoviVac,25
2022.08.B_16-09-2022,Московская область,90_105_days,60-69,EpiVacCorona,183
2022.08.B_16-09-2022,Московская область,90_105_days,60-69,SputnikLite,1988
2022.08.B_16-09-2022,Московская область,90_105_days,60-69,SputnikV,2108
2022.08.B_16-09-2022,Московская область,90_105_days,70-79,AllVaccines,3340
2022.08.B_16-09-2022,Московская область,90_105_days,70-79,CoviVac,23
2022.08.B_16-09-2022,Московская область,90_105_days,70-79,EpiVacCorona,152
2022.08.B_16-09-2022,Московская область,90_105_days,70-79,SputnikLite,1452
2022.08.B_16-09-2022,Московская область,90_105_days,70-79,SputnikV,1713
2022.08.B_16-09-2022,Московская область,90_105_days,80+,AllVaccines,2259
2022.08.B_16-09-2022,Московская область,90_105_days,80+,CoviVac,11
2022.08.B_16-09-2022,Московская область,90_105_days,80+,EpiVacCorona,195
2022.08.B_16-09-2022,Московская область,90_105_days,80+,SputnikLite,688
2022.08.B_16-09-2022,Московская область,90_105_days,80+,SputnikV,1365
2022.08.B_16-09-2022,РФ,105_165_days,20-29,AllVaccines,324695
2022.08.B_16-09-2022,РФ,105_165_days,20-29,CoviVac,11802
2022.08.B_16-09-2022,РФ,105_165_days,20-29,EpiVacCorona,23614
2022.08.B_16-09-2022,РФ,105_165_days,20-29,SputnikLite,73384
2022.08.B_16-09-2022,РФ,105_165_days,20-29,SputnikV,215895
2022.08.B_16-09-2022,РФ,105_165_days,30-39,AllVaccines,517894
2022.08.B_16-09-2022,РФ,105_165_days,30-39,CoviVac,18218
2022.08.B_16-09-2022,РФ,105_165_days,30-39,EpiVacCorona,37916
2022.08.B_16-09-2022,РФ,105_165_days,30-39,SputnikLite,118211
2022.08.B_16-09-2022,РФ,105_165_days,30-39,SputnikV,343549
2022.08.B_16-09-2022,РФ,105_165_days,40-49,AllVaccines,503427
2022.08.B_16-09-2022,РФ,105_165_days,40-49,CoviVac,18506
2022.08.B_16-09-2022,РФ,105_165_days,40-49,EpiVacCorona,37159
2022.08.B_16-09-2022,РФ,105_165_days,40-49,SputnikLite,117674
2022.08.B_16-09-2022,РФ,105_165_days,40-49,SputnikV,330088
2022.08.B_16-09-2022,РФ,105_165_days,50-59,AllVaccines,465150
2022.08.B_16-09-2022,РФ,105_165_days,50-59,CoviVac,17329
2022.08.B_16-09-2022,РФ,105_165_days,50-59,EpiVacCorona,35167
2022.08.B_16-09-2022,РФ,105_165_days,50-59,SputnikLite,106305
2022.08.B_16-09-2022,РФ,105_165_days,50-59,SputnikV,306349
2022.08.B_16-09-2022,РФ,105_165_days,60-69,AllVaccines,552598
2022.08.B_16-09-2022,РФ,105_165_days,60-69,CoviVac,12672
2022.08.B_16-09-2022,РФ,105_165_days,60-69,EpiVacCorona,42859
2022.08.B_16-09-2022,РФ,105_165_days,60-69,SputnikLite,114184
2022.08.B_16-09-2022,РФ,105_165_days,60-69,SputnikV,382883
2022.08.B_16-09-2022,РФ,105_165_days,70-79,AllVaccines,329824
2022.08.B_16-09-2022,РФ,105_165_days,70-79,CoviVac,5805
2022.08.B_16-09-2022,РФ,105_165_days,70-79,EpiVacCorona,26308
2022.08.B_16-09-2022,РФ,105_165_days,70-79,SputnikLite,65705
2022.08.B_16-09-2022,РФ,105_165_days,70-79,SputnikV,232006
2022.08.B_16-09-2022,РФ,105_165_days,80+,AllVaccines,174599
2022.08.B_16-09-2022,РФ,105_165_days,80+,CoviVac,3612
2022.08.B_16-09-2022,РФ,105_165_days,80+,EpiVacCorona,20929
2022.08.B_16-09-2022,РФ,105_165_days,80+,SputnikLite,24843
2022.08.B_16-09-2022,РФ,105_165_days,80+,SputnikV,125215
2022.08.B_16-09-2022,РФ,165_195_days,20-29,AllVaccines,487420
2022.08.B_16-09-2022,РФ,165_195_days,20-29,CoviVac,6613
2022.08.B_16-09-2022,РФ,165_195_days,20-29,EpiVacCorona,20787
2022.08.B_16-09-2022,РФ,165_195_days,20-29,SputnikLite,205415
2022.08.B_16-09-2022,РФ,165_195_days,20-29,SputnikV,254605
2022.08.B_16-09-2022,РФ,165_195_days,30-39,AllVaccines,791169
2022.08.B_16-09-2022,РФ,165_195_days,30-39,CoviVac,10754
2022.08.B_16-09-2022,РФ,165_195_days,30-39,EpiVacCorona,33114
2022.08.B_16-09-2022,РФ,165_195_days,30-39,SputnikLite,339225
2022.08.B_16-09-2022,РФ,165_195_days,30-39,SputnikV,408076
2022.08.B_16-09-2022,РФ,165_195_days,40-49,AllVaccines,787934
2022.08.B_16-09-2022,РФ,165_195_days,40-49,CoviVac,11193
2022.08.B_16-09-2022,РФ,165_195_days,40-49,EpiVacCorona,32961
2022.08.B_16-09-2022,РФ,165_195_days,40-49,SputnikLite,364698
2022.08.B_16-09-2022,РФ,165_195_days,40-49,SputnikV,379082
2022.08.B_16-09-2022,РФ,165_195_days,50-59,AllVaccines,737821
2022.08.B_16-09-2022,РФ,165_195_days,50-59,CoviVac,10209
2022.08.B_16-09-2022,РФ,165_195_days,50-59,EpiVacCorona,31089
2022.08.B_16-09-2022,РФ,165_195_days,50-59,SputnikLite,349663
2022.08.B_16-09-2022,РФ,165_195_days,50-59,SputnikV,346860
2022.08.B_16-09-2022,РФ,165_195_days,60-69,AllVaccines,762046
2022.08.B_16-09-2022,РФ,165_195_days,60-69,CoviVac,6044
2022.08.B_16-09-2022,РФ,165_195_days,60-69,EpiVacCorona,36044
2022.08.B_16-09-2022,РФ,165_195_days,60-69,SputnikLite,320747
2022.08.B_16-09-2022,РФ,165_195_days,60-69,SputnikV,399211
2022.08.B_16-09-2022,РФ,165_195_days,70-79,AllVaccines,358395
2022.08.B_16-09-2022,РФ,165_195_days,70-79,CoviVac,2599
2022.08.B_16-09-2022,РФ,165_195_days,70-79,EpiVacCorona,19883
2022.08.B_16-09-2022,РФ,165_195_days,70-79,SputnikLite,139050
2022.08.B_16-09-2022,РФ,165_195_days,70-79,SputnikV,196863
2022.08.B_16-09-2022,РФ,165_195_days,80+,AllVaccines,157251
2022.08.B_16-09-2022,РФ,165_195_days,80+,CoviVac,992
2022.08.B_16-09-2022,РФ,165_195_days,80+,EpiVacCorona,13185
2022.08.B_16-09-2022,РФ,165_195_days,80+,SputnikLite,53953
2022.08.B_16-09-2022,РФ,165_195_days,80+,SputnikV,89121
2022.08.B_16-09-2022,РФ,21_45_days,20-29,AllVaccines,73456
2022.08.B_16-09-2022,РФ,21_45_days,20-29,CoviVac,362
2022.08.B_16-09-2022,РФ,21_45_days,20-29,EpiVacCorona,5250
2022.08.B_16-09-2022,РФ,21_45_days,20-29,SputnikLite,7719
2022.08.B_16-09-2022,РФ,21_45_days,20-29,SputnikV,60125
2022.08.B_16-09-2022,РФ,21_45_days,30-39,AllVaccines,122926
2022.08.B_16-09-2022,РФ,21_45_days,30-39,CoviVac,714
2022.08.B_16-09-2022,РФ,21_45_days,30-39,EpiVacCorona,9563
2022.08.B_16-09-2022,РФ,21_45_days,30-39,SputnikLite,12149
2022.08.B_16-09-2022,РФ,21_45_days,30-39,SputnikV,100500
2022.08.B_16-09-2022,РФ,21_45_days,40-49,AllVaccines,124382
2022.08.B_16-09-2022,РФ,21_45_days,40-49,CoviVac,684
2022.08.B_16-09-2022,РФ,21_45_days,40-49,EpiVacCorona,9867
2022.08.B_16-09-2022,РФ,21_45_days,40-49,SputnikLite,12020
2022.08.B_16-09-2022,РФ,21_45_days,40-49,SputnikV,101811
2022.08.B_16-09-2022,РФ,21_45_days,50-59,AllVaccines,113206
2022.08.B_16-09-2022,РФ,21_45_days,50-59,CoviVac,568
2022.08.B_16-09-2022,РФ,21_45_days,50-59,EpiVacCorona,8884
2022.08.B_16-09-2022,РФ,21_45_days,50-59,SputnikLite,9955
2022.08.B_16-09-2022,РФ,21_45_days,50-59,SputnikV,93799
2022.08.B_16-09-2022,РФ,21_45_days,60-69,AllVaccines,129759
2022.08.B_16-09-2022,РФ,21_45_days,60-69,CoviVac,363
2022.08.B_16-09-2022,РФ,21_45_days,60-69,EpiVacCorona,9613
2022.08.B_16-09-2022,РФ,21_45_days,60-69,SputnikLite,8846
2022.08.B_16-09-2022,РФ,21_45_days,60-69,SputnikV,110937
2022.08.B_16-09-2022,РФ,21_45_days,70-79,AllVaccines,82481
2022.08.B_16-09-2022,РФ,21_45_days,70-79,CoviVac,181
2022.08.B_16-09-2022,РФ,21_45_days,70-79,EpiVacCorona,6962
2022.08.B_16-09-2022,РФ,21_45_days,70-79,SputnikLite,4746
2022.08.B_16-09-2022,РФ,21_45_days,70-79,SputnikV,70592
2022.08.B_16-09-2022,РФ,21_45_days,80+,AllVaccines,41438
2022.08.B_16-09-2022,РФ,21_45_days,80+,CoviVac,115
2022.08.B_16-09-2022,РФ,21_45_days,80+,EpiVacCorona,4563
2022.08.B_16-09-2022,РФ,21_45_days,80+,SputnikLite,1519
2022.08.B_16-09-2022,РФ,21_45_days,80+,SputnikV,35241
2022.08.B_16-09-2022,РФ,45_75_days,20-29,AllVaccines,120253
2022.08.B_16-09-2022,РФ,45_75_days,20-29,CoviVac,3168
2022.08.B_16-09-2022,РФ,45_75_days,20-29,EpiVacCorona,11960
2022.08.B_16-09-2022,РФ,45_75_days,20-29,SputnikLite,11828
2022.08.B_16-09-2022,РФ,45_75_days,20-29,SputnikV,93297
2022.08.B_16-09-2022,РФ,45_75_days,30-39,AllVaccines,200991
2022.08.B_16-09-2022,РФ,45_75_days,30-39,CoviVac,5319
2022.08.B_16-09-2022,РФ,45_75_days,30-39,EpiVacCorona,20688
2022.08.B_16-09-2022,РФ,45_75_days,30-39,SputnikLite,18821
2022.08.B_16-09-2022,РФ,45_75_days,30-39,SputnikV,156163
2022.08.B_16-09-2022,РФ,45_75_days,40-49,AllVaccines,202012
2022.08.B_16-09-2022,РФ,45_75_days,40-49,CoviVac,5828
2022.08.B_16-09-2022,РФ,45_75_days,40-49,EpiVacCorona,21617
2022.08.B_16-09-2022,РФ,45_75_days,40-49,SputnikLite,17720
2022.08.B_16-09-2022,РФ,45_75_days,40-49,SputnikV,156847
2022.08.B_16-09-2022,РФ,45_75_days,50-59,AllVaccines,197681
2022.08.B_16-09-2022,РФ,45_75_days,50-59,CoviVac,5104
2022.08.B_16-09-2022,РФ,45_75_days,50-59,EpiVacCorona,21409
2022.08.B_16-09-2022,РФ,45_75_days,50-59,SputnikLite,14261
2022.08.B_16-09-2022,РФ,45_75_days,50-59,SputnikV,156907
2022.08.B_16-09-2022,РФ,45_75_days,60-69,AllVaccines,249400
2022.08.B_16-09-2022,РФ,45_75_days,60-69,CoviVac,4279
2022.08.B_16-09-2022,РФ,45_75_days,60-69,EpiVacCorona,26209
2022.08.B_16-09-2022,РФ,45_75_days,60-69,SputnikLite,15139
2022.08.B_16-09-2022,РФ,45_75_days,60-69,SputnikV,203773
2022.08.B_16-09-2022,РФ,45_75_days,70-79,AllVaccines,160980
2022.08.B_16-09-2022,РФ,45_75_days,70-79,CoviVac,2226
2022.08.B_16-09-2022,РФ,45_75_days,70-79,EpiVacCorona,18764
2022.08.B_16-09-2022,РФ,45_75_days,70-79,SputnikLite,9036
2022.08.B_16-09-2022,РФ,45_75_days,70-79,SputnikV,130954
2022.08.B_16-09-2022,РФ,45_75_days,80+,AllVaccines,76996
2022.08.B_16-09-2022,РФ,45_75_days,80+,CoviVac,1244
2022.08.B_16-09-2022,РФ,45_75_days,80+,EpiVacCorona,11116
2022.08.B_16-09-2022,РФ,45_75_days,80+,SputnikLite,3640
2022.08.B_16-09-2022,РФ,45_75_days,80+,SputnikV,60996
2022.08.B_16-09-2022,РФ,75_90_days,20-29,AllVaccines,52959
2022.08.B_16-09-2022,РФ,75_90_days,20-29,CoviVac,3715
2022.08.B_16-09-2022,РФ,75_90_days,20-29,EpiVacCorona,3541
2022.08.B_16-09-2022,РФ,75_90_days,20-29,SputnikLite,8807
2022.08.B_16-09-2022,РФ,75_90_days,20-29,SputnikV,36896
2022.08.B_16-09-2022,РФ,75_90_days,30-39,AllVaccines,89056
2022.08.B_16-09-2022,РФ,75_90_days,30-39,CoviVac,6044
2022.08.B_16-09-2022,РФ,75_90_days,30-39,EpiVacCorona,5754
2022.08.B_16-09-2022,РФ,75_90_days,30-39,SputnikLite,15376
2022.08.B_16-09-2022,РФ,75_90_days,30-39,SputnikV,61882
2022.08.B_16-09-2022,РФ,75_90_days,40-49,AllVaccines,90250
2022.08.B_16-09-2022,РФ,75_90_days,40-49,CoviVac,6069
2022.08.B_16-09-2022,РФ,75_90_days,40-49,EpiVacCorona,5924
2022.08.B_16-09-2022,РФ,75_90_days,40-49,SputnikLite,15708
2022.08.B_16-09-2022,РФ,75_90_days,40-49,SputnikV,62549
2022.08.B_16-09-2022,РФ,75_90_days,50-59,AllVaccines,85676
