data_point,region,vac_interval_group,age_group,vaccine,vac_count
2021.11.B_26-08-2022,Московская область,75_90_days,30-39,SputnikV,64169
2021.11.B_26-08-2022,Московская область,75_90_days,40-49,AllVaccines,59322
2021.11.B_26-08-2022,Московская область,75_90_days,40-49,CoviVac,1225
2021.11.B_26-08-2022,Московская область,75_90_days,40-49,EpiVacCorona,704
2021.11.B_26-08-2022,Московская область,75_90_days,40-49,SputnikLite,3164
2021.11.B_26-08-2022,Московская область,75_90_days,40-49,SputnikV,54229
2021.11.B_26-08-2022,Московская область,75_90_days,50-59,AllVaccines,45944
2021.11.B_26-08-2022,Московская область,75_90_days,50-59,CoviVac,1109
2021.11.B_26-08-2022,Московская область,75_90_days,50-59,EpiVacCorona,726
2021.11.B_26-08-2022,Московская область,75_90_days,50-59,SputnikLite,3186
2021.11.B_26-08-2022,Московская область,75_90_days,50-59,SputnikV,40923
2021.11.B_26-08-2022,Московская область,75_90_days,60-69,AllVaccines,34713
2021.11.B_26-08-2022,Московская область,75_90_days,60-69,CoviVac,761
2021.11.B_26-08-2022,Московская область,75_90_days,60-69,EpiVacCorona,780
2021.11.B_26-08-2022,Московская область,75_90_days,60-69,SputnikLite,3563
2021.11.B_26-08-2022,Московская область,75_90_days,60-69,SputnikV,29609
2021.11.B_26-08-2022,Московская область,75_90_days,70-79,AllVaccines,12078
2021.11.B_26-08-2022,Московская область,75_90_days,70-79,CoviVac,232
2021.11.B_26-08-2022,Московская область,75_90_days,70-79,EpiVacCorona,296
2021.11.B_26-08-2022,Московская область,75_90_days,70-79,SputnikLite,2086
2021.11.B_26-08-2022,Московская область,75_90_days,70-79,SputnikV,9464
2021.11.B_26-08-2022,Московская область,75_90_days,80+,AllVaccines,4022
2021.11.B_26-08-2022,Московская область,75_90_days,80+,CoviVac,45
2021.11.B_26-08-2022,Московская область,75_90_days,80+,EpiVacCorona,150
2021.11.B_26-08-2022,Московская область,75_90_days,80+,SputnikLite,573
2021.11.B_26-08-2022,Московская область,75_90_days,80+,SputnikV,3254
2021.11.B_26-08-2022,Московская область,90_105_days,18+,AllVaccines,525530
2021.11.B_26-08-2022,Московская область,90_105_days,18+,CoviVac,3627
2021.11.B_26-08-2022,Московская область,90_105_days,18+,EpiVacCorona,1393
2021.11.B_26-08-2022,Московская область,90_105_days,18+,SputnikLite,8287
2021.11.B_26-08-2022,Московская область,90_105_days,18+,SputnikV,512223
2021.11.B_26-08-2022,Московская область,90_105_days,20-29,AllVaccines,90468
2021.11.B_26-08-2022,Московская область,90_105_days,20-29,CoviVac,458
2021.11.B_26-08-2022,Московская область,90_105_days,20-29,EpiVacCorona,140
2021.11.B_26-08-2022,Московская область,90_105_days,20-29,SputnikLite,1005
2021.11.B_26-08-2022,Московская область,90_105_days,20-29,SputnikV,88865
2021.11.B_26-08-2022,Московская область,90_105_days,30-39,AllVaccines,150957
2021.11.B_26-08-2022,Московская область,90_105_days,30-39,CoviVac,852
2021.11.B_26-08-2022,Московская область,90_105_days,30-39,EpiVacCorona,299
2021.11.B_26-08-2022,Московская область,90_105_days,30-39,SputnikLite,1536
2021.11.B_26-08-2022,Московская область,90_105_days,30-39,SputnikV,148270
2021.11.B_26-08-2022,Московская область,90_105_days,40-49,AllVaccines,125133
2021.11.B_26-08-2022,Московская область,90_105_days,40-49,CoviVac,891
2021.11.B_26-08-2022,Московская область,90_105_days,40-49,EpiVacCorona,271
2021.11.B_26-08-2022,Московская область,90_105_days,40-49,SputnikLite,1635
2021.11.B_26-08-2022,Московская область,90_105_days,40-49,SputnikV,122336
2021.11.B_26-08-2022,Московская область,90_105_days,50-59,AllVaccines,89151
2021.11.B_26-08-2022,Московская область,90_105_days,50-59,CoviVac,801
2021.11.B_26-08-2022,Московская область,90_105_days,50-59,EpiVacCorona,279
2021.11.B_26-08-2022,Московская область,90_105_days,50-59,SputnikLite,1791
2021.11.B_26-08-2022,Московская область,90_105_days,50-59,SputnikV,86280
2021.11.B_26-08-2022,Московская область,90_105_days,60-69,AllVaccines,52357
2021.11.B_26-08-2022,Московская область,90_105_days,60-69,CoviVac,471
2021.11.B_26-08-2022,Московская область,90_105_days,60-69,EpiVacCorona,247
2021.11.B_26-08-2022,Московская область,90_105_days,60-69,SputnikLite,1476
2021.11.B_26-08-2022,Московская область,90_105_days,60-69,SputnikV,50163
2021.11.B_26-08-2022,Московская область,90_105_days,70-79,AllVaccines,13728
2021.11.B_26-08-2022,Московская область,90_105_days,70-79,CoviVac,125
2021.11.B_26-08-2022,Московская область,90_105_days,70-79,EpiVacCorona,117
2021.11.B_26-08-2022,Московская область,90_105_days,70-79,SputnikLite,647
2021.11.B_26-08-2022,Московская область,90_105_days,70-79,SputnikV,12839
2021.11.B_26-08-2022,Московская область,90_105_days,80+,AllVaccines,3736
2021.11.B_26-08-2022,Московская область,90_105_days,80+,CoviVac,29
2021.11.B_26-08-2022,Московская область,90_105_days,80+,EpiVacCorona,40
2021.11.B_26-08-2022,Московская область,90_105_days,80+,SputnikLite,197
2021.11.B_26-08-2022,Московская область,90_105_days,80+,SputnikV,3470
2021.11.B_26-08-2022,РФ,105_165_days,18+,AllVaccines,15349203
2021.11.B_26-08-2022,РФ,105_165_days,18+,CoviVac,277495
2021.11.B_26-08-2022,РФ,105_165_days,18+,EpiVacCorona,858563
2021.11.B_26-08-2022,РФ,105_165_days,18+,SputnikLite,306514
2021.11.B_26-08-2022,РФ,105_165_days,18+,SputnikV,13906631
2021.11.B_26-08-2022,РФ,105_165_days,20-29,AllVaccines,2048057
2021.11.B_26-08-2022,РФ,105_165_days,20-29,CoviVac,30869
2021.11.B_26-08-2022,РФ,105_165_days,20-29,EpiVacCorona,81050
2021.11.B_26-08-2022,РФ,105_165_days,20-29,SputnikLite,97357
2021.11.B_26-08-2022,РФ,105_165_days,20-29,SputnikV,1838781
2021.11.B_26-08-2022,РФ,105_165_days,30-39,AllVaccines,3615921
2021.11.B_26-08-2022,РФ,105_165_days,30-39,CoviVac,64719
2021.11.B_26-08-2022,РФ,105_165_days,30-39,EpiVacCorona,158905
2021.11.B_26-08-2022,РФ,105_165_days,30-39,SputnikLite,84728
2021.11.B_26-08-2022,РФ,105_165_days,30-39,SputnikV,3307569
2021.11.B_26-08-2022,РФ,105_165_days,40-49,AllVaccines,3439351
2021.11.B_26-08-2022,РФ,105_165_days,40-49,CoviVac,76722
2021.11.B_26-08-2022,РФ,105_165_days,40-49,EpiVacCorona,173214
2021.11.B_26-08-2022,РФ,105_165_days,40-49,SputnikLite,65305
2021.11.B_26-08-2022,РФ,105_165_days,40-49,SputnikV,3124110
2021.11.B_26-08-2022,РФ,105_165_days,50-59,AllVaccines,2815448
2021.11.B_26-08-2022,РФ,105_165_days,50-59,CoviVac,68113
2021.11.B_26-08-2022,РФ,105_165_days,50-59,EpiVacCorona,164879
2021.11.B_26-08-2022,РФ,105_165_days,50-59,SputnikLite,41907
2021.11.B_26-08-2022,РФ,105_165_days,50-59,SputnikV,2540549
2021.11.B_26-08-2022,РФ,105_165_days,60-69,AllVaccines,2235330
2021.11.B_26-08-2022,РФ,105_165_days,60-69,CoviVac,26901
2021.11.B_26-08-2022,РФ,105_165_days,60-69,EpiVacCorona,165704
2021.11.B_26-08-2022,РФ,105_165_days,60-69,SputnikLite,12189
2021.11.B_26-08-2022,РФ,105_165_days,60-69,SputnikV,2030536
2021.11.B_26-08-2022,РФ,105_165_days,70-79,AllVaccines,864855
2021.11.B_26-08-2022,РФ,105_165_days,70-79,CoviVac,7762
2021.11.B_26-08-2022,РФ,105_165_days,70-79,EpiVacCorona,79099
2021.11.B_26-08-2022,РФ,105_165_days,70-79,SputnikLite,3981
2021.11.B_26-08-2022,РФ,105_165_days,70-79,SputnikV,774013
2021.11.B_26-08-2022,РФ,105_165_days,80+,AllVaccines,330241
2021.11.B_26-08-2022,РФ,105_165_days,80+,CoviVac,2409
2021.11.B_26-08-2022,РФ,105_165_days,80+,EpiVacCorona,35712
2021.11.B_26-08-2022,РФ,105_165_days,80+,SputnikLite,1047
2021.11.B_26-08-2022,РФ,105_165_days,80+,SputnikV,291073
2021.11.B_26-08-2022,РФ,165_195_days,18+,AllVaccines,4567310
2021.11.B_26-08-2022,РФ,165_195_days,18+,CoviVac,21162
2021.11.B_26-08-2022,РФ,165_195_days,18+,EpiVacCorona,205354
2021.11.B_26-08-2022,РФ,165_195_days,18+,SputnikLite,826
2021.11.B_26-08-2022,РФ,165_195_days,18+,SputnikV,4339968
2021.11.B_26-08-2022,РФ,165_195_days,20-29,AllVaccines,310116
2021.11.B_26-08-2022,РФ,165_195_days,20-29,CoviVac,1575
2021.11.B_26-08-2022,РФ,165_195_days,20-29,EpiVacCorona,11425
2021.11.B_26-08-2022,РФ,165_195_days,20-29,SputnikLite,49
2021.11.B_26-08-2022,РФ,165_195_days,20-29,SputnikV,297067
2021.11.B_26-08-2022,РФ,165_195_days,30-39,AllVaccines,658382
2021.11.B_26-08-2022,РФ,165_195_days,30-39,CoviVac,3824
2021.11.B_26-08-2022,РФ,165_195_days,30-39,EpiVacCorona,26254
2021.11.B_26-08-2022,РФ,165_195_days,30-39,SputnikLite,84
2021.11.B_26-08-2022,РФ,165_195_days,30-39,SputnikV,628220
2021.11.B_26-08-2022,РФ,165_195_days,40-49,AllVaccines,767666
2021.11.B_26-08-2022,РФ,165_195_days,40-49,CoviVac,5123
2021.11.B_26-08-2022,РФ,165_195_days,40-49,EpiVacCorona,33521
2021.11.B_26-08-2022,РФ,165_195_days,40-49,SputnikLite,82
2021.11.B_26-08-2022,РФ,165_195_days,40-49,SputnikV,728940
2021.11.B_26-08-2022,РФ,165_195_days,50-59,AllVaccines,816649
2021.11.B_26-08-2022,РФ,165_195_days,50-59,CoviVac,5396
2021.11.B_26-08-2022,РФ,165_195_days,50-59,EpiVacCorona,38233
2021.11.B_26-08-2022,РФ,165_195_days,50-59,SputnikLite,63
2021.11.B_26-08-2022,РФ,165_195_days,50-59,SputnikV,772957
2021.11.B_26-08-2022,РФ,165_195_days,60-69,AllVaccines,1141913
2021.11.B_26-08-2022,РФ,165_195_days,60-69,CoviVac,3257
2021.11.B_26-08-2022,РФ,165_195_days,60-69,EpiVacCorona,52831
2021.11.B_26-08-2022,РФ,165_195_days,60-69,SputnikLite,138
2021.11.B_26-08-2022,РФ,165_195_days,60-69,SputnikV,1085687
2021.11.B_26-08-2022,РФ,165_195_days,70-79,AllVaccines,611725
2021.11.B_26-08-2022,РФ,165_195_days,70-79,CoviVac,1399
2021.11.B_26-08-2022,РФ,165_195_days,70-79,EpiVacCorona,28794
2021.11.B_26-08-2022,РФ,165_195_days,70-79,SputnikLite,294
2021.11.B_26-08-2022,РФ,165_195_days,70-79,SputnikV,581238
2021.11.B_26-08-2022,РФ,165_195_days,80+,AllVaccines,260859
2021.11.B_26-08-2022,РФ,165_195_days,80+,CoviVac,588
2021.11.B_26-08-2022,РФ,165_195_days,80+,EpiVacCorona,14296
2021.11.B_26-08-2022,РФ,165_195_days,80+,SputnikLite,116
2021.11.B_26-08-2022,РФ,165_195_days,80+,SputnikV,245859
2021.11.B_26-08-2022,РФ,21_45_days,18+,AllVaccines,4238794
2021.11.B_26-08-2022,РФ,21_45_days,18+,CoviVac,40753
2021.11.B_26-08-2022,РФ,21_45_days,18+,EpiVacCorona,31551
2021.11.B_26-08-2022,РФ,21_45_days,18+,SputnikLite,2692426
2021.11.B_26-08-2022,РФ,21_45_days,18+,SputnikV,1474064
2021.11.B_26-08-2022,РФ,21_45_days,20-29,AllVaccines,515731
2021.11.B_26-08-2022,РФ,21_45_days,20-29,CoviVac,4452
2021.11.B_26-08-2022,РФ,21_45_days,20-29,EpiVacCorona,3641
2021.11.B_26-08-2022,РФ,21_45_days,20-29,SputnikLite,294637
2021.11.B_26-08-2022,РФ,21_45_days,20-29,SputnikV,213001
2021.11.B_26-08-2022,РФ,21_45_days,30-39,AllVaccines,831082
2021.11.B_26-08-2022,РФ,21_45_days,30-39,CoviVac,8635
2021.11.B_26-08-2022,РФ,21_45_days,30-39,EpiVacCorona,5558
2021.11.B_26-08-2022,РФ,21_45_days,30-39,SputnikLite,493329
2021.11.B_26-08-2022,РФ,21_45_days,30-39,SputnikV,323560
2021.11.B_26-08-2022,РФ,21_45_days,40-49,AllVaccines,780103
2021.11.B_26-08-2022,РФ,21_45_days,40-49,CoviVac,10051
2021.11.B_26-08-2022,РФ,21_45_days,40-49,EpiVacCorona,5465
2021.11.B_26-08-2022,РФ,21_45_days,40-49,SputnikLite,495622
2021.11.B_26-08-2022,РФ,21_45_days,40-49,SputnikV,268965
2021.11.B_26-08-2022,РФ,21_45_days,50-59,AllVaccines,706272
2021.11.B_26-08-2022,РФ,21_45_days,50-59,CoviVac,9232
2021.11.B_26-08-2022,РФ,21_45_days,50-59,EpiVacCorona,5232
2021.11.B_26-08-2022,РФ,21_45_days,50-59,SputnikLite,470670
2021.11.B_26-08-2022,РФ,21_45_days,50-59,SputnikV,221138
2021.11.B_26-08-2022,РФ,21_45_days,60-69,AllVaccines,835344
2021.11.B_26-08-2022,РФ,21_45_days,60-69,CoviVac,5544
2021.11.B_26-08-2022,РФ,21_45_days,60-69,EpiVacCorona,6345
2021.11.B_26-08-2022,РФ,21_45_days,60-69,SputnikLite,566631
2021.11.B_26-08-2022,РФ,21_45_days,60-69,SputnikV,256824
2021.11.B_26-08-2022,РФ,21_45_days,70-79,AllVaccines,423282
2021.11.B_26-08-2022,РФ,21_45_days,70-79,CoviVac,2215
2021.11.B_26-08-2022,РФ,21_45_days,70-79,EpiVacCorona,3277
2021.11.B_26-08-2022,РФ,21_45_days,70-79,SputnikLite,288219
2021.11.B_26-08-2022,РФ,21_45_days,70-79,SputnikV,129571
2021.11.B_26-08-2022,РФ,21_45_days,80+,AllVaccines,146980
2021.11.B_26-08-2022,РФ,21_45_days,80+,CoviVac,624
2021.11.B_26-08-2022,РФ,21_45_days,80+,EpiVacCorona,2033
2021.11.B_26-08-2022,РФ,21_45_days,80+,SputnikLite,83318
2021.11.B_26-08-2022,РФ,21_45_days,80+,SputnikV,61005
2021.11.B_26-08-2022,РФ,45_75_days,18+,AllVaccines,5239952
2021.11.B_26-08-2022,РФ,45_75_days,18+,CoviVac,72318
2021.11.B_26-08-2022,РФ,45_75_days,18+,EpiVacCorona,85215
2021.11.B_26-08-2022,РФ,45_75_days,18+,SputnikLite,1846933
2021.11.B_26-08-2022,РФ,45_75_days,18+,SputnikV,3235486
2021.11.B_26-08-2022,РФ,45_75_days,20-29,AllVaccines,716009
