data_point,region,age_group,vac_interval_group,vaccine,count_vac_zab,count_vac_hosp,count_vac_severe,count_vac_death
2021.11.B_26-08-2022,Московская область,20-29,75_90_days,CoviVac,8,0,0,0
2021.11.B_26-08-2022,Московская область,20-29,75_90_days,EpiVacCorona,5,0,0,0
2021.11.B_26-08-2022,Московская область,20-29,75_90_days,SputnikLite,8,0,0,0
2021.11.B_26-08-2022,Московская область,20-29,75_90_days,SputnikV,280,14,2,1
2021.11.B_26-08-2022,Московская область,20-29,90_105_days,AllVaccines,593,26,3,2
2021.11.B_26-08-2022,Московская область,20-29,90_105_days,CoviVac,6,2,0,0
2021.11.B_26-08-2022,Московская область,20-29,90_105_days,EpiVacCorona,3,1,0,0
2021.11.B_26-08-2022,Московская область,20-29,90_105_days,SputnikLite,4,0,0,0
2021.11.B_26-08-2022,Московская область,20-29,90_105_days,SputnikV,580,23,3,2
2021.11.B_26-08-2022,Московская область,30-39,105_165_days,AllVaccines,3633,189,27,3
2021.11.B_26-08-2022,Московская область,30-39,105_165_days,CoviVac,62,10,1,0
2021.11.B_26-08-2022,Московская область,30-39,105_165_days,EpiVacCorona,113,3,1,0
2021.11.B_26-08-2022,Московская область,30-39,105_165_days,SputnikLite,2,0,0,0
2021.11.B_26-08-2022,Московская область,30-39,105_165_days,SputnikV,3456,176,25,3
2021.11.B_26-08-2022,Московская область,30-39,165_195_days,AllVaccines,445,25,4,0
2021.11.B_26-08-2022,Московская область,30-39,165_195_days,CoviVac,10,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,165_195_days,EpiVacCorona,10,0,0,0
2021.11.B_26-08-2022,Московская область,30-39,165_195_days,SputnikV,425,24,4,0
2021.11.B_26-08-2022,Московская область,30-39,21_45_days,AllVaccines,245,13,4,1
2021.11.B_26-08-2022,Московская область,30-39,21_45_days,CoviVac,9,0,1,0
2021.11.B_26-08-2022,Московская область,30-39,21_45_days,EpiVacCorona,3,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,21_45_days,SputnikLite,51,4,2,1
2021.11.B_26-08-2022,Московская область,30-39,21_45_days,SputnikV,182,8,1,0
2021.11.B_26-08-2022,Московская область,30-39,45_75_days,AllVaccines,521,33,11,2
2021.11.B_26-08-2022,Московская область,30-39,45_75_days,CoviVac,10,0,0,0
2021.11.B_26-08-2022,Московская область,30-39,45_75_days,EpiVacCorona,9,2,1,0
2021.11.B_26-08-2022,Московская область,30-39,45_75_days,SputnikLite,34,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,45_75_days,SputnikV,468,30,10,2
2021.11.B_26-08-2022,Московская область,30-39,75_90_days,AllVaccines,601,33,5,0
2021.11.B_26-08-2022,Московская область,30-39,75_90_days,CoviVac,30,2,1,0
2021.11.B_26-08-2022,Московская область,30-39,75_90_days,EpiVacCorona,12,2,0,0
2021.11.B_26-08-2022,Московская область,30-39,75_90_days,SputnikLite,12,0,0,0
2021.11.B_26-08-2022,Московская область,30-39,75_90_days,SputnikV,547,29,4,0
2021.11.B_26-08-2022,Московская область,30-39,90_105_days,AllVaccines,1233,66,11,1
2021.11.B_26-08-2022,Московская область,30-39,90_105_days,CoviVac,9,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,90_105_days,EpiVacCorona,3,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,90_105_days,SputnikLite,15,1,0,0
2021.11.B_26-08-2022,Московская область,30-39,90_105_days,SputnikV,1206,63,11,1
2021.11.B_26-08-2022,Московская область,40-49,105_165_days,AllVaccines,3285,309,61,6
2021.11.B_26-08-2022,Московская область,40-49,105_165_days,CoviVac,88,16,1,0
2021.11.B_26-08-2022,Московская область,40-49,105_165_days,EpiVacCorona,106,13,3,0
2021.11.B_26-08-2022,Московская область,40-49,105_165_days,SputnikLite,2,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,105_165_days,SputnikV,3089,280,57,6
2021.11.B_26-08-2022,Московская область,40-49,165_195_days,AllVaccines,523,46,13,2
2021.11.B_26-08-2022,Московская область,40-49,165_195_days,CoviVac,22,4,1,0
2021.11.B_26-08-2022,Московская область,40-49,165_195_days,EpiVacCorona,23,3,0,0
2021.11.B_26-08-2022,Московская область,40-49,165_195_days,SputnikV,478,39,12,2
2021.11.B_26-08-2022,Московская область,40-49,21_45_days,AllVaccines,233,20,4,1
2021.11.B_26-08-2022,Московская область,40-49,21_45_days,CoviVac,6,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,21_45_days,EpiVacCorona,2,1,0,0
2021.11.B_26-08-2022,Московская область,40-49,21_45_days,SputnikLite,71,5,1,0
2021.11.B_26-08-2022,Московская область,40-49,21_45_days,SputnikV,154,14,3,1
2021.11.B_26-08-2022,Московская область,40-49,45_75_days,AllVaccines,498,42,8,3
2021.11.B_26-08-2022,Московская область,40-49,45_75_days,CoviVac,9,1,0,0
2021.11.B_26-08-2022,Московская область,40-49,45_75_days,EpiVacCorona,10,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,45_75_days,SputnikLite,33,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,45_75_days,SputnikV,446,41,8,3
2021.11.B_26-08-2022,Московская область,40-49,75_90_days,AllVaccines,524,46,8,2
2021.11.B_26-08-2022,Московская область,40-49,75_90_days,CoviVac,20,3,0,0
2021.11.B_26-08-2022,Московская область,40-49,75_90_days,EpiVacCorona,8,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,75_90_days,SputnikLite,22,2,0,0
2021.11.B_26-08-2022,Московская область,40-49,75_90_days,SputnikV,474,41,8,2
2021.11.B_26-08-2022,Московская область,40-49,90_105_days,AllVaccines,1049,105,26,3
2021.11.B_26-08-2022,Московская область,40-49,90_105_days,CoviVac,16,1,0,0
2021.11.B_26-08-2022,Московская область,40-49,90_105_days,EpiVacCorona,8,0,0,0
2021.11.B_26-08-2022,Московская область,40-49,90_105_days,SputnikLite,13,1,1,0
2021.11.B_26-08-2022,Московская область,40-49,90_105_days,SputnikV,1012,103,25,3
2021.11.B_26-08-2022,Московская область,50-59,105_165_days,AllVaccines,2613,433,118,28
2021.11.B_26-08-2022,Московская область,50-59,105_165_days,CoviVac,79,17,4,0
2021.11.B_26-08-2022,Московская область,50-59,105_165_days,EpiVacCorona,106,28,3,1
2021.11.B_26-08-2022,Московская область,50-59,105_165_days,SputnikLite,2,0,0,0
2021.11.B_26-08-2022,Московская область,50-59,105_165_days,SputnikV,2426,388,111,27
2021.11.B_26-08-2022,Московская область,50-59,165_195_days,AllVaccines,487,64,17,3
2021.11.B_26-08-2022,Московская область,50-59,165_195_days,CoviVac,25,8,1,0
2021.11.B_26-08-2022,Московская область,50-59,165_195_days,EpiVacCorona,12,4,1,0
2021.11.B_26-08-2022,Московская область,50-59,165_195_days,SputnikV,450,52,15,3
2021.11.B_26-08-2022,Московская область,50-59,21_45_days,AllVaccines,204,31,7,2
2021.11.B_26-08-2022,Московская область,50-59,21_45_days,CoviVac,6,3,0,0
2021.11.B_26-08-2022,Московская область,50-59,21_45_days,EpiVacCorona,3,1,0,0
2021.11.B_26-08-2022,Московская область,50-59,21_45_days,SputnikLite,91,8,2,0
2021.11.B_26-08-2022,Московская область,50-59,21_45_days,SputnikV,104,19,5,2
2021.11.B_26-08-2022,Московская область,50-59,45_75_days,AllVaccines,384,62,22,6
2021.11.B_26-08-2022,Московская область,50-59,45_75_days,CoviVac,12,0,0,0
2021.11.B_26-08-2022,Московская область,50-59,45_75_days,EpiVacCorona,11,3,1,0
2021.11.B_26-08-2022,Московская область,50-59,45_75_days,SputnikLite,50,1,0,0
2021.11.B_26-08-2022,Московская область,50-59,45_75_days,SputnikV,311,58,21,6
2021.11.B_26-08-2022,Московская область,50-59,75_90_days,AllVaccines,426,59,17,3
2021.11.B_26-08-2022,Московская область,50-59,75_90_days,CoviVac,23,0,0,0
2021.11.B_26-08-2022,Московская область,50-59,75_90_days,EpiVacCorona,5,1,0,0
2021.11.B_26-08-2022,Московская область,50-59,75_90_days,SputnikLite,17,1,0,0
2021.11.B_26-08-2022,Московская область,50-59,75_90_days,SputnikV,381,57,17,3
2021.11.B_26-08-2022,Московская область,50-59,90_105_days,AllVaccines,820,146,50,13
2021.11.B_26-08-2022,Московская область,50-59,90_105_days,CoviVac,4,2,0,0
2021.11.B_26-08-2022,Московская область,50-59,90_105_days,EpiVacCorona,4,2,1,0
2021.11.B_26-08-2022,Московская область,50-59,90_105_days,SputnikLite,14,4,0,0
2021.11.B_26-08-2022,Московская область,50-59,90_105_days,SputnikV,798,138,49,13
2021.11.B_26-08-2022,Московская область,60-69,105_165_days,AllVaccines,1697,375,118,32
2021.11.B_26-08-2022,Московская область,60-69,105_165_days,CoviVac,62,10,3,1
2021.11.B_26-08-2022,Московская область,60-69,105_165_days,EpiVacCorona,120,39,12,5
2021.11.B_26-08-2022,Московская область,60-69,105_165_days,SputnikLite,2,1,0,0
2021.11.B_26-08-2022,Московская область,60-69,105_165_days,SputnikV,1513,325,103,26
2021.11.B_26-08-2022,Московская область,60-69,165_195_days,AllVaccines,493,97,24,10
2021.11.B_26-08-2022,Московская область,60-69,165_195_days,CoviVac,20,6,1,0
2021.11.B_26-08-2022,Московская область,60-69,165_195_days,EpiVacCorona,22,2,2,0
2021.11.B_26-08-2022,Московская область,60-69,165_195_days,SputnikV,451,89,21,10
2021.11.B_26-08-2022,Московская область,60-69,21_45_days,AllVaccines,229,43,14,1
2021.11.B_26-08-2022,Московская область,60-69,21_45_days,CoviVac,7,2,0,0
2021.11.B_26-08-2022,Московская область,60-69,21_45_days,EpiVacCorona,4,1,0,0
2021.11.B_26-08-2022,Московская область,60-69,21_45_days,SputnikLite,112,15,3,0
2021.11.B_26-08-2022,Московская область,60-69,21_45_days,SputnikV,106,25,11,1
2021.11.B_26-08-2022,Московская область,60-69,45_75_days,AllVaccines,391,85,33,12
2021.11.B_26-08-2022,Московская область,60-69,45_75_days,CoviVac,17,4,3,3
2021.11.B_26-08-2022,Московская область,60-69,45_75_days,EpiVacCorona,15,5,1,1
2021.11.B_26-08-2022,Московская область,60-69,45_75_days,SputnikLite,71,12,4,2
2021.11.B_26-08-2022,Московская область,60-69,45_75_days,SputnikV,288,64,25,6
2021.11.B_26-08-2022,Московская область,60-69,75_90_days,AllVaccines,374,93,28,5
2021.11.B_26-08-2022,Московская область,60-69,75_90_days,CoviVac,9,2,2,0
2021.11.B_26-08-2022,Московская область,60-69,75_90_days,EpiVacCorona,6,1,0,0
2021.11.B_26-08-2022,Московская область,60-69,75_90_days,SputnikLite,27,5,2,1
2021.11.B_26-08-2022,Московская область,60-69,75_90_days,SputnikV,332,85,24,4
2021.11.B_26-08-2022,Московская область,60-69,90_105_days,AllVaccines,530,121,23,13
2021.11.B_26-08-2022,Московская область,60-69,90_105_days,CoviVac,6,2,1,0
2021.11.B_26-08-2022,Московская область,60-69,90_105_days,EpiVacCorona,1,1,0,0
2021.11.B_26-08-2022,Московская область,60-69,90_105_days,SputnikLite,11,3,0,0
2021.11.B_26-08-2022,Московская область,60-69,90_105_days,SputnikV,512,115,22,13
2021.11.B_26-08-2022,Московская область,70-79,105_165_days,AllVaccines,555,200,75,29
2021.11.B_26-08-2022,Московская область,70-79,105_165_days,CoviVac,20,10,4,1
2021.11.B_26-08-2022,Московская область,70-79,105_165_days,EpiVacCorona,71,33,12,2
2021.11.B_26-08-2022,Московская область,70-79,105_165_days,SputnikLite,1,1,0,0
2021.11.B_26-08-2022,Московская область,70-79,105_165_days,SputnikV,463,156,59,26
2021.11.B_26-08-2022,Московская область,70-79,165_195_days,AllVaccines,351,110,29,12
2021.11.B_26-08-2022,Московская область,70-79,165_195_days,CoviVac,14,7,3,2
2021.11.B_26-08-2022,Московская область,70-79,165_195_days,EpiVacCorona,25,12,4,0
2021.11.B_26-08-2022,Московская область,70-79,165_195_days,SputnikV,312,91,22,10
2021.11.B_26-08-2022,Московская область,70-79,21_45_days,AllVaccines,111,21,6,0
2021.11.B_26-08-2022,Московская область,70-79,21_45_days,CoviVac,2,1,1,0
2021.11.B_26-08-2022,Московская область,70-79,21_45_days,EpiVacCorona,3,1,0,0
2021.11.B_26-08-2022,Московская область,70-79,21_45_days,SputnikLite,70,9,3,0
2021.11.B_26-08-2022,Московская область,70-79,21_45_days,SputnikV,36,10,2,0
2021.11.B_26-08-2022,Московская область,70-79,45_75_days,AllVaccines,146,39,12,5
2021.11.B_26-08-2022,Московская область,70-79,45_75_days,CoviVac,4,2,1,1
2021.11.B_26-08-2022,Московская область,70-79,45_75_days,EpiVacCorona,5,4,1,1
2021.11.B_26-08-2022,Московская область,70-79,45_75_days,SputnikLite,39,10,3,0
2021.11.B_26-08-2022,Московская область,70-79,45_75_days,SputnikV,98,23,7,3
2021.11.B_26-08-2022,Московская область,70-79,75_90_days,AllVaccines,95,27,12,4
2021.11.B_26-08-2022,Московская область,70-79,75_90_days,CoviVac,3,2,0,0
2021.11.B_26-08-2022,Московская область,70-79,75_90_days,EpiVacCorona,8,1,1,1
2021.11.B_26-08-2022,Московская область,70-79,75_90_days,SputnikLite,6,2,2,0
2021.11.B_26-08-2022,Московская область,70-79,75_90_days,SputnikV,78,22,9,3
2021.11.B_26-08-2022,Московская область,70-79,90_105_days,AllVaccines,130,34,11,6
2021.11.B_26-08-2022,Московская область,70-79,90_105_days,CoviVac,2,0,0,0
2021.11.B_26-08-2022,Московская область,70-79,90_105_days,EpiVacCorona,3,1,0,1
2021.11.B_26-08-2022,Московская область,70-79,90_105_days,SputnikLite,6,2,1,0
2021.11.B_26-08-2022,Московская область,70-79,90_105_days,SputnikV,119,31,10,5
2021.11.B_26-08-2022,Московская область,80+,105_165_days,AllVaccines,154,59,22,10
2021.11.B_26-08-2022,Московская область,80+,105_165_days,CoviVac,4,1,0,0
2021.11.B_26-08-2022,Московская область,80+,105_165_days,EpiVacCorona,24,12,3,1
2021.11.B_26-08-2022,Московская область,80+,105_165_days,SputnikV,126,46,19,9
2021.11.B_26-08-2022,Московская область,80+,165_195_days,AllVaccines,112,51,23,13
2021.11.B_26-08-2022,Московская область,80+,165_195_days,CoviVac,4,1,0,1
2021.11.B_26-08-2022,Московская область,80+,165_195_days,EpiVacCorona,9,5,2,2
2021.11.B_26-08-2022,Московская область,80+,165_195_days,SputnikV,99,45,21,10
2021.11.B_26-08-2022,Московская область,80+,21_45_days,AllVaccines,35,14,5,6
2021.11.B_26-08-2022,Московская область,80+,21_45_days,CoviVac,1,0,0,0
2021.11.B_26-08-2022,Московская область,80+,21_45_days,EpiVacCorona,1,1,1,1
2021.11.B_26-08-2022,Московская область,80+,21_45_days,SputnikLite,21,7,3,3
2021.11.B_26-08-2022,Московская область,80+,21_45_days,SputnikV,12,6,1,2
2021.11.B_26-08-2022,Московская область,80+,45_75_days,AllVaccines,45,19,8,4
2021.11.B_26-08-2022,Московская область,80+,45_75_days,EpiVacCorona,1,1,0,1
2021.11.B_26-08-2022,Московская область,80+,45_75_days,SputnikLite,8,3,1,0
2021.11.B_26-08-2022,Московская область,80+,45_75_days,SputnikV,36,15,7,3
2021.11.B_26-08-2022,Московская область,80+,75_90_days,AllVaccines,35,24,10,8
2021.11.B_26-08-2022,Московская область,80+,75_90_days,CoviVac,4,3,3,0
2021.11.B_26-08-2022,Московская область,80+,75_90_days,EpiVacCorona,4,2,0,1
2021.11.B_26-08-2022,Московская область,80+,75_90_days,SputnikLite,3,0,0,0
2021.11.B_26-08-2022,Московская область,80+,75_90_days,SputnikV,24,19,7,7
2021.11.B_26-08-2022,Московская область,80+,90_105_days,AllVaccines,25,11,4,3
2021.11.B_26-08-2022,Московская область,80+,90_105_days,CoviVac,2,1,1,0
2021.11.B_26-08-2022,Московская область,80+,90_105_days,SputnikLite,1,1,0,0
2021.11.B_26-08-2022,Московская область,80+,90_105_days,SputnikV,22,9,3,3
2021.11.B_26-08-2022,РФ,18+,105_165_days,AllVaccines,161840,26461,5017,2242
2021.11.B_26-08-2022,РФ,18+,105_165_days,CoviVac,4927,867,172,54
2021.11.B_26-08-2022,РФ,18+,105_165_days,EpiVacCorona,14651,4466,1117,584
2021.11.B_26-08-2022,РФ,18+,105_165_days,SputnikLite,1052,112,22,2
2021.11.B_26-08-2022,РФ,18+,105_165_days,SputnikV,141210,21016,3706,1602
2021.11.B_26-08-2022,РФ,18+,165_195_days,AllVaccines,57759,12809,2201,1184
2021.11.B_26-08-2022,РФ,18+,165_195_days,CoviVac,430,108,15,8
2021.11.B_26-08-2022,РФ,18+,165_195_days,EpiVacCorona,4315,1768,407,212
2021.11.B_26-08-2022,РФ,18+,165_195_days,SputnikLite,1,0,0,0
2021.11.B_26-08-2022,РФ,18+,165_195_days,SputnikV,53013,10933,1779,964
2021.11.B_26-08-2022,РФ,18+,21_45_days,AllVaccines,32384,5846,954,470
2021.11.B_26-08-2022,РФ,18+,21_45_days,CoviVac,509,105,14,5
2021.11.B_26-08-2022,РФ,18+,21_45_days,EpiVacCorona,385,126,30,17
2021.11.B_26-08-2022,РФ,18+,21_45_days,SputnikLite,22446,3944,575,261
2021.11.B_26-08-2022,РФ,18+,21_45_days,SputnikV,9044,1671,335,187
2021.11.B_26-08-2022,РФ,18+,45_75_days,AllVaccines,46447,7617,1422,698
2021.11.B_26-08-2022,РФ,18+,45_75_days,CoviVac,1115,201,38,13
2021.11.B_26-08-2022,РФ,18+,45_75_days,EpiVacCorona,1402,406,85,50
2021.11.B_26-08-2022,РФ,18+,45_75_days,SputnikLite,15485,2550,448,218
2021.11.B_26-08-2022,РФ,18+,45_75_days,SputnikV,28445,4460,851,417
2021.11.B_26-08-2022,РФ,18+,75_90_days,AllVaccines,43923,6376,1095,475
2021.11.B_26-08-2022,РФ,18+,75_90_days,CoviVac,754,95,20,4
2021.11.B_26-08-2022,РФ,18+,75_90_days,EpiVacCorona,2509,679,130,73
2021.11.B_26-08-2022,РФ,18+,75_90_days,SputnikLite,10390,1446,217,92
2021.11.B_26-08-2022,РФ,18+,75_90_days,SputnikV,30270,4156,728,306
2021.11.B_26-08-2022,РФ,18+,90_105_days,AllVaccines,58443,7483,1212,458
2021.11.B_26-08-2022,РФ,18+,90_105_days,CoviVac,1218,198,23,5
2021.11.B_26-08-2022,РФ,18+,90_105_days,EpiVacCorona,1262,323,59,27
2021.11.B_26-08-2022,РФ,18+,90_105_days,SputnikLite,8056,950,122,42
2021.11.B_26-08-2022,РФ,18+,90_105_days,SputnikV,47907,6012,1008,384
2021.11.B_26-08-2022,РФ,20-29,105_165_days,AllVaccines,15160,778,49,6
2021.11.B_26-08-2022,РФ,20-29,105_165_days,CoviVac,393,25,1,0
2021.11.B_26-08-2022,РФ,20-29,105_165_days,EpiVacCorona,886,84,7,0
2021.11.B_26-08-2022,РФ,20-29,105_165_days,SputnikLite,116,5,0,0
2021.11.B_26-08-2022,РФ,20-29,105_165_days,SputnikV,13765,664,41,6
2021.11.B_26-08-2022,РФ,20-29,165_195_days,AllVaccines,2525,128,4,0
2021.11.B_26-08-2022,РФ,20-29,165_195_days,CoviVac,22,3,0,0
2021.11.B_26-08-2022,РФ,20-29,165_195_days,EpiVacCorona,119,14,1,0
2021.11.B_26-08-2022,РФ,20-29,165_195_days,SputnikV,2384,111,3,0
2021.11.B_26-08-2022,РФ,20-29,21_45_days,AllVaccines,3060,146,8,0
2021.11.B_26-08-2022,РФ,20-29,21_45_days,CoviVac,43,0,0,0
2021.11.B_26-08-2022,РФ,20-29,21_45_days,EpiVacCorona,31,4,2,0
2021.11.B_26-08-2022,РФ,20-29,21_45_days,SputnikLite,1985,87,2,0
2021.11.B_26-08-2022,РФ,20-29,21_45_days,SputnikV,1001,55,4,0
2021.11.B_26-08-2022,РФ,20-29,45_75_days,AllVaccines,5258,266,14,5
2021.11.B_26-08-2022,РФ,20-29,45_75_days,CoviVac,98,9,0,0
2021.11.B_26-08-2022,РФ,20-29,45_75_days,EpiVacCorona,134,17,0,0
2021.11.B_26-08-2022,РФ,20-29,45_75_days,SputnikLite,1488,71,3,1
2021.11.B_26-08-2022,РФ,20-29,45_75_days,SputnikV,3538,169,11,4
2021.11.B_26-08-2022,РФ,20-29,75_90_days,AllVaccines,5656,282,18,4
2021.11.B_26-08-2022,РФ,20-29,75_90_days,CoviVac,72,3,0,0
2021.11.B_26-08-2022,РФ,20-29,75_90_days,EpiVacCorona,226,16,0,0
2021.11.B_26-08-2022,РФ,20-29,75_90_days,SputnikLite,1358,73,5,1
2021.11.B_26-08-2022,РФ,20-29,75_90_days,SputnikV,4000,190,13,3
2021.11.B_26-08-2022,РФ,20-29,90_105_days,AllVaccines,7650,399,31,5
2021.11.B_26-08-2022,РФ,20-29,90_105_days,CoviVac,113,8,1,0
2021.11.B_26-08-2022,РФ,20-29,90_105_days,EpiVacCorona,141,17,1,0
2021.11.B_26-08-2022,РФ,20-29,90_105_days,SputnikLite,1031,56,4,0
2021.11.B_26-08-2022,РФ,20-29,90_105_days,SputnikV,6365,318,25,5
2021.11.B_26-08-2022,РФ,30-39,105_165_days,AllVaccines,36361,2272,223,34
2021.11.B_26-08-2022,РФ,30-39,105_165_days,CoviVac,1031,83,7,1
2021.11.B_26-08-2022,РФ,30-39,105_165_days,EpiVacCorona,2361,270,35,3
2021.11.B_26-08-2022,РФ,30-39,105_165_days,SputnikLite,228,16,1,0
2021.11.B_26-08-2022,РФ,30-39,105_165_days,SputnikV,32741,1903,180,30
2021.11.B_26-08-2022,РФ,30-39,165_195_days,AllVaccines,7276,471,47,9
2021.11.B_26-08-2022,РФ,30-39,165_195_days,CoviVac,59,7,1,0
2021.11.B_26-08-2022,РФ,30-39,165_195_days,EpiVacCorona,433,64,6,2
2021.11.B_26-08-2022,РФ,30-39,165_195_days,SputnikLite,1,0,0,0
2021.11.B_26-08-2022,РФ,30-39,165_195_days,SputnikV,6783,400,40,7
2021.11.B_26-08-2022,РФ,30-39,21_45_days,AllVaccines,6542,445,44,8
2021.11.B_26-08-2022,РФ,30-39,21_45_days,CoviVac,96,4,1,0
2021.11.B_26-08-2022,РФ,30-39,21_45_days,EpiVacCorona,71,14,2,0
2021.11.B_26-08-2022,РФ,30-39,21_45_days,SputnikLite,4322,280,23,7
2021.11.B_26-08-2022,РФ,30-39,21_45_days,SputnikV,2053,147,18,1
2021.11.B_26-08-2022,РФ,30-39,45_75_days,AllVaccines,10084,654,69,6
2021.11.B_26-08-2022,РФ,30-39,45_75_days,CoviVac,249,23,4,0
2021.11.B_26-08-2022,РФ,30-39,45_75_days,EpiVacCorona,249,32,3,0
2021.11.B_26-08-2022,РФ,30-39,45_75_days,SputnikLite,2853,192,20,0
2021.11.B_26-08-2022,РФ,30-39,45_75_days,SputnikV,6733,407,42,6
2021.11.B_26-08-2022,РФ,30-39,75_90_days,AllVaccines,10938,709,58,6
2021.11.B_26-08-2022,РФ,30-39,75_90_days,CoviVac,200,16,1,0
2021.11.B_26-08-2022,РФ,30-39,75_90_days,EpiVacCorona,482,63,5,0
2021.11.B_26-08-2022,РФ,30-39,75_90_days,SputnikLite,2470,154,16,1
2021.11.B_26-08-2022,РФ,30-39,75_90_days,SputnikV,7786,476,36,5
2021.11.B_26-08-2022,РФ,30-39,90_105_days,AllVaccines,15620,910,81,15
2021.11.B_26-08-2022,РФ,30-39,90_105_days,CoviVac,292,26,2,1
2021.11.B_26-08-2022,РФ,30-39,90_105_days,EpiVacCorona,256,40,3,1
2021.11.B_26-08-2022,РФ,30-39,90_105_days,SputnikLite,2207,127,11,5
2021.11.B_26-08-2022,РФ,30-39,90_105_days,SputnikV,12865,717,65,8
2021.11.B_26-08-2022,РФ,40-49,105_165_days,AllVaccines,36721,3655,547,119
