data_point,region,age_group,vac_interval_group,vaccine,count_vac_zab,count_vac_hosp,count_vac_severe,count_vac_death
2021.11_11-11-2022,Московская область,18-59,21_45_days,SputnikV,508,47,9,3
2021.11_11-11-2022,Московская область,18-59,45_75_days,AllVaccines,1678,145,42,11
2021.11_11-11-2022,Московская область,18-59,45_75_days,CoviVac,39,1,0,0
2021.11_11-11-2022,Московская область,18-59,45_75_days,EpiVacCorona,32,3,1,0
2021.11_11-11-2022,Московская область,18-59,45_75_days,SputnikLite,135,2,0,0
2021.11_11-11-2022,Московская область,18-59,45_75_days,SputnikV,1472,139,41,11
2021.11_11-11-2022,Московская область,18-59,75_90_days,AllVaccines,1864,146,32,6
2021.11_11-11-2022,Московская область,18-59,75_90_days,CoviVac,80,5,1,0
2021.11_11-11-2022,Московская область,18-59,75_90_days,EpiVacCorona,29,3,0,0
2021.11_11-11-2022,Московская область,18-59,75_90_days,SputnikLite,61,3,0,0
2021.11_11-11-2022,Московская область,18-59,75_90_days,SputnikV,1694,135,31,6
2021.11_11-11-2022,Московская область,18-59,90_105_days,AllVaccines,3703,340,90,18
2021.11_11-11-2022,Московская область,18-59,90_105_days,CoviVac,36,6,0,0
2021.11_11-11-2022,Московская область,18-59,90_105_days,EpiVacCorona,18,4,1,0
2021.11_11-11-2022,Московская область,18-59,90_105_days,SputnikLite,45,6,1,0
2021.11_11-11-2022,Московская область,18-59,90_105_days,SputnikV,3604,324,88,18
2021.11_11-11-2022,Московская область,60+,105_165_days,AllVaccines,2450,640,217,72
2021.11_11-11-2022,Московская область,60+,105_165_days,CoviVac,90,21,8,2
2021.11_11-11-2022,Московская область,60+,105_165_days,EpiVacCorona,218,85,27,9
2021.11_11-11-2022,Московская область,60+,105_165_days,SputnikLite,3,2,0,0
2021.11_11-11-2022,Московская область,60+,105_165_days,SputnikV,2139,532,182,61
2021.11_11-11-2022,Московская область,60+,165_195_days,AllVaccines,970,262,77,36
2021.11_11-11-2022,Московская область,60+,165_195_days,CoviVac,37,14,4,3
2021.11_11-11-2022,Московская область,60+,165_195_days,EpiVacCorona,56,19,8,2
2021.11_11-11-2022,Московская область,60+,165_195_days,SputnikV,877,229,65,31
2021.11_11-11-2022,Московская область,60+,21_45_days,AllVaccines,377,78,25,7
2021.11_11-11-2022,Московская область,60+,21_45_days,CoviVac,10,3,1,0
2021.11_11-11-2022,Московская область,60+,21_45_days,EpiVacCorona,8,3,1,1
2021.11_11-11-2022,Московская область,60+,21_45_days,SputnikLite,203,31,9,3
2021.11_11-11-2022,Московская область,60+,21_45_days,SputnikV,156,41,14,3
2021.11_11-11-2022,Московская область,60+,45_75_days,AllVaccines,586,147,54,21
2021.11_11-11-2022,Московская область,60+,45_75_days,CoviVac,21,6,4,4
2021.11_11-11-2022,Московская область,60+,45_75_days,EpiVacCorona,23,12,3,3
2021.11_11-11-2022,Московская область,60+,45_75_days,SputnikLite,120,25,8,2
2021.11_11-11-2022,Московская область,60+,45_75_days,SputnikV,422,104,39,12
2021.11_11-11-2022,Московская область,60+,75_90_days,AllVaccines,508,148,49,17
2021.11_11-11-2022,Московская область,60+,75_90_days,CoviVac,16,7,5,0
2021.11_11-11-2022,Московская область,60+,75_90_days,EpiVacCorona,18,4,1,2
2021.11_11-11-2022,Московская область,60+,75_90_days,SputnikLite,35,7,4,1
2021.11_11-11-2022,Московская область,60+,75_90_days,SputnikV,439,130,39,14
2021.11_11-11-2022,Московская область,60+,90_105_days,AllVaccines,697,168,38,23
2021.11_11-11-2022,Московская область,60+,90_105_days,CoviVac,10,3,2,0
2021.11_11-11-2022,Московская область,60+,90_105_days,EpiVacCorona,4,2,0,1
2021.11_11-11-2022,Московская область,60+,90_105_days,SputnikLite,18,6,1,0
2021.11_11-11-2022,Московская область,60+,90_105_days,SputnikV,665,157,35,22
2021.11_11-11-2022,РФ,18+,105_165_days,AllVaccines,162008,26466,5006,2243
2021.11_11-11-2022,РФ,18+,105_165_days,CoviVac,4909,867,171,54
2021.11_11-11-2022,РФ,18+,105_165_days,EpiVacCorona,14615,4473,1112,584
2021.11_11-11-2022,РФ,18+,105_165_days,SputnikLite,1061,112,21,2
2021.11_11-11-2022,РФ,18+,105_165_days,SputnikV,141423,21014,3702,1603
2021.11_11-11-2022,РФ,18+,165_195_days,AllVaccines,57748,12816,2201,1188
2021.11_11-11-2022,РФ,18+,165_195_days,CoviVac,429,109,15,8
2021.11_11-11-2022,РФ,18+,165_195_days,EpiVacCorona,4323,1769,407,213
2021.11_11-11-2022,РФ,18+,165_195_days,SputnikLite,1,0,0,0
2021.11_11-11-2022,РФ,18+,165_195_days,SputnikV,52995,10938,1779,967
2021.11_11-11-2022,РФ,18+,21_45_days,AllVaccines,32623,5850,954,472
2021.11_11-11-2022,РФ,18+,21_45_days,CoviVac,514,104,14,5
2021.11_11-11-2022,РФ,18+,21_45_days,EpiVacCorona,385,126,30,17
2021.11_11-11-2022,РФ,18+,21_45_days,SputnikLite,22599,3944,575,261
2021.11_11-11-2022,РФ,18+,21_45_days,SputnikV,9125,1676,335,189
2021.11_11-11-2022,РФ,18+,45_75_days,AllVaccines,46954,7643,1421,698
2021.11_11-11-2022,РФ,18+,45_75_days,CoviVac,1121,202,38,13
2021.11_11-11-2022,РФ,18+,45_75_days,EpiVacCorona,1413,408,85,50
2021.11_11-11-2022,РФ,18+,45_75_days,SputnikLite,15636,2552,447,218
2021.11_11-11-2022,РФ,18+,45_75_days,SputnikV,28784,4481,851,417
2021.11_11-11-2022,РФ,18+,75_90_days,AllVaccines,44432,6397,1097,475
2021.11_11-11-2022,РФ,18+,75_90_days,CoviVac,755,95,20,4
2021.11_11-11-2022,РФ,18+,75_90_days,EpiVacCorona,2532,680,130,73
2021.11_11-11-2022,РФ,18+,75_90_days,SputnikLite,10545,1454,218,92
2021.11_11-11-2022,РФ,18+,75_90_days,SputnikV,30600,4168,729,306
2021.11_11-11-2022,РФ,18+,90_105_days,AllVaccines,58861,7487,1211,459
2021.11_11-11-2022,РФ,18+,90_105_days,CoviVac,1226,199,23,5
2021.11_11-11-2022,РФ,18+,90_105_days,EpiVacCorona,1271,324,59,27
2021.11_11-11-2022,РФ,18+,90_105_days,SputnikLite,8160,958,123,42
2021.11_11-11-2022,РФ,18+,90_105_days,SputnikV,48204,6006,1006,385
2021.11_11-11-2022,РФ,18-59,105_165_days,AllVaccines,119182,11971,1708,413
2021.11_11-11-2022,РФ,18-59,105_165_days,CoviVac,4060,527,73,10
2021.11_11-11-2022,РФ,18-59,105_165_days,EpiVacCorona,8803,1584,259,60
2021.11_11-11-2022,РФ,18-59,105_165_days,SputnikLite,911,73,11,0
2021.11_11-11-2022,РФ,18-59,105_165_days,SputnikV,105408,9787,1365,343
2021.11_11-11-2022,РФ,18-59,165_195_days,AllVaccines,29437,3153,387,94
2021.11_11-11-2022,РФ,18-59,165_195_days,CoviVac,309,57,5,2
2021.11_11-11-2022,РФ,18-59,165_195_days,EpiVacCorona,1945,460,75,24
2021.11_11-11-2022,РФ,18-59,165_195_days,SputnikLite,1,0,0,0
2021.11_11-11-2022,РФ,18-59,165_195_days,SputnikV,27182,2636,307,68
2021.11_11-11-2022,РФ,18-59,21_45_days,AllVaccines,21915,2480,304,89
2021.11_11-11-2022,РФ,18-59,21_45_days,CoviVac,400,53,6,1
2021.11_11-11-2022,РФ,18-59,21_45_days,EpiVacCorona,219,41,7,2
2021.11_11-11-2022,РФ,18-59,21_45_days,SputnikLite,15003,1676,190,58
2021.11_11-11-2022,РФ,18-59,21_45_days,SputnikV,6293,710,101,28
2021.11_11-11-2022,РФ,18-59,45_75_days,AllVaccines,33778,3466,499,147
2021.11_11-11-2022,РФ,18-59,45_75_days,CoviVac,919,134,18,1
2021.11_11-11-2022,РФ,18-59,45_75_days,EpiVacCorona,917,167,15,4
2021.11_11-11-2022,РФ,18-59,45_75_days,SputnikLite,10433,1061,161,57
2021.11_11-11-2022,РФ,18-59,45_75_days,SputnikV,21509,2104,305,85
2021.11_11-11-2022,РФ,18-59,75_90_days,AllVaccines,35663,3548,463,130
2021.11_11-11-2022,РФ,18-59,75_90_days,CoviVac,657,64,6,1
2021.11_11-11-2022,РФ,18-59,75_90_days,EpiVacCorona,1793,322,42,15
2021.11_11-11-2022,РФ,18-59,75_90_days,SputnikLite,8694,881,105,34
2021.11_11-11-2022,РФ,18-59,75_90_days,SputnikV,24519,2281,310,80
2021.11_11-11-2022,РФ,18-59,90_105_days,AllVaccines,48666,4447,627,159
2021.11_11-11-2022,РФ,18-59,90_105_days,CoviVac,1045,130,13,2
2021.11_11-11-2022,РФ,18-59,90_105_days,EpiVacCorona,965,184,25,5
2021.11_11-11-2022,РФ,18-59,90_105_days,SputnikLite,7207,666,79,27
2021.11_11-11-2022,РФ,18-59,90_105_days,SputnikV,39449,3467,510,125
2021.11_11-11-2022,РФ,60+,105_165_days,AllVaccines,42826,14495,3298,1830
2021.11_11-11-2022,РФ,60+,105_165_days,CoviVac,849,340,98,44
2021.11_11-11-2022,РФ,60+,105_165_days,EpiVacCorona,5812,2889,853,524
2021.11_11-11-2022,РФ,60+,105_165_days,SputnikLite,150,39,10,2
2021.11_11-11-2022,РФ,60+,105_165_days,SputnikV,36015,11227,2337,1260
2021.11_11-11-2022,РФ,60+,165_195_days,AllVaccines,28311,9663,1814,1094
2021.11_11-11-2022,РФ,60+,165_195_days,CoviVac,120,52,10,6
2021.11_11-11-2022,РФ,60+,165_195_days,EpiVacCorona,2378,1309,332,189
2021.11_11-11-2022,РФ,60+,165_195_days,SputnikV,25813,8302,1472,899
2021.11_11-11-2022,РФ,60+,21_45_days,AllVaccines,10708,3370,650,383
2021.11_11-11-2022,РФ,60+,21_45_days,CoviVac,114,51,8,4
2021.11_11-11-2022,РФ,60+,21_45_days,EpiVacCorona,166,85,23,15
2021.11_11-11-2022,РФ,60+,21_45_days,SputnikLite,7596,2268,385,203
2021.11_11-11-2022,РФ,60+,21_45_days,SputnikV,2832,966,234,161
2021.11_11-11-2022,РФ,60+,45_75_days,AllVaccines,13176,4177,922,551
2021.11_11-11-2022,РФ,60+,45_75_days,CoviVac,202,68,20,12
2021.11_11-11-2022,РФ,60+,45_75_days,EpiVacCorona,496,241,70,46
2021.11_11-11-2022,РФ,60+,45_75_days,SputnikLite,5203,1491,286,161
2021.11_11-11-2022,РФ,60+,45_75_days,SputnikV,7275,2377,546,332
2021.11_11-11-2022,РФ,60+,75_90_days,AllVaccines,8769,2849,634,345
2021.11_11-11-2022,РФ,60+,75_90_days,CoviVac,98,31,14,3
2021.11_11-11-2022,РФ,60+,75_90_days,EpiVacCorona,739,358,88,58
2021.11_11-11-2022,РФ,60+,75_90_days,SputnikLite,1851,573,113,58
2021.11_11-11-2022,РФ,60+,75_90_days,SputnikV,6081,1887,419,226
2021.11_11-11-2022,РФ,60+,90_105_days,AllVaccines,10195,3040,584,300
2021.11_11-11-2022,РФ,60+,90_105_days,CoviVac,181,69,10,3
2021.11_11-11-2022,РФ,60+,90_105_days,EpiVacCorona,306,140,34,22
2021.11_11-11-2022,РФ,60+,90_105_days,SputnikLite,953,292,44,15
2021.11_11-11-2022,РФ,60+,90_105_days,SputnikV,8755,2539,496,260
2021.11_11-11-2022,г. Санкт-Петербург,18+,105_165_days,AllVaccines,5527,616,114,54
2021.11_11-11-2022,г. Санкт-Петербург,18+,105_165_days,CoviVac,496,58,10,4
2021.11_11-11-2022,г. Санкт-Петербург,18+,105_165_days,EpiVacCorona,358,120,22,15
2021.11_11-11-2022,г. Санкт-Петербург,18+,105_165_days,SputnikLite,44,7,3,1
2021.11_11-11-2022,г. Санкт-Петербург,18+,105_165_days,SputnikV,4629,431,79,34
2021.11_11-11-2022,г. Санкт-Петербург,18+,165_195_days,AllVaccines,2188,365,77,47
2021.11_11-11-2022,г. Санкт-Петербург,18+,165_195_days,CoviVac,1,0,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,165_195_days,EpiVacCorona,322,128,28,16
2021.11_11-11-2022,г. Санкт-Петербург,18+,165_195_days,SputnikV,1865,237,49,31
2021.11_11-11-2022,г. Санкт-Петербург,18+,21_45_days,AllVaccines,1669,201,31,12
2021.11_11-11-2022,г. Санкт-Петербург,18+,21_45_days,CoviVac,61,5,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,21_45_days,EpiVacCorona,2,1,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,21_45_days,SputnikLite,1172,142,26,10
2021.11_11-11-2022,г. Санкт-Петербург,18+,21_45_days,SputnikV,434,53,5,2
2021.11_11-11-2022,г. Санкт-Петербург,18+,45_75_days,AllVaccines,2195,251,44,19
2021.11_11-11-2022,г. Санкт-Петербург,18+,45_75_days,CoviVac,144,19,2,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,45_75_days,EpiVacCorona,20,7,2,1
2021.11_11-11-2022,г. Санкт-Петербург,18+,45_75_days,SputnikLite,1058,125,23,8
2021.11_11-11-2022,г. Санкт-Петербург,18+,45_75_days,SputnikV,973,100,17,10
2021.11_11-11-2022,г. Санкт-Петербург,18+,75_90_days,AllVaccines,1659,157,26,15
2021.11_11-11-2022,г. Санкт-Петербург,18+,75_90_days,CoviVac,30,2,1,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,75_90_days,EpiVacCorona,11,3,1,1
2021.11_11-11-2022,г. Санкт-Петербург,18+,75_90_days,SputnikLite,649,56,9,4
2021.11_11-11-2022,г. Санкт-Петербург,18+,75_90_days,SputnikV,969,96,15,10
2021.11_11-11-2022,г. Санкт-Петербург,18+,90_105_days,AllVaccines,2747,249,37,13
2021.11_11-11-2022,г. Санкт-Петербург,18+,90_105_days,CoviVac,87,13,1,1
2021.11_11-11-2022,г. Санкт-Петербург,18+,90_105_days,EpiVacCorona,30,6,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18+,90_105_days,SputnikLite,714,59,7,4
2021.11_11-11-2022,г. Санкт-Петербург,18+,90_105_days,SputnikV,1916,171,29,8
2021.11_11-11-2022,г. Санкт-Петербург,18-59,105_165_days,AllVaccines,4211,275,39,11
2021.11_11-11-2022,г. Санкт-Петербург,18-59,105_165_days,CoviVac,440,38,6,2
2021.11_11-11-2022,г. Санкт-Петербург,18-59,105_165_days,EpiVacCorona,190,40,3,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,105_165_days,SputnikLite,40,5,1,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,105_165_days,SputnikV,3541,192,29,8
2021.11_11-11-2022,г. Санкт-Петербург,18-59,165_195_days,AllVaccines,1169,91,6,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,165_195_days,CoviVac,1,0,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,165_195_days,EpiVacCorona,128,31,3,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,165_195_days,SputnikV,1040,60,3,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,21_45_days,AllVaccines,1175,95,10,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,21_45_days,CoviVac,61,5,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,21_45_days,EpiVacCorona,1,0,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,21_45_days,SputnikLite,817,65,8,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,21_45_days,SputnikV,296,25,2,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,45_75_days,AllVaccines,1638,125,18,6
2021.11_11-11-2022,г. Санкт-Петербург,18-59,45_75_days,CoviVac,134,18,2,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,45_75_days,EpiVacCorona,13,2,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,45_75_days,SputnikLite,786,65,13,5
2021.11_11-11-2022,г. Санкт-Петербург,18-59,45_75_days,SputnikV,705,40,3,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,75_90_days,AllVaccines,1350,85,11,4
2021.11_11-11-2022,г. Санкт-Петербург,18-59,75_90_days,CoviVac,30,2,1,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,75_90_days,EpiVacCorona,6,1,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,75_90_days,SputnikLite,572,39,4,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,75_90_days,SputnikV,742,43,6,3
2021.11_11-11-2022,г. Санкт-Петербург,18-59,90_105_days,AllVaccines,2333,172,21,7
2021.11_11-11-2022,г. Санкт-Петербург,18-59,90_105_days,CoviVac,84,11,1,1
2021.11_11-11-2022,г. Санкт-Петербург,18-59,90_105_days,EpiVacCorona,23,5,0,0
2021.11_11-11-2022,г. Санкт-Петербург,18-59,90_105_days,SputnikLite,675,54,7,4
2021.11_11-11-2022,г. Санкт-Петербург,18-59,90_105_days,SputnikV,1551,102,13,2
2021.11_11-11-2022,г. Санкт-Петербург,60+,105_165_days,AllVaccines,1316,341,75,43
2021.11_11-11-2022,г. Санкт-Петербург,60+,105_165_days,CoviVac,56,20,4,2
2021.11_11-11-2022,г. Санкт-Петербург,60+,105_165_days,EpiVacCorona,168,80,19,14
2021.11_11-11-2022,г. Санкт-Петербург,60+,105_165_days,SputnikLite,4,2,2,1
2021.11_11-11-2022,г. Санкт-Петербург,60+,105_165_days,SputnikV,1088,239,50,26
2021.11_11-11-2022,г. Санкт-Петербург,60+,165_195_days,AllVaccines,1019,274,71,46
2021.11_11-11-2022,г. Санкт-Петербург,60+,165_195_days,EpiVacCorona,194,97,25,16
2021.11_11-11-2022,г. Санкт-Петербург,60+,165_195_days,SputnikV,825,177,46,30
2021.11_11-11-2022,г. Санкт-Петербург,60+,21_45_days,AllVaccines,494,106,21,11
2021.11_11-11-2022,г. Санкт-Петербург,60+,21_45_days,EpiVacCorona,1,1,0,0
2021.11_11-11-2022,г. Санкт-Петербург,60+,21_45_days,SputnikLite,355,77,18,9
2021.11_11-11-2022,г. Санкт-Петербург,60+,21_45_days,SputnikV,138,28,3,2
2021.11_11-11-2022,г. Санкт-Петербург,60+,45_75_days,AllVaccines,557,126,26,13
2021.11_11-11-2022,г. Санкт-Петербург,60+,45_75_days,CoviVac,10,1,0,0
2021.11_11-11-2022,г. Санкт-Петербург,60+,45_75_days,EpiVacCorona,7,5,2,1
2021.11_11-11-2022,г. Санкт-Петербург,60+,45_75_days,SputnikLite,272,60,10,3
2021.11_11-11-2022,г. Санкт-Петербург,60+,45_75_days,SputnikV,268,60,14,9
2021.11_11-11-2022,г. Санкт-Петербург,60+,75_90_days,AllVaccines,309,72,15,11
2021.11_11-11-2022,г. Санкт-Петербург,60+,75_90_days,EpiVacCorona,5,2,1,1
2021.11_11-11-2022,г. Санкт-Петербург,60+,75_90_days,SputnikLite,77,17,5,3
2021.11_11-11-2022,г. Санкт-Петербург,60+,75_90_days,SputnikV,227,53,9,7
2021.11_11-11-2022,г. Санкт-Петербург,60+,90_105_days,AllVaccines,414,77,16,6
2021.11_11-11-2022,г. Санкт-Петербург,60+,90_105_days,CoviVac,3,2,0,0
2021.11_11-11-2022,г. Санкт-Петербург,60+,90_105_days,EpiVacCorona,7,1,0,0
2021.11_11-11-2022,г. Санкт-Петербург,60+,90_105_days,SputnikLite,39,5,0,0
2021.11_11-11-2022,г. Санкт-Петербург,60+,90_105_days,SputnikV,365,69,16,6
2021.12_13-10-2022,Московская область,18+,105_165_days,AllVaccines,13996,1467,414,114
2021.12_13-10-2022,Московская область,18+,105_165_days,CoviVac,281,37,7,1
2021.12_13-10-2022,Московская область,18+,105_165_days,EpiVacCorona,322,59,22,7
2021.12_13-10-2022,Московская область,18+,105_165_days,SputnikLite,164,21,4,2
2021.12_13-10-2022,Московская область,18+,105_165_days,SputnikV,13229,1350,381,104
2021.12_13-10-2022,Московская область,18+,165_195_days,AllVaccines,2004,332,103,31
2021.12_13-10-2022,Московская область,18+,165_195_days,CoviVac,120,18,8,3
2021.12_13-10-2022,Московская область,18+,165_195_days,EpiVacCorona,241,69,29,11
2021.12_13-10-2022,Московская область,18+,165_195_days,SputnikV,1643,245,66,17
2021.12_13-10-2022,Московская область,18+,21_45_days,AllVaccines,1742,245,70,28
2021.12_13-10-2022,Московская область,18+,21_45_days,CoviVac,48,8,0,0
2021.12_13-10-2022,Московская область,18+,21_45_days,EpiVacCorona,61,24,6,4
2021.12_13-10-2022,Московская область,18+,21_45_days,SputnikLite,486,60,13,6
2021.12_13-10-2022,Московская область,18+,21_45_days,SputnikV,1147,153,51,18
2021.12_13-10-2022,Московская область,18+,45_75_days,AllVaccines,1375,221,63,26
2021.12_13-10-2022,Московская область,18+,45_75_days,CoviVac,49,10,4,0
2021.12_13-10-2022,Московская область,18+,45_75_days,EpiVacCorona,21,5,5,3
2021.12_13-10-2022,Московская область,18+,45_75_days,SputnikLite,557,83,19,6
2021.12_13-10-2022,Московская область,18+,45_75_days,SputnikV,748,123,35,17
2021.12_13-10-2022,Московская область,18+,75_90_days,AllVaccines,700,81,28,5
2021.12_13-10-2022,Московская область,18+,75_90_days,CoviVac,26,4,1,0
2021.12_13-10-2022,Московская область,18+,75_90_days,EpiVacCorona,14,4,1,0
2021.12_13-10-2022,Московская область,18+,75_90_days,SputnikLite,122,10,2,2
2021.12_13-10-2022,Московская область,18+,75_90_days,SputnikV,538,63,24,3
2021.12_13-10-2022,Московская область,18+,90_105_days,AllVaccines,1084,147,40,16
2021.12_13-10-2022,Московская область,18+,90_105_days,CoviVac,27,3,2,1
2021.12_13-10-2022,Московская область,18+,90_105_days,EpiVacCorona,29,9,1,2
2021.12_13-10-2022,Московская область,18+,90_105_days,SputnikLite,109,14,3,1
2021.12_13-10-2022,Московская область,18+,90_105_days,SputnikV,919,121,34,12
2021.12_13-10-2022,Московская область,18-59,105_165_days,AllVaccines,11637,901,232,37
2021.12_13-10-2022,Московская область,18-59,105_165_days,CoviVac,223,26,2,0
2021.12_13-10-2022,Московская область,18-59,105_165_days,EpiVacCorona,237,23,7,1
2021.12_13-10-2022,Московская область,18-59,105_165_days,SputnikLite,110,11,3,0
2021.12_13-10-2022,Московская область,18-59,105_165_days,SputnikV,11067,841,220,36
2021.12_13-10-2022,Московская область,18-59,165_195_days,AllVaccines,1310,114,31,3
2021.12_13-10-2022,Московская область,18-59,165_195_days,CoviVac,78,7,3,0
2021.12_13-10-2022,Московская область,18-59,165_195_days,EpiVacCorona,106,12,2,0
2021.12_13-10-2022,Московская область,18-59,165_195_days,SputnikV,1126,95,26,3
2021.12_13-10-2022,Московская область,18-59,21_45_days,AllVaccines,1104,89,23,3
2021.12_13-10-2022,Московская область,18-59,21_45_days,CoviVac,36,3,0,0
2021.12_13-10-2022,Московская область,18-59,21_45_days,EpiVacCorona,27,7,2,1
2021.12_13-10-2022,Московская область,18-59,21_45_days,SputnikLite,241,10,1,0
2021.12_13-10-2022,Московская область,18-59,21_45_days,SputnikV,800,69,20,2
2021.12_13-10-2022,Московская область,18-59,45_75_days,AllVaccines,887,86,19,8
2021.12_13-10-2022,Московская область,18-59,45_75_days,CoviVac,36,4,2,0
2021.12_13-10-2022,Московская область,18-59,45_75_days,EpiVacCorona,9,0,0,0
2021.12_13-10-2022,Московская область,18-59,45_75_days,SputnikLite,271,22,1,1
2021.12_13-10-2022,Московская область,18-59,45_75_days,SputnikV,571,60,16,7
2021.12_13-10-2022,Московская область,18-59,75_90_days,AllVaccines,495,41,15,0
2021.12_13-10-2022,Московская область,18-59,75_90_days,CoviVac,18,1,0,0
2021.12_13-10-2022,Московская область,18-59,75_90_days,EpiVacCorona,6,2,1,0
2021.12_13-10-2022,Московская область,18-59,75_90_days,SputnikLite,55,2,0,0
2021.12_13-10-2022,Московская область,18-59,75_90_days,SputnikV,416,36,14,0
2021.12_13-10-2022,Московская область,18-59,90_105_days,AllVaccines,836,82,19,2
2021.12_13-10-2022,Московская область,18-59,90_105_days,CoviVac,18,1,1,0
2021.12_13-10-2022,Московская область,18-59,90_105_days,EpiVacCorona,16,4,0,1
2021.12_13-10-2022,Московская область,18-59,90_105_days,SputnikLite,51,7,1,0
2021.12_13-10-2022,Московская область,18-59,90_105_days,SputnikV,751,70,17,1
