data_point,region,age_group,vac_interval_group,vaccine,count_vac_zab,count_vac_hosp,count_vac_severe,count_vac_death
2021.11_11-11-2022,Архангельская область,18+,21_195_days,AllVaccines,3138,532,49,37
2021.11_11-11-2022,Архангельская область,18+,21_195_days,CoviVac,45,4,0,0
2021.11_11-11-2022,Архангельская область,18+,21_195_days,EpiVacCorona,83,32,3,5
2021.11_11-11-2022,Архангельская область,18+,21_195_days,SputnikLite,622,86,8,3
2021.11_11-11-2022,Архангельская область,18+,21_195_days,SputnikV,2388,410,38,29
2021.11_11-11-2022,Архангельская область,18-59,21_195_days,AllVaccines,2053,186,10,2
2021.11_11-11-2022,Архангельская область,18-59,21_195_days,CoviVac,44,4,0,0
2021.11_11-11-2022,Архангельская область,18-59,21_195_days,EpiVacCorona,56,15,0,0
2021.11_11-11-2022,Архангельская область,18-59,21_195_days,SputnikLite,468,38,4,0
2021.11_11-11-2022,Архангельская область,18-59,21_195_days,SputnikV,1485,129,6,2
2021.11_11-11-2022,Архангельская область,60+,21_195_days,AllVaccines,1085,346,39,35
2021.11_11-11-2022,Архангельская область,60+,21_195_days,CoviVac,1,0,0,0
2021.11_11-11-2022,Архангельская область,60+,21_195_days,EpiVacCorona,27,17,3,5
2021.11_11-11-2022,Архангельская область,60+,21_195_days,SputnikLite,154,48,4,3
2021.11_11-11-2022,Архангельская область,60+,21_195_days,SputnikV,903,281,32,27
2021.11_11-11-2022,Астраханская область,18+,21_195_days,AllVaccines,3082,622,106,50
2021.11_11-11-2022,Астраханская область,18+,21_195_days,CoviVac,39,9,2,0
2021.11_11-11-2022,Астраханская область,18+,21_195_days,EpiVacCorona,99,22,0,0
2021.11_11-11-2022,Астраханская область,18+,21_195_days,SputnikLite,268,53,9,6
2021.11_11-11-2022,Астраханская область,18+,21_195_days,SputnikV,2676,538,95,44
2021.11_11-11-2022,Астраханская область,18-59,21_195_days,AllVaccines,2344,338,41,13
2021.11_11-11-2022,Астраханская область,18-59,21_195_days,CoviVac,28,5,1,0
2021.11_11-11-2022,Астраханская область,18-59,21_195_days,EpiVacCorona,75,11,0,0
2021.11_11-11-2022,Астраханская область,18-59,21_195_days,SputnikLite,206,27,4,2
2021.11_11-11-2022,Астраханская область,18-59,21_195_days,SputnikV,2035,295,36,11
2021.11_11-11-2022,Астраханская область,60+,21_195_days,AllVaccines,738,284,65,37
2021.11_11-11-2022,Астраханская область,60+,21_195_days,CoviVac,11,4,1,0
2021.11_11-11-2022,Астраханская область,60+,21_195_days,EpiVacCorona,24,11,0,0
2021.11_11-11-2022,Астраханская область,60+,21_195_days,SputnikLite,62,26,5,4
2021.11_11-11-2022,Астраханская область,60+,21_195_days,SputnikV,641,243,59,33
2021.11_11-11-2022,Белгородская область,18+,21_195_days,AllVaccines,5647,972,208,100
2021.11_11-11-2022,Белгородская область,18+,21_195_days,CoviVac,55,6,2,0
2021.11_11-11-2022,Белгородская область,18+,21_195_days,EpiVacCorona,287,87,13,5
2021.11_11-11-2022,Белгородская область,18+,21_195_days,SputnikLite,569,87,19,9
2021.11_11-11-2022,Белгородская область,18+,21_195_days,SputnikV,4736,792,174,86
2021.11_11-11-2022,Белгородская область,18-59,21_195_days,AllVaccines,4244,475,79,22
2021.11_11-11-2022,Белгородская область,18-59,21_195_days,CoviVac,45,4,1,0
2021.11_11-11-2022,Белгородская область,18-59,21_195_days,EpiVacCorona,203,39,5,1
2021.11_11-11-2022,Белгородская область,18-59,21_195_days,SputnikLite,371,33,7,2
2021.11_11-11-2022,Белгородская область,18-59,21_195_days,SputnikV,3625,399,66,19
2021.11_11-11-2022,Белгородская область,60+,21_195_days,AllVaccines,1403,497,129,78
2021.11_11-11-2022,Белгородская область,60+,21_195_days,CoviVac,10,2,1,0
2021.11_11-11-2022,Белгородская область,60+,21_195_days,EpiVacCorona,84,48,8,4
2021.11_11-11-2022,Белгородская область,60+,21_195_days,SputnikLite,198,54,12,7
2021.11_11-11-2022,Белгородская область,60+,21_195_days,SputnikV,1111,393,108,67
2021.11_11-11-2022,Брянская область,18+,21_195_days,AllVaccines,2916,377,62,42
2021.11_11-11-2022,Брянская область,18+,21_195_days,CoviVac,35,5,0,0
2021.11_11-11-2022,Брянская область,18+,21_195_days,EpiVacCorona,76,25,6,5
2021.11_11-11-2022,Брянская область,18+,21_195_days,SputnikLite,435,46,7,6
2021.11_11-11-2022,Брянская область,18+,21_195_days,SputnikV,2370,301,49,31
2021.11_11-11-2022,Брянская область,18-59,21_195_days,AllVaccines,2080,147,19,10
2021.11_11-11-2022,Брянская область,18-59,21_195_days,CoviVac,24,4,0,0
2021.11_11-11-2022,Брянская область,18-59,21_195_days,EpiVacCorona,43,9,2,1
2021.11_11-11-2022,Брянская область,18-59,21_195_days,SputnikLite,300,21,3,2
2021.11_11-11-2022,Брянская область,18-59,21_195_days,SputnikV,1713,113,14,7
2021.11_11-11-2022,Брянская область,60+,21_195_days,AllVaccines,836,230,43,32
2021.11_11-11-2022,Брянская область,60+,21_195_days,CoviVac,11,1,0,0
2021.11_11-11-2022,Брянская область,60+,21_195_days,EpiVacCorona,33,16,4,4
2021.11_11-11-2022,Брянская область,60+,21_195_days,SputnikLite,135,25,4,4
2021.11_11-11-2022,Брянская область,60+,21_195_days,SputnikV,657,188,35,24
2021.11_11-11-2022,Владимирская область,18+,21_195_days,AllVaccines,3825,422,89,32
2021.11_11-11-2022,Владимирская область,18+,21_195_days,CoviVac,92,13,7,2
2021.11_11-11-2022,Владимирская область,18+,21_195_days,EpiVacCorona,138,31,11,7
2021.11_11-11-2022,Владимирская область,18+,21_195_days,SputnikLite,960,104,31,8
2021.11_11-11-2022,Владимирская область,18+,21_195_days,SputnikV,2635,274,40,15
2021.11_11-11-2022,Владимирская область,18-59,21_195_days,AllVaccines,2638,162,23,5
2021.11_11-11-2022,Владимирская область,18-59,21_195_days,CoviVac,63,2,1,0
2021.11_11-11-2022,Владимирская область,18-59,21_195_days,EpiVacCorona,91,15,3,1
2021.11_11-11-2022,Владимирская область,18-59,21_195_days,SputnikLite,661,37,9,2
2021.11_11-11-2022,Владимирская область,18-59,21_195_days,SputnikV,1823,108,10,2
2021.11_11-11-2022,Владимирская область,60+,21_195_days,AllVaccines,1187,260,66,27
2021.11_11-11-2022,Владимирская область,60+,21_195_days,CoviVac,29,11,6,2
2021.11_11-11-2022,Владимирская область,60+,21_195_days,EpiVacCorona,47,16,8,6
2021.11_11-11-2022,Владимирская область,60+,21_195_days,SputnikLite,299,67,22,6
2021.11_11-11-2022,Владимирская область,60+,21_195_days,SputnikV,812,166,30,13
2021.11_11-11-2022,Волгоградская область,18+,21_195_days,AllVaccines,7795,1802,354,101
2021.11_11-11-2022,Волгоградская область,18+,21_195_days,CoviVac,193,50,10,1
2021.11_11-11-2022,Волгоградская область,18+,21_195_days,EpiVacCorona,321,116,30,11
2021.11_11-11-2022,Волгоградская область,18+,21_195_days,SputnikLite,1137,277,65,15
2021.11_11-11-2022,Волгоградская область,18+,21_195_days,SputnikV,6144,1359,249,74
2021.11_11-11-2022,Волгоградская область,18-59,21_195_days,AllVaccines,5749,907,147,18
2021.11_11-11-2022,Волгоградская область,18-59,21_195_days,CoviVac,158,30,6,0
2021.11_11-11-2022,Волгоградская область,18-59,21_195_days,EpiVacCorona,218,55,11,1
2021.11_11-11-2022,Волгоградская область,18-59,21_195_days,SputnikLite,812,141,27,6
2021.11_11-11-2022,Волгоградская область,18-59,21_195_days,SputnikV,4561,681,103,11
2021.11_11-11-2022,Волгоградская область,60+,21_195_days,AllVaccines,2046,895,207,83
2021.11_11-11-2022,Волгоградская область,60+,21_195_days,CoviVac,35,20,4,1
2021.11_11-11-2022,Волгоградская область,60+,21_195_days,EpiVacCorona,103,61,19,10
2021.11_11-11-2022,Волгоградская область,60+,21_195_days,SputnikLite,325,136,38,9
2021.11_11-11-2022,Волгоградская область,60+,21_195_days,SputnikV,1583,678,146,63
2021.11_11-11-2022,Вологодская область,18+,21_195_days,AllVaccines,3899,500,82,42
2021.11_11-11-2022,Вологодская область,18+,21_195_days,CoviVac,26,4,0,0
2021.11_11-11-2022,Вологодская область,18+,21_195_days,EpiVacCorona,210,74,18,8
2021.11_11-11-2022,Вологодская область,18+,21_195_days,SputnikLite,1104,148,22,11
2021.11_11-11-2022,Вологодская область,18+,21_195_days,SputnikV,2559,274,42,23
2021.11_11-11-2022,Вологодская область,18-59,21_195_days,AllVaccines,2570,163,20,6
2021.11_11-11-2022,Вологодская область,18-59,21_195_days,CoviVac,17,2,0,0
2021.11_11-11-2022,Вологодская область,18-59,21_195_days,EpiVacCorona,62,12,4,1
2021.11_11-11-2022,Вологодская область,18-59,21_195_days,SputnikLite,820,71,10,3
2021.11_11-11-2022,Вологодская область,18-59,21_195_days,SputnikV,1671,78,6,2
2021.11_11-11-2022,Вологодская область,60+,21_195_days,AllVaccines,1329,337,62,36
2021.11_11-11-2022,Вологодская область,60+,21_195_days,CoviVac,9,2,0,0
2021.11_11-11-2022,Вологодская область,60+,21_195_days,EpiVacCorona,148,62,14,7
2021.11_11-11-2022,Вологодская область,60+,21_195_days,SputnikLite,284,77,12,8
2021.11_11-11-2022,Вологодская область,60+,21_195_days,SputnikV,888,196,36,21
2021.11_11-11-2022,Воронежская область,18+,21_195_days,AllVaccines,7883,1476,229,96
2021.11_11-11-2022,Воронежская область,18+,21_195_days,CoviVac,151,38,6,6
2021.11_11-11-2022,Воронежская область,18+,21_195_days,EpiVacCorona,400,137,23,12
2021.11_11-11-2022,Воронежская область,18+,21_195_days,SputnikLite,1552,273,38,10
2021.11_11-11-2022,Воронежская область,18+,21_195_days,SputnikV,5780,1028,162,68
2021.11_11-11-2022,Воронежская область,18-59,21_195_days,AllVaccines,5651,652,91,14
2021.11_11-11-2022,Воронежская область,18-59,21_195_days,CoviVac,109,16,1,1
2021.11_11-11-2022,Воронежская область,18-59,21_195_days,EpiVacCorona,237,43,6,1
2021.11_11-11-2022,Воронежская область,18-59,21_195_days,SputnikLite,1099,134,22,4
2021.11_11-11-2022,Воронежская область,18-59,21_195_days,SputnikV,4206,459,62,8
2021.11_11-11-2022,Воронежская область,60+,21_195_days,AllVaccines,2232,824,138,82
2021.11_11-11-2022,Воронежская область,60+,21_195_days,CoviVac,42,22,5,5
2021.11_11-11-2022,Воронежская область,60+,21_195_days,EpiVacCorona,163,94,17,11
2021.11_11-11-2022,Воронежская область,60+,21_195_days,SputnikLite,453,139,16,6
2021.11_11-11-2022,Воронежская область,60+,21_195_days,SputnikV,1574,569,100,60
2021.11_11-11-2022,Еврейская автономная область,18+,21_195_days,AllVaccines,340,92,9,5
2021.11_11-11-2022,Еврейская автономная область,18+,21_195_days,CoviVac,11,0,0,0
2021.11_11-11-2022,Еврейская автономная область,18+,21_195_days,EpiVacCorona,127,55,9,5
2021.11_11-11-2022,Еврейская автономная область,18+,21_195_days,SputnikLite,27,2,0,0
2021.11_11-11-2022,Еврейская автономная область,18+,21_195_days,SputnikV,175,35,0,0
2021.11_11-11-2022,Еврейская автономная область,18-59,21_195_days,AllVaccines,228,38,3,1
2021.11_11-11-2022,Еврейская автономная область,18-59,21_195_days,CoviVac,10,0,0,0
2021.11_11-11-2022,Еврейская автономная область,18-59,21_195_days,EpiVacCorona,67,23,3,1
2021.11_11-11-2022,Еврейская автономная область,18-59,21_195_days,SputnikLite,24,1,0,0
2021.11_11-11-2022,Еврейская автономная область,18-59,21_195_days,SputnikV,127,14,0,0
2021.11_11-11-2022,Еврейская автономная область,60+,21_195_days,AllVaccines,112,54,6,4
2021.11_11-11-2022,Еврейская автономная область,60+,21_195_days,CoviVac,1,0,0,0
2021.11_11-11-2022,Еврейская автономная область,60+,21_195_days,EpiVacCorona,60,32,6,4
2021.11_11-11-2022,Еврейская автономная область,60+,21_195_days,SputnikLite,3,1,0,0
2021.11_11-11-2022,Еврейская автономная область,60+,21_195_days,SputnikV,48,21,0,0
2021.11_11-11-2022,Забайкальский край,18+,21_195_days,AllVaccines,4698,886,56,20
2021.11_11-11-2022,Забайкальский край,18+,21_195_days,CoviVac,68,12,3,1
2021.11_11-11-2022,Забайкальский край,18+,21_195_days,EpiVacCorona,83,29,1,1
2021.11_11-11-2022,Забайкальский край,18+,21_195_days,SputnikLite,914,145,8,2
2021.11_11-11-2022,Забайкальский край,18+,21_195_days,SputnikV,3633,700,44,16
2021.11_11-11-2022,Забайкальский край,18-59,21_195_days,AllVaccines,3362,351,14,2
2021.11_11-11-2022,Забайкальский край,18-59,21_195_days,CoviVac,60,7,0,0
2021.11_11-11-2022,Забайкальский край,18-59,21_195_days,EpiVacCorona,61,15,0,0
2021.11_11-11-2022,Забайкальский край,18-59,21_195_days,SputnikLite,716,77,4,0
2021.11_11-11-2022,Забайкальский край,18-59,21_195_days,SputnikV,2525,252,10,2
2021.11_11-11-2022,Забайкальский край,60+,21_195_days,AllVaccines,1336,535,42,18
2021.11_11-11-2022,Забайкальский край,60+,21_195_days,CoviVac,8,5,3,1
2021.11_11-11-2022,Забайкальский край,60+,21_195_days,EpiVacCorona,22,14,1,1
2021.11_11-11-2022,Забайкальский край,60+,21_195_days,SputnikLite,198,68,4,2
2021.11_11-11-2022,Забайкальский край,60+,21_195_days,SputnikV,1108,448,34,14
2021.11_11-11-2022,Ивановская область,18+,21_195_days,AllVaccines,3330,506,75,40
2021.11_11-11-2022,Ивановская область,18+,21_195_days,CoviVac,72,11,3,1
2021.11_11-11-2022,Ивановская область,18+,21_195_days,EpiVacCorona,70,26,6,4
2021.11_11-11-2022,Ивановская область,18+,21_195_days,SputnikLite,400,74,7,4
2021.11_11-11-2022,Ивановская область,18+,21_195_days,SputnikV,2788,395,59,31
2021.11_11-11-2022,Ивановская область,18-59,21_195_days,AllVaccines,2466,240,34,12
2021.11_11-11-2022,Ивановская область,18-59,21_195_days,CoviVac,63,6,2,0
2021.11_11-11-2022,Ивановская область,18-59,21_195_days,EpiVacCorona,39,10,3,3
2021.11_11-11-2022,Ивановская область,18-59,21_195_days,SputnikLite,258,34,3,2
2021.11_11-11-2022,Ивановская область,18-59,21_195_days,SputnikV,2106,190,26,7
2021.11_11-11-2022,Ивановская область,60+,21_195_days,AllVaccines,864,266,41,28
2021.11_11-11-2022,Ивановская область,60+,21_195_days,CoviVac,9,5,1,1
2021.11_11-11-2022,Ивановская область,60+,21_195_days,EpiVacCorona,31,16,3,1
2021.11_11-11-2022,Ивановская область,60+,21_195_days,SputnikLite,142,40,4,2
2021.11_11-11-2022,Ивановская область,60+,21_195_days,SputnikV,682,205,33,24
2021.11_11-11-2022,Иркутская область,18+,21_195_days,AllVaccines,10558,1744,220,104
2021.11_11-11-2022,Иркутская область,18+,21_195_days,CoviVac,131,31,2,0
2021.11_11-11-2022,Иркутская область,18+,21_195_days,EpiVacCorona,830,296,46,25
2021.11_11-11-2022,Иркутская область,18+,21_195_days,SputnikLite,997,156,22,8
2021.11_11-11-2022,Иркутская область,18+,21_195_days,SputnikV,8600,1261,150,71
2021.11_11-11-2022,Иркутская область,18-59,21_195_days,AllVaccines,7176,581,63,17
2021.11_11-11-2022,Иркутская область,18-59,21_195_days,CoviVac,99,15,1,0
2021.11_11-11-2022,Иркутская область,18-59,21_195_days,EpiVacCorona,485,92,11,5
2021.11_11-11-2022,Иркутская область,18-59,21_195_days,SputnikLite,592,50,5,1
2021.11_11-11-2022,Иркутская область,18-59,21_195_days,SputnikV,6000,424,46,11
2021.11_11-11-2022,Иркутская область,60+,21_195_days,AllVaccines,3382,1163,157,87
2021.11_11-11-2022,Иркутская область,60+,21_195_days,CoviVac,32,16,1,0
2021.11_11-11-2022,Иркутская область,60+,21_195_days,EpiVacCorona,345,204,35,20
2021.11_11-11-2022,Иркутская область,60+,21_195_days,SputnikLite,405,106,17,7
2021.11_11-11-2022,Иркутская область,60+,21_195_days,SputnikV,2600,837,104,60
2021.11_11-11-2022,Кабардино-Балкарская Республика,18+,21_195_days,AllVaccines,1628,361,92,25
2021.11_11-11-2022,Кабардино-Балкарская Республика,18+,21_195_days,CoviVac,63,11,4,1
2021.11_11-11-2022,Кабардино-Балкарская Республика,18+,21_195_days,EpiVacCorona,80,30,7,4
2021.11_11-11-2022,Кабардино-Балкарская Республика,18+,21_195_days,SputnikLite,301,71,12,7
2021.11_11-11-2022,Кабардино-Балкарская Республика,18+,21_195_days,SputnikV,1184,249,69,13
2021.11_11-11-2022,Кабардино-Балкарская Республика,18-59,21_195_days,AllVaccines,1158,167,30,5
2021.11_11-11-2022,Кабардино-Балкарская Республика,18-59,21_195_days,CoviVac,52,4,1,0
2021.11_11-11-2022,Кабардино-Балкарская Республика,18-59,21_195_days,EpiVacCorona,51,16,2,1
2021.11_11-11-2022,Кабардино-Балкарская Республика,18-59,21_195_days,SputnikLite,221,37,4,3
2021.11_11-11-2022,Кабардино-Балкарская Республика,18-59,21_195_days,SputnikV,834,110,23,1
2021.11_11-11-2022,Кабардино-Балкарская Республика,60+,21_195_days,AllVaccines,470,194,62,20
2021.11_11-11-2022,Кабардино-Балкарская Республика,60+,21_195_days,CoviVac,11,7,3,1
2021.11_11-11-2022,Кабардино-Балкарская Республика,60+,21_195_days,EpiVacCorona,29,14,5,3
2021.11_11-11-2022,Кабардино-Балкарская Республика,60+,21_195_days,SputnikLite,80,34,8,4
2021.11_11-11-2022,Кабардино-Балкарская Республика,60+,21_195_days,SputnikV,350,139,46,12
2021.11_11-11-2022,Калининградская область,18+,21_195_days,AllVaccines,2461,487,49,26
2021.11_11-11-2022,Калининградская область,18+,21_195_days,CoviVac,31,7,0,0
2021.11_11-11-2022,Калининградская область,18+,21_195_days,EpiVacCorona,158,40,6,1
2021.11_11-11-2022,Калининградская область,18+,21_195_days,SputnikLite,483,97,7,4
2021.11_11-11-2022,Калининградская область,18+,21_195_days,SputnikV,1789,343,36,21
2021.11_11-11-2022,Калининградская область,18-59,21_195_days,AllVaccines,1690,206,13,8
2021.11_11-11-2022,Калининградская область,18-59,21_195_days,CoviVac,25,5,0,0
2021.11_11-11-2022,Калининградская область,18-59,21_195_days,EpiVacCorona,121,24,3,0
2021.11_11-11-2022,Калининградская область,18-59,21_195_days,SputnikLite,360,54,3,3
2021.11_11-11-2022,Калининградская область,18-59,21_195_days,SputnikV,1184,123,7,5
2021.11_11-11-2022,Калининградская область,60+,21_195_days,AllVaccines,771,281,36,18
2021.11_11-11-2022,Калининградская область,60+,21_195_days,CoviVac,6,2,0,0
2021.11_11-11-2022,Калининградская область,60+,21_195_days,EpiVacCorona,37,16,3,1
2021.11_11-11-2022,Калининградская область,60+,21_195_days,SputnikLite,123,43,4,1
2021.11_11-11-2022,Калининградская область,60+,21_195_days,SputnikV,605,220,29,16
2021.11_11-11-2022,Калужская область,18+,21_195_days,AllVaccines,2784,433,85,51
2021.11_11-11-2022,Калужская область,18+,21_195_days,CoviVac,52,10,1,0
2021.11_11-11-2022,Калужская область,18+,21_195_days,EpiVacCorona,170,50,17,11
2021.11_11-11-2022,Калужская область,18+,21_195_days,SputnikLite,389,65,13,8
2021.11_11-11-2022,Калужская область,18+,21_195_days,SputnikV,2173,308,54,32
2021.11_11-11-2022,Калужская область,18-59,21_195_days,AllVaccines,1939,186,30,13
2021.11_11-11-2022,Калужская область,18-59,21_195_days,CoviVac,41,6,1,0
2021.11_11-11-2022,Калужская область,18-59,21_195_days,EpiVacCorona,104,19,6,1
2021.11_11-11-2022,Калужская область,18-59,21_195_days,SputnikLite,255,26,2,1
2021.11_11-11-2022,Калужская область,18-59,21_195_days,SputnikV,1539,135,21,11
2021.11_11-11-2022,Калужская область,60+,21_195_days,AllVaccines,845,247,55,38
2021.11_11-11-2022,Калужская область,60+,21_195_days,CoviVac,11,4,0,0
2021.11_11-11-2022,Калужская область,60+,21_195_days,EpiVacCorona,66,31,11,10
2021.11_11-11-2022,Калужская область,60+,21_195_days,SputnikLite,134,39,11,7
2021.11_11-11-2022,Калужская область,60+,21_195_days,SputnikV,634,173,33,21
2021.11_11-11-2022,Камчатский край,18+,21_195_days,AllVaccines,300,43,4,4
2021.11_11-11-2022,Камчатский край,18+,21_195_days,CoviVac,8,4,0,0
2021.11_11-11-2022,Камчатский край,18+,21_195_days,EpiVacCorona,53,14,1,2
2021.11_11-11-2022,Камчатский край,18+,21_195_days,SputnikLite,31,1,1,1
2021.11_11-11-2022,Камчатский край,18+,21_195_days,SputnikV,208,24,2,1
2021.11_11-11-2022,Камчатский край,18-59,21_195_days,AllVaccines,207,22,1,2
2021.11_11-11-2022,Камчатский край,18-59,21_195_days,CoviVac,7,3,0,0
2021.11_11-11-2022,Камчатский край,18-59,21_195_days,EpiVacCorona,35,9,1,2
2021.11_11-11-2022,Камчатский край,18-59,21_195_days,SputnikLite,22,0,0,0
2021.11_11-11-2022,Камчатский край,18-59,21_195_days,SputnikV,143,10,0,0
2021.11_11-11-2022,Камчатский край,60+,21_195_days,AllVaccines,93,21,3,2
2021.11_11-11-2022,Камчатский край,60+,21_195_days,CoviVac,1,1,0,0
2021.11_11-11-2022,Камчатский край,60+,21_195_days,EpiVacCorona,18,5,0,0
2021.11_11-11-2022,Камчатский край,60+,21_195_days,SputnikLite,9,1,1,1
2021.11_11-11-2022,Камчатский край,60+,21_195_days,SputnikV,65,14,2,1
2021.11_11-11-2022,Карачаево-Черкесская Республика,18+,21_195_days,AllVaccines,1725,381,59,25
2021.11_11-11-2022,Карачаево-Черкесская Республика,18+,21_195_days,CoviVac,57,18,4,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,18+,21_195_days,EpiVacCorona,114,25,2,1
2021.11_11-11-2022,Карачаево-Черкесская Республика,18+,21_195_days,SputnikLite,214,39,4,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,18+,21_195_days,SputnikV,1340,299,49,20
2021.11_11-11-2022,Карачаево-Черкесская Республика,18-59,21_195_days,AllVaccines,1265,185,14,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,18-59,21_195_days,CoviVac,33,6,0,0
2021.11_11-11-2022,Карачаево-Черкесская Республика,18-59,21_195_days,EpiVacCorona,97,16,1,0
2021.11_11-11-2022,Карачаево-Черкесская Республика,18-59,21_195_days,SputnikLite,170,20,2,0
2021.11_11-11-2022,Карачаево-Черкесская Республика,18-59,21_195_days,SputnikV,965,143,11,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,60+,21_195_days,AllVaccines,460,196,45,23
2021.11_11-11-2022,Карачаево-Черкесская Республика,60+,21_195_days,CoviVac,24,12,4,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,60+,21_195_days,EpiVacCorona,17,9,1,1
2021.11_11-11-2022,Карачаево-Черкесская Республика,60+,21_195_days,SputnikLite,44,19,2,2
2021.11_11-11-2022,Карачаево-Черкесская Республика,60+,21_195_days,SputnikV,375,156,38,18
2021.11_11-11-2022,Кемеровская область,18+,21_195_days,AllVaccines,6149,1141,139,78
2021.11_11-11-2022,Кемеровская область,18+,21_195_days,CoviVac,104,25,1,0
2021.11_11-11-2022,Кемеровская область,18+,21_195_days,EpiVacCorona,181,65,11,8
2021.11_11-11-2022,Кемеровская область,18+,21_195_days,SputnikLite,236,40,5,5
2021.11_11-11-2022,Кемеровская область,18+,21_195_days,SputnikV,5628,1011,122,65
2021.11_11-11-2022,Кемеровская область,18-59,21_195_days,AllVaccines,4419,506,45,16
2021.11_11-11-2022,Кемеровская область,18-59,21_195_days,CoviVac,89,18,1,0
2021.11_11-11-2022,Кемеровская область,18-59,21_195_days,EpiVacCorona,102,24,3,2
2021.11_11-11-2022,Кемеровская область,18-59,21_195_days,SputnikLite,128,10,0,0
2021.11_11-11-2022,Кемеровская область,18-59,21_195_days,SputnikV,4100,454,41,14
2021.11_11-11-2022,Кемеровская область,60+,21_195_days,AllVaccines,1730,635,94,62
2021.11_11-11-2022,Кемеровская область,60+,21_195_days,CoviVac,15,7,0,0
2021.11_11-11-2022,Кемеровская область,60+,21_195_days,EpiVacCorona,79,41,8,6
2021.11_11-11-2022,Кемеровская область,60+,21_195_days,SputnikLite,108,30,5,5
2021.11_11-11-2022,Кемеровская область,60+,21_195_days,SputnikV,1528,557,81,51
2021.11_11-11-2022,Кировская область,18+,21_195_days,AllVaccines,4391,1335,53,28
2021.11_11-11-2022,Кировская область,18+,21_195_days,CoviVac,55,24,1,1
2021.11_11-11-2022,Кировская область,18+,21_195_days,EpiVacCorona,114,58,6,3
2021.11_11-11-2022,Кировская область,18+,21_195_days,SputnikLite,913,236,10,5
2021.11_11-11-2022,Кировская область,18+,21_195_days,SputnikV,3309,1017,36,19
2021.11_11-11-2022,Кировская область,18-59,21_195_days,AllVaccines,2749,498,15,6
2021.11_11-11-2022,Кировская область,18-59,21_195_days,CoviVac,48,19,1,1
2021.11_11-11-2022,Кировская область,18-59,21_195_days,EpiVacCorona,73,26,1,1
2021.11_11-11-2022,Кировская область,18-59,21_195_days,SputnikLite,654,129,5,3
2021.11_11-11-2022,Кировская область,18-59,21_195_days,SputnikV,1974,324,8,1
2021.11_11-11-2022,Кировская область,60+,21_195_days,AllVaccines,1642,837,38,22
