data_point;region;age_group;vac_interval_group;vaccine;ve_zab;cil_zab;cih_zab;ve_hosp;cil_hosp;cih_hosp;ve_severe;cil_severe;cih_severe;ve_death;cil_death;cih_death
2021.11_11-11-2022;Амурская область;18+;21_195_days;SputnikV;0.42399;0.40114;0.44596;0.70039;0.66959;0.72832;0.77858;0.72978;0.81856;0.86272;0.80372;0.90399
2021.11_11-11-2022;Амурская область;18-59;21_195_days;AllVaccines;0.48972;0.46788;0.51068;0.68419;0.64;0.72296;0.69329;0.58583;0.77287;0.81341;0.58925;0.91524
2021.11_11-11-2022;Амурская область;18-59;21_195_days;CoviVac;-0.0328;-0.3937;0.23464;-0.61624;-2.01156;0.1326;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Амурская область;18-59;21_195_days;EpiVacCorona;-0.0566;-0.32633;0.15828;-0.70639;-1.71768;-0.07141;0.51309;-2.47099;0.9317;NULL;NULL;NULL
2021.11_11-11-2022;Амурская область;18-59;21_195_days;SputnikLite;0.66758;0.63426;0.69786;0.79344;0.71802;0.84869;0.81887;0.61587;0.91459;NULL;NULL;NULL
2021.11_11-11-2022;Амурская область;18-59;21_195_days;SputnikV;0.4496;0.42407;0.47399;0.68576;0.63573;0.72893;0.65527;0.52433;0.75016;0.75215;0.45439;0.88741
2021.11_11-11-2022;Амурская область;60+;21_195_days;AllVaccines;0.34638;0.30007;0.38962;0.60804;0.5604;0.65053;0.73073;0.66547;0.78326;0.81518;0.73925;0.869
2021.11_11-11-2022;Амурская область;60+;21_195_days;CoviVac;-0.03033;-0.77611;0.40229;0.56096;-0.36241;0.85852;0.62325;-1.67779;0.94699;0.32767;-3.78355;0.9055
2021.11_11-11-2022;Амурская область;60+;21_195_days;EpiVacCorona;-0.09449;-0.56763;0.23584;-0.34732;-1.09286;0.13264;-0.38738;-1.78397;0.3086;0.07154;-1.88984;0.7017
2021.11_11-11-2022;Амурская область;60+;21_195_days;SputnikLite;0.49712;0.42101;0.56321;0.69958;0.61612;0.7649;0.77736;0.64906;0.85875;0.87453;0.7192;0.94394
2021.11_11-11-2022;Амурская область;60+;21_195_days;SputnikV;0.30821;0.25341;0.35898;0.59913;0.54305;0.64832;0.742;0.66652;0.8004;0.8173;0.72663;0.87789
2021.11_11-11-2022;Архангельская область;18+;21_195_days;AllVaccines;0.39202;0.36694;0.4161;0.62424;0.58747;0.65773;0.86042;0.81336;0.89562;0.86305;0.80872;0.90195
2021.11_11-11-2022;Архангельская область;18+;21_195_days;CoviVac;-0.29687;-0.73817;0.03238;0.57975;-0.12057;0.84239;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Архангельская область;18+;21_195_days;EpiVacCorona;0.04264;-0.18829;0.22868;-0.34559;-0.90685;0.05047;0.49125;-0.5816;0.83635;-0.10177;-1.65882;0.54345
2021.11_11-11-2022;Архангельская область;18+;21_195_days;SputnikLite;0.45709;0.41119;0.4994;0.72635;0.66076;0.77925;0.89734;0.79382;0.94888;0.94998;0.84436;0.98392
2021.11_11-11-2022;Архангельская область;18+;21_195_days;SputnikV;0.38679;0.35862;0.41373;0.61619;0.57403;0.65418;0.85654;0.80099;0.89658;0.85774;0.7931;0.90218
2021.11_11-11-2022;Архангельская область;18-59;21_195_days;AllVaccines;0.38661;0.35511;0.41658;0.6049;0.53695;0.66288;0.81039;0.63621;0.90117;0.89993;0.58438;0.9759
2021.11_11-11-2022;Архангельская область;18-59;21_195_days;CoviVac;-0.52861;-1.0563;-0.13633;0.01201;-1.63849;0.63004;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Архангельская область;18-59;21_195_days;EpiVacCorona;0.11577;-0.15037;0.32034;-0.68391;-1.80565;-0.01066;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Архангельская область;18-59;21_195_days;SputnikLite;0.39915;0.3399;0.45308;0.65314;0.51994;0.74938;0.67409;0.11372;0.88015;NULL;NULL;NULL
2021.11_11-11-2022;Архангельская область;18-59;21_195_days;SputnikV;0.40024;0.3652;0.43335;0.62958;0.55421;0.69221;0.84621;0.64906;0.93261;0.86472;0.43817;0.96743
2021.11_11-11-2022;Архангельская область;60+;21_195_days;AllVaccines;0.39966;0.35712;0.43938;0.6281;0.58258;0.66865;0.86683;0.8157;0.90377;0.85737;0.79885;0.89887
2021.11_11-11-2022;Архангельская область;60+;21_195_days;CoviVac;0.77109;-0.62554;0.96776;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Архангельская область;60+;21_195_days;EpiVacCorona;-0.25291;-0.82975;0.14208;-0.53246;-1.47086;0.04955;0.14089;-1.67207;0.72378;-0.70879;-3.12516;0.29216
2021.11_11-11-2022;Архангельская область;60+;21_195_days;SputnikLite;0.56819;0.49249;0.6326;0.73854;0.6517;0.80373;0.93078;0.81491;0.97412;0.93805;0.8072;0.98009
2021.11_11-11-2022;Архангельская область;60+;21_195_days;SputnikV;0.3662;0.31787;0.41111;0.61686;0.56538;0.66225;0.86139;0.80202;0.90296;0.86043;0.79423;0.90534
2021.11_11-11-2022;Астраханская область;18+;21_195_days;AllVaccines;0.13757;0.09915;0.17436;0.46751;0.41712;0.51355;0.63834;0.55371;0.70692;0.75158;0.66554;0.81548
2021.11_11-11-2022;Астраханская область;18+;21_195_days;CoviVac;-0.78581;-1.44674;-0.30341;-0.26079;-1.42683;0.345;-0.11663;-3.4776;0.72153;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;18+;21_195_days;EpiVacCorona;-0.11299;-0.35756;0.08752;0.24333;-0.15192;0.50296;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;18+;21_195_days;SputnikLite;0.35284;0.26856;0.42741;0.60845;0.4856;0.70197;0.73501;0.48761;0.86296;0.74275;0.42324;0.88526
2021.11_11-11-2022;Астраханская область;18+;21_195_days;SputnikV;0.12225;0.0812;0.16147;0.46012;0.40596;0.50935;0.62006;0.52656;0.6951;0.74375;0.64905;0.8129
2021.11_11-11-2022;Астраханская область;18-59;21_195_days;AllVaccines;0.06578;0.01557;0.11344;0.25717;0.15228;0.34907;0.42477;0.1722;0.60028;0.53701;0.13269;0.75285
2021.11_11-11-2022;Астраханская область;18-59;21_195_days;CoviVac;-0.88414;-1.73288;-0.29899;-0.85529;-3.47283;0.23045;-1.36877;-15.98265;0.6696;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;18-59;21_195_days;EpiVacCorona;-0.23238;-0.54912;0.0196;0.00331;-0.80897;0.45085;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;18-59;21_195_days;SputnikLite;0.23792;0.12293;0.33784;0.44922;0.19042;0.62528;0.47909;-0.41538;0.80829;0.33885;-1.73798;0.84035
2021.11_11-11-2022;Астраханская область;18-59;21_195_days;SputnikV;0.05919;0.00631;0.10925;0.24795;0.13649;0.34502;0.41412;0.14203;0.59992;0.54557;0.11271;0.76726
2021.11_11-11-2022;Астраханская область;60+;21_195_days;AllVaccines;0.19353;0.12414;0.25741;0.42408;0.34513;0.49352;0.55638;0.42297;0.65895;0.66878;0.53371;0.76473
2021.11_11-11-2022;Астраханская область;60+;21_195_days;CoviVac;-0.76127;-2.18464;0.02593;-0.1885;-2.17147;0.55461;1e-05;-6.11716;0.8595;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;60+;21_195_days;EpiVacCorona;0.03931;-0.43616;0.35736;0.1829;-0.47915;0.54863;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Астраханская область;60+;21_195_days;SputnikLite;0.5384;0.40604;0.64127;0.64079;0.47038;0.75636;0.76751;0.43824;0.90378;0.75604;0.34564;0.90905
2021.11_11-11-2022;Астраханская область;60+;21_195_days;SputnikV;0.14482;0.06693;0.21621;0.39839;0.31001;0.47545;0.5084;0.35336;0.62626;0.63935;0.48309;0.74837
2021.11_11-11-2022;Белгородская область;18+;21_195_days;AllVaccines;0.30512;0.28071;0.32871;0.58084;0.54783;0.61145;0.70708;0.65764;0.74939;0.82124;0.77855;0.8557
2021.11_11-11-2022;Белгородская область;18+;21_195_days;CoviVac;0.01248;-0.28748;0.24256;0.62247;0.15872;0.83058;0.58904;-0.64668;0.89744;NULL;NULL;NULL
2021.11_11-11-2022;Белгородская область;18+;21_195_days;EpiVacCorona;0.13693;0.02895;0.23291;0.08315;-0.13605;0.26005;0.5526;0.22535;0.74161;0.78157;0.47299;0.90947
2021.11_11-11-2022;Белгородская область;18+;21_195_days;SputnikLite;0.4817;0.43559;0.52404;0.72228;0.65588;0.77586;0.80193;0.68746;0.87448;0.8809;0.76981;0.93838
2021.11_11-11-2022;Белгородская область;18+;21_195_days;SputnikV;0.28681;0.26038;0.31229;0.58204;0.54653;0.61476;0.70013;0.64557;0.74629;0.81186;0.76362;0.85026
2021.11_11-11-2022;Белгородская область;18-59;21_195_days;AllVaccines;0.21879;0.18477;0.25139;0.40953;0.33468;0.47596;0.50179;0.3391;0.62444;0.73336;0.56719;0.83573
2021.11_11-11-2022;Белгородская область;18-59;21_195_days;CoviVac;-0.13992;-0.52911;0.15022;0.31573;-0.82891;0.74398;0.13214;-5.20966;0.87871;NULL;NULL;NULL
2021.11_11-11-2022;Белгородская область;18-59;21_195_days;EpiVacCorona;0.10738;-0.02761;0.22465;-0.15809;-0.60044;0.16199;0.24677;-0.84186;0.69197;0.71048;-1.08694;0.95983
2021.11_11-11-2022;Белгородская область;18-59;21_195_days;SputnikLite;0.38973;0.32139;0.45118;0.63341;0.47974;0.7417;0.60551;0.15513;0.8158;0.78338;0.11505;0.94698
2021.11_11-11-2022;Белгородская область;18-59;21_195_days;SputnikV;0.20466;0.16855;0.2392;0.40881;0.32966;0.4786;0.50389;0.33095;0.63212;0.72552;0.54196;0.83551
2021.11_11-11-2022;Белгородская область;60+;21_195_days;AllVaccines;0.41696;0.37934;0.45229;0.55257;0.50486;0.59568;0.66928;0.59914;0.72715;0.76464;0.7007;0.81491
2021.11_11-11-2022;Белгородская область;60+;21_195_days;CoviVac;0.25923;-0.37805;0.6018;0.67905;-0.28445;0.9198;0.54301;-2.25019;0.93574;NULL;NULL;NULL
2021.11_11-11-2022;Белгородская область;60+;21_195_days;EpiVacCorona;0.08334;-0.13832;0.26183;-0.13474;-0.51248;0.14865;0.46142;-0.08255;0.73205;0.68305;0.15187;0.88155
2021.11_11-11-2022;Белгородская область;60+;21_195_days;SputnikLite;0.59835;0.5364;0.65201;0.7627;0.6887;0.81911;0.84983;0.73388;0.91525;0.89689;0.78248;0.95113
2021.11_11-11-2022;Белгородская область;60+;21_195_days;SputnikV;0.38559;0.34234;0.426;0.52917;0.47392;0.57862;0.63154;0.54686;0.70039;0.73096;0.65226;0.79184
2021.11_11-11-2022;Брянская область;18+;21_195_days;AllVaccines;0.34999;0.32238;0.37648;0.66331;0.6246;0.69803;0.77483;0.70736;0.82674;0.82821;0.76467;0.87459
2021.11_11-11-2022;Брянская область;18+;21_195_days;CoviVac;-0.11316;-0.55134;0.20125;0.36288;-0.53215;0.73506;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Брянская область;18+;21_195_days;EpiVacCorona;-0.64481;-1.06136;-0.31244;-1.16772;-2.21482;-0.46167;-1.11563;-3.72891;0.0535;-0.98558;-3.79099;0.17709
2021.11_11-11-2022;Брянская область;18+;21_195_days;SputnikLite;0.4612;0.40682;0.51059;0.77172;0.69437;0.8295;0.85874;0.70234;0.93296;0.86363;0.69503;0.93902
2021.11_11-11-2022;Брянская область;18+;21_195_days;SputnikV;0.34187;0.31151;0.37089;0.66512;0.6224;0.70301;0.77831;0.7032;0.83441;0.84204;0.773;0.89009
2021.11_11-11-2022;Брянская область;18-59;21_195_days;AllVaccines;0.33565;0.30166;0.36798;0.63871;0.56906;0.6971;0.67015;0.46322;0.7973;0.74873;0.51418;0.87004
2021.11_11-11-2022;Брянская область;18-59;21_195_days;CoviVac;-0.03071;-0.53899;0.3097;-0.32189;-2.53093;0.50512;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Брянская область;18-59;21_195_days;EpiVacCorona;-0.54517;-1.08569;-0.14473;-1.48862;-3.80099;-0.28999;-2.90638;-14.81657;0.0352;-1.82699;-19.32856;0.60687
2021.11_11-11-2022;Брянская область;18-59;21_195_days;SputnikLite;0.43024;0.36018;0.49262;0.6931;0.52659;0.80104;0.69031;0.02495;0.90164;0.70117;-0.21667;0.92661
2021.11_11-11-2022;Брянская область;18-59;21_195_days;SputnikV;0.32909;0.29207;0.36417;0.65944;0.58515;0.72043;0.70196;0.48023;0.8291;0.78431;0.53223;0.90055
2021.11_11-11-2022;Брянская область;60+;21_195_days;AllVaccines;0.36847;0.31872;0.41459;0.62619;0.57066;0.67455;0.76578;0.67986;0.82865;0.81357;0.73302;0.86981
2021.11_11-11-2022;Брянская область;60+;21_195_days;CoviVac;-0.41636;-1.56003;0.21639;0.72298;-0.96784;0.961;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Брянская область;60+;21_195_days;EpiVacCorona;-0.77282;-1.49789;-0.25822;-0.84928;-2.02622;-0.13007;-0.54942;-3.14585;0.42094;-0.65727;-3.43566;0.3808
2021.11_11-11-2022;Брянская область;60+;21_195_days;SputnikLite;0.51758;0.427;0.59384;0.8078;0.71465;0.87054;0.89693;0.72423;0.96148;0.88976;0.70495;0.95881
2021.11_11-11-2022;Брянская область;60+;21_195_days;SputnikV;0.35433;0.29798;0.40616;0.6025;0.53753;0.65835;0.75199;0.65029;0.82411;0.8181;0.72561;0.87941
2021.11_11-11-2022;Владимирская область;18+;21_195_days;AllVaccines;0.33821;0.31453;0.36107;0.64954;0.61226;0.68323;0.74727;0.68611;0.79652;0.85652;0.79536;0.8994
2021.11_11-11-2022;Владимирская область;18+;21_195_days;CoviVac;-0.18621;-0.45597;0.03357;0.19544;-0.38702;0.5333;-0.48129;-2.11515;0.29563;0.33171;-1.67778;0.83322
2021.11_11-11-2022;Владимирская область;18+;21_195_days;EpiVacCorona;-0.49901;-0.77242;-0.26778;-0.61633;-1.30195;-0.13492;-0.96105;-2.55246;-0.08255;-0.97054;-3.15015;0.06437
2021.11_11-11-2022;Владимирская область;18+;21_195_days;SputnikLite;0.36692;0.32436;0.4068;0.6708;0.59989;0.72914;0.66448;0.52034;0.7653;0.86328;0.72543;0.93192
2021.11_11-11-2022;Владимирская область;18+;21_195_days;SputnikV;0.35634;0.32933;0.38226;0.67873;0.63667;0.71592;0.83964;0.78004;0.88308;0.90504;0.84156;0.94309
2021.11_11-11-2022;Владимирская область;18-59;21_195_days;AllVaccines;0.30286;0.27241;0.33204;0.56322;0.48443;0.62997;0.69653;0.53312;0.80275;0.76854;0.42331;0.9071
2021.11_11-11-2022;Владимирская область;18-59;21_195_days;CoviVac;-0.08996;-0.39629;0.14917;0.64698;-0.41346;0.91183;0.13621;-5.16117;0.8789;NULL;NULL;NULL
2021.11_11-11-2022;Владимирская область;18-59;21_195_days;EpiVacCorona;-0.56353;-0.92189;-0.27199;-1.6294;-3.37782;-0.57927;-1.57351;-7.04481;0.17674;-2.0097;-20.72242;0.583
2021.11_11-11-2022;Владимирская область;18-59;21_195_days;SputnikLite;0.32638;0.27128;0.37732;0.61531;0.46595;0.7229;0.54208;0.10746;0.76506;0.64297;-0.46119;0.91276
2021.11_11-11-2022;Владимирская область;18-59;21_195_days;SputnikV;0.32148;0.28685;0.35444;0.58989;0.4999;0.66369;0.81417;0.64948;0.90148;0.8696;0.46634;0.96814
2021.11_11-11-2022;Владимирская область;60+;21_195_days;AllVaccines;0.39404;0.35523;0.43051;0.66096;0.61471;0.70165;0.73848;0.66387;0.79653;0.85206;0.7824;0.89943
2021.11_11-11-2022;Владимирская область;60+;21_195_days;CoviVac;-0.6294;-1.34671;-0.13135;-0.57872;-1.8545;0.12687;-1.61665;-4.84177;-0.17205;-0.20606;-3.83379;0.69908
2021.11_11-11-2022;Владимирская область;60+;21_195_days;EpiVacCorona;-0.39453;-0.85805;-0.04665;-0.21265;-0.98259;0.25829;-0.84241;-2.6968;0.08178;-0.9107;-3.27057;0.14513
2021.11_11-11-2022;Владимирская область;60+;21_195_days;SputnikLite;0.43355;0.36385;0.49561;0.67577;0.5867;0.74564;0.67649;0.50588;0.7882;0.878;0.72732;0.94542
2021.11_11-11-2022;Владимирская область;60+;21_195_days;SputnikV;0.41139;0.36673;0.4529;0.69263;0.6403;0.73734;0.83121;0.75698;0.88276;0.89886;0.82476;0.94163
2021.11_11-11-2022;Волгоградская область;18+;21_195_days;AllVaccines;0.07159;0.04537;0.0971;0.45378;0.42382;0.48219;0.62605;0.58022;0.66687;0.75708;0.70057;0.80293
2021.11_11-11-2022;Волгоградская область;18+;21_195_days;CoviVac;-0.35314;-0.55973;-0.17392;0.10783;-0.17866;0.32469;0.37816;-0.15805;0.66609;0.85842;-0.00653;0.98009
2021.11_11-11-2022;Волгоградская область;18+;21_195_days;EpiVacCorona;-0.43671;-0.60486;-0.28618;-0.32133;-0.58818;-0.09932;-0.19089;-0.70922;0.17025;0.00582;-0.80387;0.45207
2021.11_11-11-2022;Волгоградская область;18+;21_195_days;SputnikLite;0.22373;0.17531;0.26931;0.5187;0.45691;0.57346;0.6064;0.49551;0.69292;0.7932;0.65504;0.87603
2021.11_11-11-2022;Волгоградская область;18+;21_195_days;SputnikV;0.06417;0.03554;0.09196;0.47319;0.44086;0.50365;0.66362;0.61541;0.70578;0.77239;0.71064;0.82097
2021.11_11-11-2022;Волгоградская область;18-59;21_195_days;AllVaccines;-0.07666;-0.11418;-0.0404;0.22233;0.15677;0.28278;0.2979;0.14456;0.42375;0.48761;0.12184;0.70103
2021.11_11-11-2022;Волгоградская область;18-59;21_195_days;CoviVac;-0.50727;-0.76444;-0.28757;-0.31027;-0.88003;0.08682;-0.45976;-2.2754;0.34942;NULL;NULL;NULL
2021.11_11-11-2022;Волгоградская область;18-59;21_195_days;EpiVacCorona;-0.63221;-0.86745;-0.42661;-0.88533;-1.46632;-0.44121;-1.10044;-2.83399;-0.15072;-0.13806;-7.23826;0.84279
2021.11_11-11-2022;Волгоградская область;18-59;21_195_days;SputnikLite;0.09158;0.0234;0.15499;0.2778;0.14232;0.39188;0.22964;-0.14227;0.48046;-0.0203;-1.37951;0.56251
2021.11_11-11-2022;Волгоградская область;18-59;21_195_days;SputnikV;-0.08403;-0.12457;-0.04496;0.25897;0.18984;0.3222;0.37567;0.2189;0.50097;0.60261;0.2367;0.79311
2021.11_11-11-2022;Волгоградская область;60+;21_195_days;AllVaccines;0.24975;0.21111;0.28648;0.46642;0.42598;0.50402;0.63218;0.57384;0.68253;0.70788;0.63269;0.76768
2021.11_11-11-2022;Волгоградская область;60+;21_195_days;CoviVac;-0.40468;-0.9583;-0.00758;-0.305;-1.02518;0.15907;0.22208;-1.07599;0.7085;0.61479;-1.73891;0.94582
2021.11_11-11-2022;Волгоградская область;60+;21_195_days;EpiVacCorona;-0.20452;-0.46354;0.00866;-0.15979;-0.4937;0.09949;-0.0767;-0.69384;0.31559;-0.12243;-1.09647;0.39906
2021.11_11-11-2022;Волгоградская область;60+;21_195_days;SputnikLite;0.39007;0.31804;0.4545;0.58504;0.50758;0.65032;0.65443;0.52276;0.74977;0.83789;0.68696;0.91605
2021.11_11-11-2022;Волгоградская область;60+;21_195_days;SputnikV;0.24033;0.19705;0.28128;0.47101;0.42585;0.51262;0.66048;0.59694;0.714;0.70982;0.62398;0.77606
2021.11_11-11-2022;Вологодская область;18+;21_195_days;AllVaccines;0.43229;0.41185;0.45202;0.63455;0.59815;0.66766;0.7837;0.7285;0.82767;0.83808;0.77838;0.88169
2021.11_11-11-2022;Вологодская область;18+;21_195_days;CoviVac;0.27307;-0.06801;0.50523;0.43861;-0.49677;0.78944;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Вологодская область;18+;21_195_days;EpiVacCorona;0.0916;-0.04098;0.20729;-0.60685;-1.0239;-0.27574;-0.41061;-1.25054;0.11585;0.08371;-0.84152;0.54408
2021.11_11-11-2022;Вологодская область;18+;21_195_days;SputnikLite;0.51622;0.48569;0.54494;0.67444;0.61597;0.72402;0.82535;0.73323;0.88566;0.87237;0.76817;0.92974
2021.11_11-11-2022;Вологодская область;18+;21_195_days;SputnikV;0.4075;0.38207;0.43189;0.68154;0.63953;0.71866;0.82383;0.75973;0.87082;0.859;0.786;0.90709
2021.11_11-11-2022;Вологодская область;18-59;21_195_days;AllVaccines;0.44051;0.41565;0.46431;0.62602;0.55825;0.68339;0.68427;0.49492;0.80263;0.79528;0.52676;0.91144
2021.11_11-11-2022;Вологодская область;18-59;21_195_days;CoviVac;0.38028;0.0027;0.6149;0.23161;-2.07696;0.80812;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Вологодская область;18-59;21_195_days;EpiVacCorona;0.32122;0.12868;0.47121;-0.38459;-1.44701;0.21656;-2.1756;-7.58482;-0.17468;-0.71585;-11.37421;0.76207
2021.11_11-11-2022;Вологодская область;18-59;21_195_days;SputnikLite;0.53292;0.49842;0.56506;0.57378;0.45741;0.66519;0.58695;0.2147;0.78275;0.73218;0.14685;0.91593
2021.11_11-11-2022;Вологодская область;18-59;21_195_days;SputnikV;0.38546;0.35272;0.41654;0.69768;0.61907;0.76006;0.83999;0.63747;0.92938;0.88472;0.52874;0.9718
2021.11_11-11-2022;Вологодская область;60+;21_195_days;AllVaccines;0.41639;0.37979;0.45084;0.64175;0.59785;0.68085;0.80564;0.74786;0.85018;0.84518;0.78279;0.88965
2021.11_11-11-2022;Вологодская область;60+;21_195_days;CoviVac;-0.1348;-1.18234;0.40991;0.38952;-1.4427;0.84743;NULL;NULL;NULL;NULL;NULL;NULL
2021.11_11-11-2022;Вологодская область;60+;21_195_days;EpiVacCorona;-0.00357;-0.18195;0.14789;-0.01775;-0.31052;0.20961;0.32232;-0.15054;0.60084;0.53515;0.0197;0.77957
2021.11_11-11-2022;Вологодская область;60+;21_195_days;SputnikLite;0.43198;0.35972;0.49607;0.62717;0.53184;0.7031;0.82867;0.69677;0.90319;0.8433;0.68487;0.92208
2021.11_11-11-2022;Вологодская область;60+;21_195_days;SputnikV;0.45247;0.41179;0.49034;0.70744;0.66117;0.74739;0.84154;0.7784;0.8867;0.87319;0.80372;0.91808
2021.11_11-11-2022;Воронежская область;18+;21_195_days;AllVaccines;0.25434;0.23487;0.27332;0.54146;0.51483;0.56662;0.71211;0.6694;0.7493;0.79405;0.74596;0.83303
2021.11_11-11-2022;Воронежская область;18+;21_195_days;CoviVac;0.05887;-0.10449;0.19806;0.22214;-0.07;0.43452;0.50299;-0.10791;0.77704;0.15185;-0.89263;0.61991
2021.11_11-11-2022;Воронежская область;18+;21_195_days;EpiVacCorona;-0.15936;-0.27988;-0.05018;-0.30413;-0.54453;-0.10115;0.11401;-0.3371;0.41293;0.21116;-0.39395;0.5536
2021.11_11-11-2022;Воронежская область;18+;21_195_days;SputnikLite;0.38052;0.34778;0.41162;0.64211;0.59606;0.68292;0.79841;0.72193;0.85386;0.90947;0.8312;0.95145
2021.11_11-11-2022;Воронежская область;18+;21_195_days;SputnikV;0.23556;0.21305;0.25743;0.55347;0.52313;0.58187;0.71524;0.66534;0.7577;0.79603;0.73914;0.84051
2021.11_11-11-2022;Воронежская область;18-59;21_195_days;AllVaccines;0.20631;0.18125;0.23061;0.44613;0.39559;0.49245;0.5283;0.40645;0.62513;0.78583;0.62774;0.87678
2021.11_11-11-2022;Воронежская область;18-59;21_195_days;CoviVac;0.06263;-0.1318;0.22367;0.16778;-0.36083;0.49106;0.68262;-1.25921;0.95541;0.06333;-5.70199;0.86909
