data_point;region;age_group;vac_interval_group;vaccine;ve_zab;cil_zab;cih_zab;ve_hosp;cil_hosp;cih_hosp;ve_severe;cil_severe;cih_severe;ve_death;cil_death;cih_death
2021.12_26-12-2022;Алтайский край;60+;21_195_days;SputnikV;0.38121;0.34102;0.41894;0.61666;0.57533;0.65397;0.74652;0.69129;0.79187;0.85944;0.8037;0.89936
2021.12_26-12-2022;Амурская область;18+;21_195_days;AllVaccines;0.44888;0.42239;0.47416;0.68633;0.65383;0.71578;0.79578;0.74714;0.83506;0.89388;0.8428;0.92836
2021.12_26-12-2022;Амурская область;18+;21_195_days;CoviVac;0.15594;-0.13179;0.37052;0.40313;-0.07956;0.67;0.28623;-0.90802;0.73299;NULL;NULL;NULL
2021.12_26-12-2022;Амурская область;18+;21_195_days;EpiVacCorona;0.11501;-0.07743;0.27307;-0.3181;-0.73598;-0.00081;0.24977;-0.44899;0.61156;0.68556;-0.2628;0.9217
2021.12_26-12-2022;Амурская область;18+;21_195_days;SputnikLite;0.57339;0.53546;0.60822;0.77177;0.72299;0.81197;0.85406;0.77449;0.90555;0.89514;0.78849;0.94802
2021.12_26-12-2022;Амурская область;18+;21_195_days;SputnikV;0.41034;0.37814;0.44088;0.69055;0.65195;0.72487;0.79898;0.73986;0.84467;0.89929;0.83595;0.93818
2021.12_26-12-2022;Амурская область;18-59;21_195_days;AllVaccines;0.43834;0.40604;0.46888;0.6393;0.58171;0.68896;0.65005;0.48788;0.76087;0.42303;-0.29433;0.74281
2021.12_26-12-2022;Амурская область;18-59;21_195_days;CoviVac;0.21164;-0.12921;0.44961;0.19082;-0.80729;0.6377;-0.7421;-6.0544;0.56979;NULL;NULL;NULL
2021.12_26-12-2022;Амурская область;18-59;21_195_days;EpiVacCorona;0.17851;-0.05805;0.36217;-0.58964;-1.40803;-0.04938;-0.33918;-3.2169;0.57471;NULL;NULL;NULL
2021.12_26-12-2022;Амурская область;18-59;21_195_days;SputnikLite;0.58755;0.54186;0.62869;0.76909;0.68475;0.83086;0.71592;0.41759;0.86144;0.31696;-1.33072;0.79983
2021.12_26-12-2022;Амурская область;18-59;21_195_days;SputnikV;0.38927;0.35026;0.42594;0.63365;0.56542;0.69117;0.67867;0.49196;0.79676;0.43811;-0.42513;0.77846
2021.12_26-12-2022;Амурская область;60+;21_195_days;AllVaccines;0.42384;0.37085;0.47236;0.62198;0.56816;0.6691;0.76557;0.69522;0.81968;0.89091;0.82446;0.9322
2021.12_26-12-2022;Амурская область;60+;21_195_days;CoviVac;-0.06349;-0.76731;0.36004;0.41943;-0.39727;0.75877;0.40107;-1.4016;0.85063;NULL;NULL;NULL
2021.12_26-12-2022;Амурская область;60+;21_195_days;EpiVacCorona;-0.01428;-0.38691;0.25823;-0.20432;-0.74029;0.16658;0.35738;-0.43745;0.71271;0.65111;-0.4015;0.91315
2021.12_26-12-2022;Амурская область;60+;21_195_days;SputnikLite;0.52411;0.44957;0.58855;0.74151;0.66892;0.79819;0.86869;0.77222;0.9243;0.91774;0.80092;0.96601
2021.12_26-12-2022;Амурская область;60+;21_195_days;SputnikV;0.39704;0.32887;0.45828;0.60006;0.52897;0.66043;0.73259;0.6335;0.80488;0.88593;0.79179;0.9375
2021.12_26-12-2022;Архангельская область;18+;21_195_days;AllVaccines;0.41065;0.38133;0.43858;0.67586;0.63808;0.70969;0.82318;0.76621;0.86627;0.8531;0.79216;0.89617
2021.12_26-12-2022;Архангельская область;18+;21_195_days;CoviVac;-0.05588;-0.45261;0.23249;0.27886;-0.44423;0.63992;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Архангельская область;18+;21_195_days;EpiVacCorona;-0.01765;-0.24129;0.1657;0.03293;-0.39572;0.32993;0.36498;-0.53275;0.73691;0.83419;-0.1803;0.97671
2021.12_26-12-2022;Архангельская область;18+;21_195_days;SputnikLite;0.44534;0.39883;0.48824;0.68374;0.61841;0.73789;0.80272;0.68791;0.87529;0.83733;0.71087;0.90848
2021.12_26-12-2022;Архангельская область;18+;21_195_days;SputnikV;0.41746;0.38314;0.44988;0.70262;0.65895;0.7407;0.84801;0.7814;0.89433;0.85918;0.78343;0.90844
2021.12_26-12-2022;Архангельская область;18-59;21_195_days;AllVaccines;0.3977;0.36047;0.43277;0.66665;0.5984;0.72329;0.7656;0.58725;0.86688;0.75388;0.4506;0.88974
2021.12_26-12-2022;Архангельская область;18-59;21_195_days;CoviVac;0.08897;-0.33991;0.38057;0.1365;-1.30853;0.67701;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Архангельская область;18-59;21_195_days;EpiVacCorona;-0.04701;-0.32425;0.17219;-0.09023;-0.93097;0.38446;-0.2503;-4.08178;0.69238;NULL;NULL;NULL
2021.12_26-12-2022;Архангельская область;18-59;21_195_days;SputnikLite;0.41619;0.35604;0.47072;0.67229;0.55016;0.76126;0.56001;0.09136;0.78695;0.53801;-0.29123;0.83471
2021.12_26-12-2022;Архангельская область;18-59;21_195_days;SputnikV;0.41255;0.36947;0.45268;0.70395;0.62597;0.76567;0.89814;0.72228;0.96264;0.83958;0.48143;0.95037
2021.12_26-12-2022;Архангельская область;60+;21_195_days;AllVaccines;0.41247;0.36158;0.45931;0.63659;0.5833;0.68306;0.81059;0.73865;0.86273;0.84397;0.7704;0.89396
2021.12_26-12-2022;Архангельская область;60+;21_195_days;CoviVac;-1.1661;-2.81992;-0.22829;-0.33802;-2.57072;0.49862;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Архангельская область;60+;21_195_days;EpiVacCorona;-0.03461;-0.50188;0.28729;-0.16405;-0.87872;0.27875;0.355;-1.00867;0.79288;0.74066;-0.84662;0.96358
2021.12_26-12-2022;Архангельская область;60+;21_195_days;SputnikLite;0.48399;0.4056;0.55205;0.65849;0.56879;0.72953;0.84273;0.71363;0.91363;0.86203;0.72173;0.93159
2021.12_26-12-2022;Архангельская область;60+;21_195_days;SputnikV;0.40239;0.34104;0.45803;0.65872;0.59583;0.71183;0.80839;0.71696;0.87029;0.83736;0.74164;0.89761
2021.12_26-12-2022;Астраханская область;18+;21_195_days;AllVaccines;0.05114;-0.00376;0.10304;0.51467;0.45506;0.56777;0.66813;0.56776;0.7452;0.798;0.69014;0.86832
2021.12_26-12-2022;Астраханская область;18+;21_195_days;CoviVac;-0.68144;-1.456;-0.15116;0.15858;-1.0255;0.65046;-0.30303;-4.23517;0.67568;NULL;NULL;NULL
2021.12_26-12-2022;Астраханская область;18+;21_195_days;EpiVacCorona;-0.08579;-0.37843;0.14472;0.0645;-0.4266;0.38654;0.83537;-0.17265;0.97689;0.71609;-1.02734;0.96024
2021.12_26-12-2022;Астраханская область;18+;21_195_days;SputnikLite;0.18478;0.09038;0.26938;0.58157;0.4655;0.67243;0.64265;0.39949;0.78735;0.79458;0.5;0.9156
2021.12_26-12-2022;Астраханская область;18+;21_195_days;SputnikV;0.02762;-0.03341;0.08505;0.51772;0.45121;0.57617;0.67807;0.56533;0.76158;0.80014;0.67499;0.8771
2021.12_26-12-2022;Астраханская область;18-59;21_195_days;AllVaccines;-0.05564;-0.13068;0.01442;0.37621;0.25782;0.47571;0.58571;0.33347;0.74249;0.7073;0.22012;0.89014
2021.12_26-12-2022;Астраханская область;18-59;21_195_days;CoviVac;-0.92081;-1.98486;-0.23608;0.09837;-2.61876;0.77536;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Астраханская область;18-59;21_195_days;EpiVacCorona;-0.06991;-0.43843;0.20419;0.10717;-0.79881;0.55685;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Астраханская область;18-59;21_195_days;SputnikLite;0.06643;-0.06529;0.18186;0.44573;0.20451;0.6138;0.41482;-0.35044;0.74643;NULL;NULL;NULL
2021.12_26-12-2022;Астраханская область;18-59;21_195_days;SputnikV;-0.07616;-0.15788;-0.00021;0.37215;0.24177;0.48012;0.60719;0.33003;0.7697;0.62452;-0.00042;0.85908
2021.12_26-12-2022;Астраханская область;60+;21_195_days;AllVaccines;0.13847;0.04372;0.22383;0.41646;0.31575;0.50235;0.5358;0.36054;0.66302;0.70267;0.52054;0.81562
2021.12_26-12-2022;Астраханская область;60+;21_195_days;CoviVac;-0.38218;-1.90507;0.34239;-0.02418;-2.18271;0.67043;-1.2933;-8.22638;0.42998;NULL;NULL;NULL
2021.12_26-12-2022;Астраханская область;60+;21_195_days;EpiVacCorona;-0.27692;-0.91213;0.14727;-0.28786;-1.18514;0.24097;0.69103;-1.20305;0.95667;0.53129;-2.34963;0.93441
2021.12_26-12-2022;Астраханская область;60+;21_195_days;SputnikLite;0.33801;0.19236;0.4574;0.60758;0.45174;0.71912;0.67049;0.35839;0.83078;0.7223;0.32287;0.88611
2021.12_26-12-2022;Астраханская область;60+;21_195_days;SputnikV;0.08273;-0.03237;0.185;0.37744;0.25308;0.4811;0.49633;0.27405;0.65055;0.699;0.46928;0.82929
2021.12_26-12-2022;Белгородская область;18+;21_195_days;AllVaccines;0.25747;0.22045;0.29272;0.53373;0.4803;0.58166;0.73455;0.65507;0.79572;0.75799;0.67342;0.82066
2021.12_26-12-2022;Белгородская область;18+;21_195_days;CoviVac;-0.23943;-0.69949;0.09609;0.27283;-0.62303;0.67421;0.04141;-2.8568;0.76175;0.41479;-3.177;0.91801
2021.12_26-12-2022;Белгородская область;18+;21_195_days;EpiVacCorona;-0.01985;-0.18876;0.12506;0.00509;-0.34679;0.26503;0.37404;-0.3284;0.70503;0.56326;-0.17626;0.83784
2021.12_26-12-2022;Белгородская область;18+;21_195_days;SputnikLite;0.38074;0.32512;0.43178;0.68513;0.60514;0.74891;0.80258;0.65461;0.88716;0.85166;0.69886;0.92693
2021.12_26-12-2022;Белгородская область;18+;21_195_days;SputnikV;0.2379;0.19652;0.27715;0.51645;0.4551;0.5709;0.73945;0.64838;0.80694;0.7419;0.64009;0.81491
2021.12_26-12-2022;Белгородская область;18-59;21_195_days;AllVaccines;0.1086;0.05116;0.16257;0.19996;0.0397;0.33348;0.50624;0.16465;0.70815;0.54739;-0.00746;0.79666
2021.12_26-12-2022;Белгородская область;18-59;21_195_days;CoviVac;-0.58699;-1.25128;-0.11872;0.19207;-2.25144;0.79924;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Белгородская область;18-59;21_195_days;EpiVacCorona;-0.09018;-0.31662;0.09732;-0.54437;-1.44242;0.02348;0.00318;-3.15401;0.7608;NULL;NULL;NULL
2021.12_26-12-2022;Белгородская область;18-59;21_195_days;SputnikLite;0.20885;0.11741;0.29082;0.41118;0.16175;0.58639;0.57771;-0.19197;0.85039;0.76774;-0.75825;0.96932
2021.12_26-12-2022;Белгородская область;18-59;21_195_days;SputnikV;0.10088;0.03903;0.15875;0.18624;0.01125;0.33026;0.51013;0.13005;0.72416;0.46115;-0.23131;0.76418
2021.12_26-12-2022;Белгородская область;60+;21_195_days;AllVaccines;0.40672;0.35596;0.45348;0.56292;0.49645;0.62061;0.70972;0.60445;0.78698;0.70348;0.58896;0.78609
2021.12_26-12-2022;Белгородская область;60+;21_195_days;CoviVac;0.21551;-0.64822;0.62661;-0.08374;-1.89609;0.59445;-0.9052;-6.67397;0.527;-0.07885;-6.70408;0.84892
2021.12_26-12-2022;Белгородская область;60+;21_195_days;EpiVacCorona;-0.09531;-0.42651;0.15899;-0.11494;-0.67543;0.25805;0.18332;-0.98494;0.66399;0.26007;-0.99472;0.72553
2021.12_26-12-2022;Белгородская область;60+;21_195_days;SputnikLite;0.56413;0.4983;0.62132;0.78067;0.70427;0.83733;0.84912;0.70551;0.9227;0.8671;0.71688;0.93761
2021.12_26-12-2022;Белгородская область;60+;21_195_days;SputnikV;0.35055;0.2867;0.40869;0.48796;0.39948;0.56341;0.67852;0.53883;0.77589;0.64632;0.48849;0.75544
2021.12_26-12-2022;Брянская область;18+;21_195_days;AllVaccines;0.25837;0.21988;0.29497;0.57323;0.52236;0.61867;0.73678;0.65192;0.80096;0.79413;0.71159;0.85304
2021.12_26-12-2022;Брянская область;18+;21_195_days;CoviVac;-0.88593;-1.49884;-0.42335;-0.51447;-1.67285;0.14189;0.47971;-2.70366;0.92691;NULL;NULL;NULL
2021.12_26-12-2022;Брянская область;18+;21_195_days;EpiVacCorona;-0.37104;-0.70325;-0.10363;-0.29997;-0.94575;0.13148;-0.5631;-2.30242;0.26015;-0.30988;-2.16956;0.45866
2021.12_26-12-2022;Брянская область;18+;21_195_days;SputnikLite;0.33737;0.27068;0.39797;0.59587;0.49713;0.67523;0.76479;0.58194;0.86767;0.79304;0.59843;0.89334
2021.12_26-12-2022;Брянская область;18+;21_195_days;SputnikV;0.26458;0.22164;0.30515;0.60368;0.54784;0.65261;0.76749;0.67385;0.83424;0.82306;0.73192;0.88321
2021.12_26-12-2022;Брянская область;18-59;21_195_days;AllVaccines;0.19856;0.14775;0.24634;0.44854;0.33896;0.53996;0.49781;0.15693;0.70087;0.43223;-0.17294;0.72516
2021.12_26-12-2022;Брянская область;18-59;21_195_days;CoviVac;-1.07001;-1.85062;-0.50316;-1.55448;-4.3897;-0.21071;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Брянская область;18-59;21_195_days;EpiVacCorona;-0.52558;-0.98725;-0.17116;-1.19;-2.88576;-0.23427;-3.17233;-12.31586;-0.30734;-7.96278;-28.54386;-1.71905
2021.12_26-12-2022;Брянская область;18-59;21_195_days;SputnikLite;0.28452;0.19313;0.36557;0.50756;0.28724;0.65978;0.49964;-0.3782;0.81834;0.46258;-1.25995;0.8722
2021.12_26-12-2022;Брянская область;18-59;21_195_days;SputnikV;0.20863;0.15307;0.26054;0.49814;0.38159;0.59273;0.58278;0.2232;0.77591;0.62656;0.0303;0.85619
2021.12_26-12-2022;Брянская область;60+;21_195_days;AllVaccines;0.34721;0.28536;0.40372;0.57601;0.50988;0.63321;0.74972;0.64928;0.8214;0.80104;0.70657;0.8651
2021.12_26-12-2022;Брянская область;60+;21_195_days;CoviVac;-0.5918;-1.87926;0.11997;-0.31884;-2.17523;0.45222;0.0904;-5.47809;0.87228;NULL;NULL;NULL
2021.12_26-12-2022;Брянская область;60+;21_195_days;EpiVacCorona;-0.12991;-0.65205;0.2272;0.08465;-0.61704;0.48186;-0.05219;-1.82172;0.60765;0.43242;-1.28072;0.85875
2021.12_26-12-2022;Брянская область;60+;21_195_days;SputnikLite;0.42141;0.32163;0.50651;0.64846;0.53895;0.73196;0.82367;0.64417;0.91262;0.83354;0.6476;0.92137
2021.12_26-12-2022;Брянская область;60+;21_195_days;SputnikV;0.34209;0.26873;0.4081;0.57172;0.49174;0.63911;0.75384;0.62985;0.8363;0.79817;0.67878;0.87319
2021.12_26-12-2022;Владимирская область;18+;21_195_days;AllVaccines;0.32984;0.29774;0.36048;0.64889;0.60506;0.68786;0.72037;0.6442;0.78024;0.81177;0.73124;0.86817
2021.12_26-12-2022;Владимирская область;18+;21_195_days;CoviVac;0.11198;-0.19044;0.33757;0.4829;-0.08612;0.75381;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Владимирская область;18+;21_195_days;EpiVacCorona;-0.19299;-0.4591;0.02459;-0.34906;-0.94659;0.06505;-0.12035;-1.36086;0.46834;0.02057;-1.6235;0.63435
2021.12_26-12-2022;Владимирская область;18+;21_195_days;SputnikLite;0.40301;0.35614;0.44648;0.65921;0.58803;0.71809;0.73022;0.60028;0.81792;0.87301;0.74415;0.93696
2021.12_26-12-2022;Владимирская область;18+;21_195_days;SputnikV;0.31173;0.27161;0.34965;0.68536;0.63271;0.73046;0.74019;0.64453;0.81011;0.80126;0.6915;0.87197
2021.12_26-12-2022;Владимирская область;18-59;21_195_days;AllVaccines;0.27766;0.23487;0.31805;0.52137;0.42148;0.60402;0.39492;0.08246;0.60097;0.52453;-0.02935;0.78038
2021.12_26-12-2022;Владимирская область;18-59;21_195_days;CoviVac;-0.01171;-0.39828;0.26798;-0.29714;-1.89998;0.4198;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Владимирская область;18-59;21_195_days;EpiVacCorona;-0.17126;-0.52105;0.09808;-0.78712;-2.24621;0.01615;-1.82586;-7.92013;0.10478;-1.68314;-18.61747;0.63302
2021.12_26-12-2022;Владимирская область;18-59;21_195_days;SputnikLite;0.32741;0.26222;0.38684;0.51174;0.34031;0.63862;0.56922;0.07158;0.80012;0.8247;-0.28167;0.97602
2021.12_26-12-2022;Владимирская область;18-59;21_195_days;SputnikV;0.27427;0.22241;0.32267;0.59511;0.4807;0.68431;0.36281;-0.04321;0.61081;0.42684;-0.36789;0.75984
2021.12_26-12-2022;Владимирская область;60+;21_195_days;AllVaccines;0.39822;0.34736;0.44511;0.66631;0.61183;0.71314;0.76147;0.67711;0.82379;0.81851;0.72753;0.87912
2021.12_26-12-2022;Владимирская область;60+;21_195_days;CoviVac;0.33158;-0.33784;0.66604;0.82341;-0.2545;0.97514;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Владимирская область;60+;21_195_days;EpiVacCorona;-0.23709;-0.69669;0.09801;-0.20674;-0.92104;0.24196;0.20409;-1.1295;0.70252;0.16429;-1.60425;0.73182
2021.12_26-12-2022;Владимирская область;60+;21_195_days;SputnikLite;0.51412;0.4458;0.57402;0.71332;0.63368;0.77565;0.75871;0.61829;0.84747;0.87555;0.73693;0.94112
2021.12_26-12-2022;Владимирская область;60+;21_195_days;SputnikV;0.34404;0.27499;0.40651;0.66991;0.59749;0.7293;0.7854;0.67384;0.8588;0.80406;0.67132;0.88319
2021.12_26-12-2022;Волгоградская область;18+;21_195_days;AllVaccines;0.00935;-0.03303;0.04999;0.41795;0.37404;0.45879;0.63103;0.57433;0.68018;0.78649;0.71781;0.83845
2021.12_26-12-2022;Волгоградская область;18+;21_195_days;CoviVac;-0.74236;-1.10625;-0.44134;0.07669;-0.34915;0.36812;0.43656;-0.25752;0.74754;NULL;NULL;NULL
2021.12_26-12-2022;Волгоградская область;18+;21_195_days;EpiVacCorona;-0.55397;-0.82042;-0.32652;-0.55701;-0.9621;-0.23555;-0.32893;-1.01029;0.12149;-0.11686;-1.24999;0.44561
2021.12_26-12-2022;Волгоградская область;18+;21_195_days;SputnikLite;0.05049;-0.02398;0.11954;0.50072;0.42131;0.56923;0.67527;0.56191;0.7593;0.91282;0.78931;0.96393
2021.12_26-12-2022;Волгоградская область;18+;21_195_days;SputnikV;0.03454;-0.01125;0.07825;0.43684;0.3886;0.48128;0.65727;0.59518;0.70983;0.77782;0.6963;0.83746
2021.12_26-12-2022;Волгоградская область;18-59;21_195_days;AllVaccines;-0.21136;-0.27717;-0.14894;0.17806;0.07815;0.26713;0.36578;0.18348;0.50738;0.65728;0.30793;0.83029
2021.12_26-12-2022;Волгоградская область;18-59;21_195_days;CoviVac;-1.09875;-1.58911;-0.70126;-0.41969;-1.32998;0.13496;-0.46457;-2.94616;0.45644;NULL;NULL;NULL
2021.12_26-12-2022;Волгоградская область;18-59;21_195_days;EpiVacCorona;-0.68181;-1.05726;-0.37488;-1.02427;-1.90011;-0.41294;-1.15562;-3.37883;-0.06117;NULL;NULL;NULL
2021.12_26-12-2022;Волгоградская область;18-59;21_195_days;SputnikLite;-0.17443;-0.28864;-0.07034;0.35443;0.18338;0.48964;0.55025;0.20984;0.744;0.82801;-0.25541;0.97644
2021.12_26-12-2022;Волгоградская область;18-59;21_195_days;SputnikV;-0.18308;-0.25294;-0.11712;0.18714;0.07831;0.28312;0.38931;0.19053;0.53928;0.59218;0.15161;0.80396
2021.12_26-12-2022;Волгоградская область;60+;21_195_days;AllVaccines;0.22993;0.17129;0.28442;0.3948;0.3334;0.45055;0.60452;0.52752;0.66897;0.72637;0.62868;0.79836
2021.12_26-12-2022;Волгоградская область;60+;21_195_days;CoviVac;-0.54972;-1.4337;0.01318;-0.30165;-1.35479;0.28049;0.42905;-1.2873;0.85748;NULL;NULL;NULL
2021.12_26-12-2022;Волгоградская область;60+;21_195_days;EpiVacCorona;-0.51725;-0.95996;-0.17454;-0.57752;-1.13491;-0.16566;-0.32759;-1.21372;0.20383;-0.52178;-2.06809;0.2452
2021.12_26-12-2022;Волгоградская область;60+;21_195_days;SputnikLite;0.29098;0.19061;0.37891;0.51569;0.41418;0.59961;0.66912;0.52854;0.76779;0.91111;0.76177;0.96683
2021.12_26-12-2022;Волгоградская область;60+;21_195_days;SputnikV;0.25038;0.18396;0.31139;0.40153;0.33063;0.46493;0.62353;0.53463;0.69544;0.70804;0.58645;0.79388
2021.12_26-12-2022;Вологодская область;18+;21_195_days;AllVaccines;0.4229;0.3912;0.45295;0.67566;0.63108;0.71486;0.79737;0.72936;0.84828;0.86603;0.79131;0.914
2021.12_26-12-2022;Вологодская область;18+;21_195_days;CoviVac;0.25368;-0.17094;0.52432;0.71358;-0.14626;0.92843;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Вологодская область;18+;21_195_days;EpiVacCorona;0.18498;-0.10814;0.40056;0.05782;-0.62637;0.45418;-0.45428;-2.25408;0.35007;0.22165;-2.12737;0.80628
2021.12_26-12-2022;Вологодская область;18+;21_195_days;SputnikLite;0.44498;0.3984;0.48795;0.71572;0.64953;0.76942;0.83644;0.73073;0.90065;0.90152;0.77894;0.95613
2021.12_26-12-2022;Вологодская область;18+;21_195_days;SputnikV;0.41732;0.37758;0.45452;0.66585;0.60762;0.71543;0.80359;0.71412;0.86506;0.85863;0.75352;0.91892
2021.12_26-12-2022;Вологодская область;18-59;21_195_days;AllVaccines;0.39979;0.35904;0.43794;0.66632;0.58435;0.73212;0.75313;0.54798;0.86517;0.89835;0.57689;0.97558
2021.12_26-12-2022;Вологодская область;18-59;21_195_days;CoviVac;0.21197;-0.30857;0.52545;0.63108;-1.62421;0.94814;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Вологодская область;18-59;21_195_days;EpiVacCorona;0.1061;-0.34699;0.40679;0.18123;-1.54742;0.73684;-0.59856;-10.481;0.77742;NULL;NULL;NULL
2021.12_26-12-2022;Вологодская область;18-59;21_195_days;SputnikLite;0.40582;0.34751;0.45892;0.63428;0.50216;0.73134;0.75658;0.39996;0.90125;0.87972;0.12136;0.98354
2021.12_26-12-2022;Вологодская область;18-59;21_195_days;SputnikV;0.40522;0.35358;0.45274;0.70257;0.59881;0.77949;0.7776;0.49087;0.90285;0.90842;0.33103;0.98746
2021.12_26-12-2022;Вологодская область;60+;21_195_days;AllVaccines;0.45113;0.39795;0.49961;0.65134;0.59122;0.70261;0.78787;0.70496;0.84748;0.84622;0.75483;0.90354
2021.12_26-12-2022;Вологодская область;60+;21_195_days;CoviVac;0.26016;-0.97307;0.72258;0.6231;-1.6782;0.94696;NULL;NULL;NULL;NULL;NULL;NULL
2021.12_26-12-2022;Вологодская область;60+;21_195_days;EpiVacCorona;0.31622;-0.08743;0.57004;0.2259;-0.443;0.58473;-0.07479;-1.59742;0.55526;0.36028;-1.57205;0.84089
2021.12_26-12-2022;Вологодская область;60+;21_195_days;SputnikLite;0.49221;0.40367;0.5676;0.68311;0.57795;0.76206;0.80245;0.64018;0.89154;0.86639;0.67618;0.94487
2021.12_26-12-2022;Вологодская область;60+;21_195_days;SputnikV;0.43907;0.375;0.49658;0.65327;0.58053;0.7134;0.81233;0.71405;0.87683;0.8543;0.73998;0.91836
2021.12_26-12-2022;Воронежская область;18+;21_195_days;AllVaccines;0.20339;0.17105;0.23447;0.55479;0.51809;0.5887;0.74195;0.68529;0.78841;0.80621;0.74385;0.8534
2021.12_26-12-2022;Воронежская область;18+;21_195_days;CoviVac;-0.37731;-0.70582;-0.11207;-0.06479;-0.5788;0.28187;0.48351;-0.60566;0.83386;0.46899;-1.13031;0.86764
2021.12_26-12-2022;Воронежская область;18+;21_195_days;EpiVacCorona;-0.25361;-0.45418;-0.08071;-0.28861;-0.6339;-0.01628;-0.04176;-0.76903;0.38652;0.08196;-0.84796;0.54393
2021.12_26-12-2022;Воронежская область;18+;21_195_days;SputnikLite;0.30957;0.25909;0.35662;0.59532;0.53175;0.65026;0.77234;0.6654;0.8451;0.80495;0.67351;0.88347
2021.12_26-12-2022;Воронежская область;18+;21_195_days;SputnikV;0.19339;0.1563;0.22885;0.58769;0.54673;0.62496;0.76934;0.70525;0.81949;0.84469;0.77628;0.89217
2021.12_26-12-2022;Воронежская область;18-59;21_195_days;AllVaccines;0.08586;0.03996;0.12956;0.41223;0.33509;0.48041;0.4518;0.22189;0.61378;0.52946;0.08647;0.75764
2021.12_26-12-2022;Воронежская область;18-59;21_195_days;CoviVac;-0.5554;-0.98756;-0.21721;-0.60653;-1.7251;0.05291;-0.76473;-6.15127;0.56452;-1.84011;-19.78416;0.61191
