data_point;vaccine;region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
2022.01_13-10-2022;SputnikLite;Калужская область;0.110288;-0.02075;-0.08482;0.04022;-0.017256;0.22217;0.14592;0.29294;0.085490;0.06514;0.01614;0.11216;0.574593;0.54989;0.39002;0.67648;0.388444;0.72439;0.64948;0.78707;0.321900;0.66513;0.59500;0.72604;1.000000;NULL;NULL;NULL;0.613017;0.81450;0.68325;0.90189;0.558042;0.79296;0.66426;0.88227;1.000000;NULL;NULL;NULL;0.668662;0.82372;0.67573;0.91640;0.596473;0.77576;0.61611;0.88160
2022.01_13-10-2022;SputnikLite;Красноярский край;0.324944;0.12042;0.08723;0.15263;0.406005;0.44166;0.39926;0.48174;0.355553;0.20613;0.17952;0.23204;0.374539;0.60589;0.53482;0.66857;0.538991;0.69252;0.64647;0.73406;0.418396;0.67271;0.63566;0.70694;0.227586;0.62800;0.42348;0.77318;0.719645;0.85994;0.80506;0.90306;0.577086;0.82594;0.77298;0.86956;0.431724;0.73834;0.40999;0.90863;0.653904;0.90800;0.85416;0.94634;0.548707;0.89740;0.84584;0.93565
2022.01_13-10-2022;SputnikLite;Мурманская область;-0.384165;0.28565;0.24975;0.32012;-0.064908;0.28498;0.20949;0.35460;-0.275324;0.27657;0.24397;0.30802;-0.106407;0.64183;0.55031;0.71853;0.485296;0.67043;0.58326;0.74339;0.177169;0.67546;0.61742;0.72668;-0.765806;0.58651;0.17098;0.81954;0.443096;0.89770;0.78896;0.95977;0.077108;0.83972;0.73531;0.91096;1.000000;NULL;NULL;NULL;0.707389;NULL;NULL;NULL;0.691945;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Псковская область;-0.030450;0.17376;0.08234;0.25823;0.072067;0.34929;0.25764;0.43195;0.036877;0.26277;0.19956;0.32215;0.279687;0.59718;0.34547;0.77128;0.510952;0.72023;0.62319;0.79790;0.353164;0.62604;0.51637;0.71669;-1.453566;NULL;NULL;NULL;1.000000;0.85429;0.67925;0.94845;0.619258;0.79650;0.57896;0.92011;1.000000;NULL;NULL;NULL;0.289445;0.85052;0.67076;0.94713;0.200202;0.82686;0.62039;0.93861
2022.01_13-10-2022;SputnikLite;Республика Калмыкия;-0.638061;-0.50893;-0.59419;-0.42799;-0.360529;-0.02431;-0.12724;0.06967;-0.554451;-0.35384;-0.41997;-0.29062;-0.530752;-0.06888;-0.34236;0.15381;-0.375486;0.33260;0.17073;0.46598;-0.511467;0.07931;-0.07794;0.21589;1.000000;NULL;NULL;NULL;0.673283;0.66317;0.42517;0.81516;0.700017;0.55907;0.28106;0.74401;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Республика Северная Осетия - Алания;-1.109152;-0.10164;-0.20437;-0.00581;-0.436873;-0.04243;-0.21586;0.11235;-0.903074;-0.04672;-0.13053;0.03230;-0.532295;0.42656;0.12493;0.64445;0.187601;0.52494;0.26216;0.71439;-0.063920;0.57793;0.42526;0.69948;-3.217460;NULL;NULL;NULL;0.123561;NULL;NULL;NULL;-0.375573;0.58038;0.16541;0.82274;1.000000;NULL;NULL;NULL;0.123561;NULL;NULL;NULL;0.267840;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Ставропольский край;-0.734665;-0.68194;-0.74625;-0.61957;-0.106145;0.16668;0.11396;0.21694;-0.493151;-0.35729;-0.40136;-0.31433;-0.229848;0.33879;0.21966;0.44400;0.304429;0.64405;0.58718;0.69508;0.003518;0.50522;0.44713;0.55876;0.016121;NULL;NULL;NULL;0.567941;0.77744;0.67489;0.85490;0.356974;0.73839;0.62764;0.82378;1.000000;NULL;NULL;NULL;0.568703;0.80029;0.67729;0.88616;0.465418;0.78048;0.64569;0.87476
2022.01_13-10-2022;SputnikLite;Еврейская автономная область;-0.353654;0.31475;-0.03915;0.57105;0.733546;0.78928;0.62344;0.89572;0.151282;0.55993;0.37996;0.69898;-1.226760;NULL;NULL;NULL;0.576096;0.83747;0.64288;0.94244;0.051471;0.67932;0.40840;0.84820;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Ивановская область;0.176497;-0.10150;-0.16300;-0.04251;0.110000;0.29565;0.23987;0.34823;0.159626;0.06346;0.02101;0.10448;-0.084454;0.38800;0.13556;0.58221;0.690523;0.81697;0.75638;0.86618;0.450002;0.68082;0.60137;0.74841;1.000000;NULL;NULL;NULL;0.782982;0.90715;0.79777;0.96696;0.790477;0.89363;0.76882;0.96210;1.000000;NULL;NULL;NULL;1.000000;0.90759;0.79872;0.96711;1.000000;0.88842;0.75737;0.96025
2022.01_13-10-2022;SputnikLite;Липецкая область;0.105864;-0.79605;-0.93791;-0.66337;0.162626;0.22371;0.13862;0.30191;0.142398;-0.29977;-0.38160;-0.22208;0.539927;0.30970;0.01525;0.53138;0.495147;0.61062;0.50585;0.69790;0.447036;0.50040;0.39013;0.59500;1.000000;NULL;NULL;NULL;0.348461;0.81327;0.66476;0.90787;0.315051;0.77861;0.61234;0.88675;1.000000;NULL;NULL;NULL;0.472563;0.87091;0.73259;0.94936;0.413280;0.85992;0.71034;0.94499
2022.01_13-10-2022;SputnikLite;Московская область;0.560995;0.29809;0.27805;0.31773;0.421289;0.45226;0.43153;0.47241;0.532010;0.36966;0.35538;0.38371;0.698664;0.63843;0.56683;0.70138;0.696772;0.79763;0.77165;0.82146;0.650659;0.68725;0.65402;0.71819;0.494844;0.44323;0.23209;0.60955;0.771094;0.82693;0.78617;0.86195;0.654044;0.68449;0.62290;0.73869;-0.351242;0.32845;-0.24889;0.68374;0.798861;0.89497;0.85198;0.92851;0.626043;0.79624;0.72394;0.85433
2022.01_13-10-2022;SputnikLite;Республика Адыгея;0.293472;-0.10185;-0.19754;-0.01241;0.231007;0.16608;0.05106;0.26983;0.275711;-0.01205;-0.08560;0.05745;0.387942;0.28695;0.03584;0.48474;0.403409;0.52554;0.38988;0.63746;0.341011;0.42846;0.30559;0.53429;-0.255285;-1.33378;NULL;NULL;0.520346;0.52462;0.20075;0.73917;0.303990;0.36036;-0.01108;0.61783;1.000000;NULL;NULL;NULL;0.386389;0.54029;0.17884;0.76792;0.328510;0.49606;0.11954;0.73755
2022.01_13-10-2022;SputnikLite;Республика Башкортостан;0.018771;-0.46491;-0.53707;-0.39557;-0.236481;-0.01653;-0.11001;0.07069;-0.030959;-0.33982;-0.39750;-0.28410;0.141159;0.02437;-0.25588;0.25315;0.385489;0.49168;0.34681;0.61157;0.269678;0.33297;0.20287;0.44648;0.730301;0.68893;0.37967;0.86881;0.539117;0.75181;0.59826;0.85869;0.588630;0.74023;0.61106;0.83583;-0.478996;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.789532;0.86920;0.71442;0.95351
2022.01_13-10-2022;SputnikLite;Республика Дагестан;-1.422392;-1.29639;-1.41248;-1.18477;-0.000894;-0.25231;-0.37253;-0.13998;-0.985968;-0.91303;-0.99751;-0.83134;-1.057470;-0.23841;-0.48212;-0.02575;0.524956;0.20506;0.00996;0.37117;-0.258583;0.03235;-0.11260;0.16308;-0.044855;0.00849;-0.92627;0.55887;1.000000;0.36845;-0.00914;0.63373;0.763822;0.34465;0.03234;0.57785;1.000000;NULL;NULL;NULL;1.000000;0.38338;-0.28417;0.75884;1.000000;0.51377;-0.00973;0.80952
2022.01_13-10-2022;SputnikLite;Ростовская область;0.081827;-0.34571;-0.39906;-0.29396;-0.060589;0.11458;0.05852;0.16809;0.045529;-0.17963;-0.21903;-0.14122;0.442113;0.23064;0.08475;0.35865;0.408699;0.54532;0.48119;0.60358;0.404221;0.43899;0.37657;0.49677;0.593283;0.47729;0.21949;0.66751;0.675972;0.76693;0.68711;0.83141;0.643762;0.69455;0.61171;0.76418;0.195370;NULL;NULL;NULL;1.000000;0.87212;0.78800;0.93000;0.917940;0.85480;0.76686;0.91685
2022.01_13-10-2022;SputnikLite;Самарская область;0.144580;-0.10228;-0.14127;-0.06439;-0.122562;0.23770;0.18948;0.28361;0.093045;0.00335;-0.02724;0.03319;0.679741;0.44366;0.34055;0.53405;0.299999;0.62857;0.57150;0.67984;0.339073;0.55627;0.50474;0.60370;1.000000;0.54975;0.24196;0.75319;0.456593;0.79279;0.71034;0.85707;0.441525;0.74308;0.65849;0.81153;1.000000;0.52326;0.01848;0.80273;0.655555;0.86162;0.77965;0.91955;0.614459;0.81558;0.72620;0.88218
2022.01_13-10-2022;SputnikLite;Владимирская область;-0.155358;-0.07726;-0.11967;-0.03615;-0.190164;0.18014;0.12547;0.23206;-0.127976;0.00983;-0.02356;0.04235;-0.158364;0.39500;0.23845;0.52595;0.032093;0.62240;0.55139;0.68481;-0.199494;0.53908;0.47050;0.60086;0.099763;-0.06462;-0.83168;0.41901;0.488729;0.87325;0.79567;0.92762;0.299332;0.75602;0.65362;0.83490;1.000000;NULL;NULL;NULL;0.839004;0.93488;0.85852;0.97679;0.796605;0.89211;0.79672;0.95107
2022.01_13-10-2022;SputnikLite;Волгоградская область;-0.084716;-0.57025;-0.62878;-0.51355;-0.151780;-0.02183;-0.09074;0.04346;-0.084188;-0.39826;-0.44356;-0.35418;0.230757;0.30315;0.17318;0.41676;0.161298;0.46680;0.38677;0.53865;0.151129;0.39170;0.32182;0.45596;0.787723;0.47283;0.14923;0.69394;0.117930;0.58221;0.46176;0.68144;0.190521;0.54113;0.42478;0.63904;1.000000;NULL;NULL;NULL;-0.085640;0.62082;0.44265;0.75311;-0.050274;0.63160;0.46333;0.75770
2022.01_13-10-2022;SputnikLite;Камчатский край;-0.127896;0.22792;0.14438;0.30498;0.195799;0.24580;0.08924;0.38033;-0.031347;0.23524;0.16278;0.30270;0.078270;0.41538;0.10501;0.63661;0.231932;0.62728;0.42376;0.77234;0.078551;0.51999;0.34630;0.65679;-1.564814;NULL;NULL;NULL;-0.016285;NULL;NULL;NULL;-0.682467;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.488131;NULL;NULL;NULL;-0.416814;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Карачаево-Черкесская Республика;-0.716201;-0.52522;-0.63801;-0.41884;-0.455445;-0.07284;-0.20793;0.05032;-0.639954;-0.37117;-0.45753;-0.28896;-1.068938;0.16084;-0.20607;0.43615;-0.128829;0.38309;0.16599;0.55571;-0.495302;0.33587;0.16073;0.48240;1.000000;NULL;NULL;NULL;0.632407;0.63057;0.26469;0.84402;0.697247;0.69685;0.42224;0.86351;1.000000;NULL;NULL;NULL;0.424252;NULL;NULL;NULL;0.455688;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Костромская область;-0.823694;-0.04701;-0.14198;0.04113;-0.829716;0.17744;0.05317;0.28806;-0.791210;0.02101;-0.05410;0.09157;-1.382569;0.33386;0.05629;0.54188;-0.026542;0.65141;0.52573;0.75056;-0.562734;0.56140;0.44735;0.65663;-10.363019;NULL;NULL;NULL;0.395343;NULL;NULL;NULL;-1.005306;0.77330;0.54447;0.90482;1.000000;NULL;NULL;NULL;0.177271;NULL;NULL;NULL;0.027731;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Омская область;-0.089430;-0.18053;-0.24011;-0.12329;0.139098;0.43624;0.37935;0.48913;-0.001637;0.02057;-0.02311;0.06276;0.379712;0.48556;0.33084;0.61214;0.396057;0.78264;0.72036;0.83450;0.314171;0.68997;0.62780;0.74436;1.000000;0.69456;0.31678;0.89288;0.741391;0.87270;0.78430;0.93232;0.734647;0.84248;0.75282;0.90669;-0.493961;NULL;NULL;NULL;0.778711;0.90536;0.81503;0.95960;0.622494;0.88524;0.79092;0.94524
2022.01_13-10-2022;SputnikLite;Оренбургская область;0.416633;0.04070;-0.02516;0.10325;0.226335;0.24153;0.16242;0.31447;0.378473;0.14591;0.09748;0.19229;0.656035;0.56443;0.37559;0.70824;0.478854;0.67799;0.58924;0.75174;0.542481;0.56726;0.46956;0.65112;1.000000;NULL;NULL;NULL;0.628395;0.84588;0.73074;0.92104;0.701538;0.80205;0.66260;0.89518;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Республика Мордовия;-0.028054;-9.14988;NULL;NULL;0.252606;0.11275;-0.04142;0.24618;0.039021;-2.38958;NULL;NULL;0.644805;0.32255;0.03014;0.53872;0.564785;0.70285;0.59091;0.78966;0.607494;0.54549;0.42230;0.64706;1.000000;NULL;NULL;NULL;0.712301;0.81936;0.63327;0.92463;0.792770;0.75413;0.53623;0.88524;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.77803;0.49403;0.92295
2022.01_13-10-2022;SputnikLite;Республика Саха (Якутия);0.124849;0.07752;0.05309;0.10141;-0.094378;0.10197;0.04423;0.15682;0.089417;0.07144;0.04880;0.09363;0.424503;0.36604;0.29253;0.43326;0.102952;0.46031;0.37473;0.53660;0.304218;0.42972;0.37724;0.47864;0.190755;0.69033;0.45778;0.83896;0.203931;0.57192;0.39611;0.70623;0.221031;0.65461;0.53514;0.74947;1.000000;NULL;NULL;NULL;0.614601;0.71416;0.42270;0.88036;0.677068;0.66147;0.39222;0.82967
2022.01_13-10-2022;SputnikLite;Белгородская область;0.079008;-0.35706;-0.44850;-0.27087;0.056894;0.33021;0.26418;0.39119;0.073766;-0.06707;-0.12561;-0.01122;0.096213;0.45991;0.25679;0.61657;0.338862;0.67484;0.59145;0.74453;0.245591;0.58044;0.49418;0.65488;-0.035535;0.21222;-0.67166;0.66764;-0.040753;0.66177;0.47887;0.79076;-0.050082;0.54174;0.33186;0.69623;1.000000;NULL;NULL;NULL;0.324370;0.84626;0.72204;0.92449;0.403504;0.78847;0.64122;0.88602
2022.01_13-10-2022;SputnikLite;Брянская область;0.474575;-0.00462;-0.07362;0.06084;0.300564;0.34359;0.27100;0.41045;0.427281;0.12770;0.07724;0.17598;0.589972;0.54893;0.36889;0.68843;0.831980;0.77808;0.71278;0.83211;0.740812;0.68755;0.61583;0.74918;0.255985;0.45081;-0.26032;0.81006;1.000000;NULL;NULL;NULL;0.873708;0.85119;0.72797;0.92914;-0.411063;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.845346;0.86012;0.72532;0.94046
2022.01_13-10-2022;SputnikLite;Кемеровская область;0.410751;0.12662;0.06954;0.18109;0.255819;0.40720;0.35267;0.45825;0.372741;0.24853;0.20881;0.28677;0.732083;0.63016;0.50310;0.73264;0.520132;0.71644;0.65722;0.76806;0.568491;0.63122;0.56682;0.68859;0.622365;NULL;NULL;NULL;0.853473;0.92211;0.84822;0.96669;0.798397;0.89459;0.80249;0.95203;1.000000;NULL;NULL;NULL;0.829366;0.92409;0.84491;0.96998;0.835173;0.90710;0.81043;0.96323
2022.01_13-10-2022;SputnikLite;Кировская область;0.219132;0.13148;0.09904;0.16293;0.122123;0.26193;0.21152;0.30960;0.217849;0.17788;0.15106;0.20398;0.467982;0.53803;0.46372;0.60413;0.307991;0.60273;0.54886;0.65150;0.322073;0.56052;0.51566;0.60210;1.000000;0.22421;-0.52165;0.63822;0.692275;0.90402;0.82880;0.95244;0.692385;0.81400;0.71463;0.88575;1.000000;NULL;NULL;NULL;0.779554;0.91802;0.84488;0.96293;0.756731;0.89449;0.81183;0.94771
2022.01_13-10-2022;SputnikLite;Новосибирская область;0.285286;0.38369;0.36029;0.40645;0.316646;0.54008;0.50971;0.56901;0.323653;0.44259;0.42432;0.46042;0.409175;0.64791;0.57422;0.71197;0.518581;0.79213;0.75850;0.82229;0.362748;0.71694;0.68134;0.74962;0.545329;0.67925;0.43617;0.83635;0.840324;0.91157;0.86838;0.94387;0.735773;0.85777;0.80219;0.90150;0.343660;NULL;NULL;NULL;0.926633;0.95634;0.91822;0.98013;0.849072;0.92972;0.87885;0.96367
2022.01_13-10-2022;SputnikLite;Орловская область;0.368319;-0.09013;-0.14858;-0.03425;-0.039941;0.37161;0.31613;0.42344;0.240502;0.07985;0.03817;0.12000;0.495489;0.59569;0.48985;0.68409;0.420759;0.74152;0.68765;0.78828;0.370881;0.69126;0.64214;0.73523;0.445333;0.62190;0.39036;0.78034;0.542151;0.84644;0.78555;0.89400;0.439751;0.80243;0.73965;0.85360;1.000000;NULL;NULL;NULL;0.219496;0.88564;0.80535;0.93939;0.102052;0.88274;0.80424;0.93612
2022.01_13-10-2022;SputnikLite;Республика Крым;-0.036500;0.21662;0.13324;0.29377;0.195825;0.44602;0.37233;0.51283;0.068038;0.32664;0.27140;0.37863;0.027678;0.56552;0.40988;0.68910;0.494710;0.70531;0.63405;0.76589;0.263398;0.62047;0.54632;0.68540;0.336169;NULL;NULL;NULL;0.684775;0.74243;0.62062;0.83314;0.544412;0.69123;0.55516;0.79455;-1.281919;NULL;NULL;NULL;0.726679;0.85924;0.72166;0.94034;0.496399;0.77333;0.58189;0.89269
2022.01_13-10-2022;SputnikLite;Республика Марий Эл;-0.308957;-0.18657;-0.24866;-0.12740;0.151601;0.19002;0.10148;0.27137;-0.143367;-0.12997;-0.18205;-0.07998;0.266065;0.68439;0.57597;0.77003;0.730644;0.72237;0.62651;0.79901;0.539295;0.74770;0.68873;0.79795;-0.110077;0.68987;0.26076;0.89488;0.511792;0.76057;0.55436;0.88730;0.294733;0.79964;0.66549;0.88954;1.000000;NULL;NULL;NULL;0.362340;NULL;NULL;NULL;0.294733;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Томская область;0.078477;0.11969;0.05706;0.17904;-0.042504;0.37834;0.30517;0.44528;0.055344;0.21675;0.16949;0.26189;0.316165;0.56908;0.44683;0.67044;-0.038727;0.68726;0.61149;0.75155;-0.037816;0.59220;0.51896;0.65694;0.364259;NULL;NULL;NULL;0.755157;0.86303;0.75519;0.93222;0.609495;0.82272;0.69804;0.90608;1.000000;NULL;NULL;NULL;1.000000;0.86620;0.72198;0.94760;1.000000;0.83602;0.66042;0.93566
2022.01_13-10-2022;SputnikLite;г. Севастополь;0.212103;0.15612;0.07036;0.23567;0.185532;0.31189;0.21573;0.39828;0.213473;0.22501;0.16230;0.28400;0.503989;0.67374;0.50985;0.79434;0.674876;0.73889;0.64325;0.81431;0.557084;0.66742;0.57266;0.74600;1.000000;NULL;NULL;NULL;1.000000;0.89260;0.76349;0.96201;1.000000;0.78785;0.59553;0.90450;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.80005;0.58379;0.92178
2022.01_13-10-2022;SputnikLite;Забайкальский край;-0.399864;-0.24473;-0.33936;-0.15600;-0.060869;0.17987;0.06142;0.28558;-0.320114;-0.12589;-0.20077;-0.05508;-0.048859;0.23188;0.06862;0.37107;0.352643;0.49467;0.37690;0.59429;0.135651;0.35510;0.25643;0.44304;1.000000;NULL;NULL;NULL;0.541974;0.86032;0.74243;0.93386;0.639792;0.84179;0.72932;0.91643;1.000000;NULL;NULL;NULL;0.607086;NULL;NULL;NULL;0.644410;0.87260;0.71859;0.95501
2022.01_13-10-2022;SputnikLite;Ленинградская область;0.103080;0.08390;0.05285;0.11416;0.054898;0.26681;0.22199;0.30960;0.135645;0.15002;0.12493;0.17455;-0.133521;0.27052;0.10636;0.41086;0.372977;0.67637;0.61785;0.72815;0.080153;0.53350;0.46926;0.59188;-0.541262;0.58648;0.22917;0.80554;0.420871;0.77998;0.68239;0.85427;0.066793;0.71700;0.60985;0.80147;1.000000;NULL;NULL;NULL;0.692050;0.86734;0.78923;0.92275;0.600941;0.86028;0.77826;0.91857
2022.01_13-10-2022;SputnikLite;Магаданская область;0.247663;0.38155;0.28351;0.46846;-0.257475;0.06732;-0.23290;0.30394;0.156827;0.32082;0.22610;0.40589;1.000000;0.62970;0.12880;0.87362;-0.285112;0.56880;0.22080;0.78396;0.113461;0.62183;0.37859;0.78498;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Республика Алтай;0.381529;0.07984;-0.03232;0.18155;0.259931;0.41310;0.27417;0.52890;0.358478;0.18106;0.09364;0.26125;0.388021;0.55707;0.31175;0.72901;0.481427;0.62270;0.47177;0.73726;0.431616;0.53100;0.38556;0.64802;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Республика Бурятия;0.018671;-0.04562;-0.08500;-0.00744;-0.084519;0.15482;0.09675;0.20974;0.002496;0.01421;-0.01819;0.04575;0.127011;0.34737;0.22932;0.45085;0.227228;0.52100;0.44099;0.59183;0.118658;0.40389;0.33209;0.46956;0.269576;0.06795;-0.56167;0.47298;0.461540;0.78121;0.66978;0.86256;0.336270;0.61603;0.47129;0.72904;-0.947797;NULL;NULL;NULL;0.544617;0.80686;0.66745;0.89842;0.325953;0.70524;0.52336;0.83050
2022.01_13-10-2022;SputnikLite;Рязанская область;0.164003;-0.02265;-0.08710;0.03878;0.088845;0.27743;0.20592;0.34385;0.162521;0.10441;0.05717;0.14979;0.753602;0.55856;0.32774;0.72588;0.606871;0.71559;0.61846;0.79363;0.615945;0.64580;0.54794;0.72747;0.117895;NULL;NULL;NULL;0.851703;0.90976;0.80335;0.96789;0.710353;0.88943;0.77310;0.95638;1.000000;NULL;NULL;NULL;0.820608;0.89202;0.76407;0.96164;0.809443;0.88374;0.74637;0.95866
2022.01_13-10-2022;SputnikLite;Саратовская область;-0.000897;-0.29796;-0.36465;-0.23390;0.038420;0.16786;0.09722;0.23417;0.020584;-0.13393;-0.18338;-0.08614;0.258366;0.43877;0.29672;0.55855;0.293831;0.64411;0.56493;0.71240;0.230157;0.55919;0.48729;0.62352;0.497745;0.45409;0.11464;0.68673;0.510721;0.80971;0.71340;0.88086;0.455781;0.72170;0.61829;0.80363;0.077677;0.38585;-0.32345;0.76444;0.544081;0.82769;0.70728;0.90854;0.423541;0.75952;0.62581;0.85561
2022.01_13-10-2022;SputnikLite;Чеченская Республика;-1.594571;-0.64605;-0.92800;-0.39561;-0.461010;0.16750;-0.21387;0.45653;-1.267496;-0.39152;-0.61026;-0.19511;0.331409;0.40191;-0.09585;0.71564;0.760532;NULL;NULL;NULL;0.540498;0.61299;0.33120;0.80028;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Алтайский край;0.261068;-0.10210;-0.14669;-0.05892;0.070023;0.36481;0.31567;0.41120;0.222616;0.05049;0.01668;0.08337;0.234740;0.43331;0.32614;0.52723;0.428842;0.75981;0.71439;0.79986;0.319295;0.63723;0.58986;0.68051;0.623045;0.67925;0.46855;0.82223;0.678789;0.86815;0.81166;0.91169;0.632131;0.82141;0.76005;0.87091;1.000000;NULL;NULL;NULL;0.847077;0.90558;0.83677;0.95129;0.846019;0.89956;0.83012;0.94653
2022.01_13-10-2022;SputnikLite;Архангельская область;-0.024534;0.17225;0.13536;0.20787;-0.100962;0.40396;0.35505;0.44990;0.002587;0.24868;0.21942;0.27706;0.366505;0.32032;0.17813;0.44256;0.304871;0.67302;0.61163;0.72693;0.181124;0.53545;0.47212;0.59287;1.000000;0.59852;0.17954;0.83314;0.811720;0.84538;0.76161;0.90592;0.772289;0.79320;0.69895;0.86435;1.000000;NULL;NULL;NULL;1.000000;0.91662;0.84275;0.96221;1.000000;0.89932;0.81616;0.95202
2022.01_13-10-2022;SputnikLite;Воронежская область;0.132855;-0.21883;-0.26501;-0.17405;0.105096;0.07882;0.02135;0.13348;0.144056;-0.10979;-0.14555;-0.07496;0.567180;0.45718;0.34128;0.55705;0.502705;0.61017;0.54516;0.66802;0.483111;0.53455;0.47451;0.58932;0.124488;0.49386;0.09130;0.74534;0.597019;0.80144;0.69931;0.87619;0.445274;0.72510;0.61275;0.81194;-0.188195;NULL;NULL;NULL;1.000000;0.89987;0.81100;0.95464;0.858582;0.87425;0.77646;0.93756
2022.01_13-10-2022;SputnikLite;г. Санкт-Петербург;0.314994;0.49105;0.48363;0.49838;-0.168395;0.29085;0.27095;0.31031;0.214334;0.43602;0.42874;0.44323;0.439744;0.74932;0.72600;0.77114;0.339565;0.75101;0.72735;0.77317;0.361874;0.76992;0.75479;0.78436;0.719651;0.81951;0.75344;0.87182;0.598267;0.85920;0.82851;0.88585;0.595737;0.87427;0.85129;0.89465;0.580900;0.86820;0.76376;0.93490;0.722033;0.90561;0.87643;0.92967;0.688248;0.92009;0.89768;0.93886
2022.01_13-10-2022;SputnikLite;Ненецкий автономный округ;0.428168;0.50543;0.39254;0.60139;0.747512;0.59366;0.34885;0.75960;0.487146;0.53546;0.43850;0.61894;1.000000;NULL;NULL;NULL;-0.478859;NULL;NULL;NULL;0.181635;0.67985;0.25904;0.88978;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Новгородская область;0.208038;0.04764;-0.01505;0.10709;0.215340;0.32059;0.23948;0.39472;0.241295;0.12651;0.07667;0.17414;0.619554;0.57095;0.44697;0.67281;0.704192;0.65647;0.57175;0.72818;0.630444;0.62538;0.55696;0.68564;1.000000;NULL;NULL;NULL;1.000000;0.82413;0.66447;0.92087;1.000000;0.77035;0.60491;0.87915;1.000000;NULL;NULL;NULL;1.000000;0.89008;0.75883;0.96104;1.000000;0.89849;0.77760;0.96399
2022.01_13-10-2022;SputnikLite;Пензенская область;0.221727;-0.26903;-0.33343;-0.20744;0.028669;0.27778;0.20707;0.34340;0.175353;-0.11316;-0.16238;-0.06576;-0.061650;0.28764;0.11560;0.43131;0.212706;0.47820;0.38052;0.56369;0.078883;0.46815;0.39163;0.53696;-0.338961;0.52471;-0.00369;0.80624;0.019830;0.55508;0.34212;0.71161;-0.129671;0.60400;0.43775;0.73018;1.000000;NULL;NULL;NULL;0.158473;0.52651;0.26093;0.71281;0.128069;0.59099;0.37339;0.74590
